"MFRBlockHz","tf_MedIsi","tf_Entropy","tf_CV2Mean","tf_LvR","Sample","Unit","RespPk","RespGo","RespGr","RespMF","RespMLI","wf_RiseTime","wf_PosDecayTime","wf_FallTime","wf_NegDecayTime","wf_MaxAmpNorm","wf_Duration","wf_PosHwDuration","wf_NegHwDuration","wf_Onset","wf_End","wf_Crossing","wf_Pk10","wf_Pk90","wf_Pk50","wf_PkTrRatio","wf_DepolarizationSlope","wf_RepolarizationSlope","wf_RecoverySlope","Cluster"
19.08,0.019,5.679,1.114,90.155,"19-11-05_YC037",342,0,0,0,0,0,0.05,0.029534245,0.05,0.05,0.56488436,0.1,0.05,0.06,0.050993998,-0.014226155,0,0.056488436,0.508395928,0.282442182,0.565,-21.19022159,10.99393111,-1.925369771,2
11.14,0.057,6.282,0.974,39.743,"19-11-05_YC037",343,0,0,0,0,0,0.035,0.028633685,0.035,0.035,0.8680095,0.07,0.03,0.07,0.041551992,-0.10670213,0,0.086800951,0.781208557,0.434004754,0.868,-30.31427773,13.40714507,-3.279164229,2
3.24,0.179,6.151,1.209,26.835,"19-11-05_YC037",358,0,0,0,0,0,0.061501887,0.115486668,0.097118969,0.132562303,0.48998243,0.27,0.171697059,0.17,-0.032560647,0.015245475,0.000694603,0.048998243,0.440984184,0.244991213,0.49,-8.162998891,7.14790921,-2.050834529,1
8.74,0.076,5.953,0.608,6.884,"19-11-05_YC037",370,0,0,0,0,0,0.07,0.063081135,0.14,0.14,0.54344624,0.14,0.14,0.14,0.02468311,0.02248355,-0.015403729,0.054344624,0.489101619,0.271723121,0.543,-12.74995416,6.844796876,-1.57942374,1
22.89,0.017,5.696,1.149,115.36,"19-11-05_YC037",382,0,0,0,0,0,0.05,0.02480707,0.1,0.1,0.19913024,0.1,0.05,0.06,-0.020950876,-0.22755934,0,0.019913024,0.179217213,0.099565119,0.199,-12.19564927,7.156597959,-0.526023904,2
13.48,0.02,4.715,1.584,97.408,"19-11-05_YC037",390,0,0,0,0,0,0.1,0.083612564,0.068625386,0.106005319,0.4162653,0.2,0.17,0.2,0.011881322,0.08815342,0.008395235,0.041626531,0.374638778,0.208132654,0.416,-8.365200438,7.000119326,-0.870730613,2
36.86,0.016,4.169,0.399,12.906,"19-11-05_YC037",41,0,0,0,0,0,0.042535455,0.058153194,0.054817197,0.063023052,0.732769,0.13,0.185712835,0.1,-0.034133952,0.037007876,0.000830634,0.073276901,0.659492111,0.366384506,0.733,-8.984268204,12.18641996,-2.341299893,2
26.94,0.022,6.739,0.926,45.717,"19-11-05_YC037",411,0,0,0,0,0,0.056154709,0.091980452,0.081502812,0.120410821,0.57479924,0.23,0.200934441,0.13,-0.014085408,0.024810314,0.034257949,0.057479924,0.517319316,0.28739962,0.575,-12.02095064,7.927437372,-2.027740468,1
9.68,0.047,6.082,1.086,49.334,"19-11-05_YC037",417,0,0,0,0,0,0.05,0.047331664,0.05,0.05,0.5034061,0.1,0.06,0.1,0.09432071,0.12724872,0,0.050340611,0.453065497,0.251703054,0.503,-13.26836327,10.89406142,-1.369877874,2
14.58,0.049,6.369,0.743,18.525,"19-11-05_YC037",424,0,0,0,0,0,0.05,0.030444356,0.05,0.05,0.52041924,0.1,0.06,0.06,0.04330099,-0.21693037,0,0.052041924,0.468377316,0.26020962,0.52,-18.64201437,8.741552627,-2.21767794,1
9,0.116,6.659,0.786,9.659,"19-11-05_YC037",434,0,0,0,0,0,0.05,0.025233244,0.15,0.15,0.6399142,0.1,0.06,0.16,0.012446352,-0.2356223,0,0.063991421,0.575922793,0.319957107,0.64,-23.44855642,5.031449039,-0.331670782,1
8.32,0.065,5.912,1.006,36.865,"19-11-05_YC037",439,0,0,0,0,0,0.04864258,0.087221783,0.063690944,0.097465144,0.65507823,0.2,0.134446851,0.17,0.014666066,0.045119226,0.01387008,0.065507823,0.589570409,0.327539116,0.655,-6.004086917,9.373577654,-2.428267013,2
14.47,0.034,5.977,1.11,63.327,"19-11-05_YC037",440,0,0,0,0,0,0.085,0.067242906,0.049084754,0.097470569,0.920642,0.17,0.1,0.17,0.019507974,-0.040176183,0.03689316,0.092064202,0.828577816,0.460321009,0.921,-15.24246983,5.966205529,-0.119542808,2
3.31,0.118,4.945,0.809,8.571,"19-11-05_YC037",441,0,0,0,0,0,0.08,0.07561812,0.048064475,0.078682432,0.92538285,0.16,0.13,0.16,0.041262385,-0.037834134,-0.001853003,0.092538285,0.832844567,0.462691426,0.925,-14.565301,5.304854286,-0.3083205,2
14.72,0.016,5.068,1.127,99.907,"19-11-05_YC037",442,0,0,0,0,0,0.065,0.056619752,0.065,0.065,0.7377432,0.13,0.23,0.1,0.25249553,0.11064655,-0.005895755,0.07377432,0.663968879,0.368871599,0.738,-15.02170993,8.364699249,-1.969054324,2
29.14,0.017,3.79,0.429,12.292,"19-11-05_YC037",546,0,0,0,0,0,0.037864089,0.058974539,0.054358977,0.062186163,0.58844906,0.13,0.187229647,0.1,-0.01009693,0.026655897,7.9e-05,0.058844906,0.529604155,0.29422453,0.588,-10.23037263,12.77598341,-1.842804012,2
2.03,0.422,6.93,1.026,8.991,"19-11-05_YC037",564,0,0,0,0,0,0.091137442,0.141133725,0.115006449,0.128351528,0.39617288,0.3,0.295706942,0.14,-0.02532499,0.022098815,-0.001764731,0.039617288,0.356555593,0.198086441,0.396,-9.818699117,6.172926554,-1.08132718,1
10.26,0.075,6.879,0.632,8.913,"19-11-05_YC037",568,0,0,0,0,0,0.079925725,0.1398158,0.101494164,0.135591515,0.64538157,0.3,0.313043749,0.23,-0.032785352,0.026280243,0.011890865,0.064538157,0.580843413,0.322690785,0.645,-4.626500825,7.266178737,-1.621528773,1
11.85,0.073,7.106,0.584,7.541,"19-11-05_YC037",577,0,0,0,0,0,0.100678453,0.147330003,0.123853915,0.155457795,0.583657,0.33,0.301210629,0.2,-0.03015961,0.032754514,-0.008142877,0.058365703,0.525291324,0.291828513,0.584,-5.958640073,6.108710812,-1.549463578,1
8.49,0.067,6.359,1.017,29.117,"19-11-05_YC037",635,0,0,0,0,0,0.08,0.06655708,0.05050248,0.088106384,0.6180512,0.16,0.1,0.16,0.04924237,-0.18058258,-0.036698399,0.061805117,0.556246054,0.309025586,0.618,-13.24384762,5.248161534,-0.163045922,2
31.46,0.029,5.542,0.723,26.118,"19-11-05_YC037",66,0,0,0,0,0,0.039868241,0.084269112,0.082984505,0.09902987,0.3322068,0.2,0.23766983,0.14,-0.01585532,0.016339144,-0.007339956,0.033220679,0.298986107,0.166103393,0.332,-10.27416374,9.173270675,-0.80218523,1
6.93,0.079,1.812,0.917,15.662,"19-11-05_YC037",68,0,0,0,0,0,0.1,0.09433987,0.2,0.2,0.861693,0.2,0.13,0.17,0.04868284,0.016685292,0.016710515,0.086169302,0.775523722,0.430846512,0.862,-11.77539213,5.749157541,-0.231453274,2
11.27,0.064,5.909,0.695,9.657,"19-11-05_YC037",94,0,0,0,0,0,0.085,0.061352938,0.062684857,0.099245745,0.21177076,0.17,0.1,0.14,0.004582679,0.025880234,0.010080673,0.021177076,0.190593682,0.105885379,0.212,-8.798039756,7.628402774,-0.407941984,1
4.88,0.184,6.046,1.019,24.473,"19-11-05_YC036",102,0,0,0,0,0,0.05,0.028678018,0.1,0.1,0.47637892,0.1,0.05,0.1,0.029274281,0.01812249,0,0.047637892,0.428741026,0.238189459,0.476,-18.06749767,7.989600099,-0.581955006,1
10.12,0.033,5.445,0.957,43.566,"19-11-05_YC036",103,0,0,0,0,0,0.05,0.048245401,0.05,0.05,0.8795914,0.1,0.06,0.06,0.01462708,0.027364643,0,0.087959141,0.791632265,0.439795703,0.88,-21.28142618,9.171548322,-1.043859108,2
6.64,0.135,6.732,0.78,7.207,"19-11-05_YC036",210,0,0,0,0,0,0.270970949,0.290700572,0.118630418,0.135345549,0.26271325,0.47,0.368787288,0.14,-0.021447228,0.016231202,0.040604398,0.026271325,0.236441928,0.131356627,0.263,-5.882178287,4.807408737,-0.662842211,1
33.18,0.02,6.181,0.765,34.413,"19-11-05_YC036",218,0,0,0,0,0,0.024980289,0.105971592,0.105907351,0.128480107,0.10433217,0.27,0.341441637,0.14,0.003966899,0.024980668,-0.011174687,0.010433217,0.093898954,0.052166086,0.104,-8.998310805,5.251377783,-0.192723849,1
11.97,0.054,6.089,0.86,20.078,"19-11-05_YC036",233,0,0,0,0,0,0.082212904,0.280234482,0.225040788,0.277921735,0.113119096,0.63,0.540143012,0.23,-0.003147776,0.006602006,0.011358164,0.01131191,0.101807186,0.056559548,0.113,-5.315909112,3.129645971,-0.144901235,1
12.74,0.039,4.743,0.822,23.656,"19-11-05_YC036",237,0,0,0,0,0,0.086969389,0.181409369,0.201303042,0.243004089,0.18149005,0.47,0.416569928,0.27,0.006147857,0.012580401,-0.007076776,0.018149005,0.163341044,0.090745024,0.181,-4.715601701,2.894543331,-0.340304253,2
9.31,0.077,6.733,0.687,9.29,"19-11-05_YC036",24,0,0,0,0,0,0.056273328,0.105146093,0.124788645,0.165456327,0.24340057,0.3,0.315924347,0.2,-0.04389707,0.013190151,-0.019086973,0.024340057,0.219060516,0.121700287,0.243,-4.940775117,5.658112834,-0.549844076,1
7.15,0.065,4.101,0.988,30.114,"19-11-05_YC036",28,0,0,0,0,0,0.085,0.079075315,0.141666667,0.141666667,0.104440734,0.17,0.1,0.17,0.004540193,-0.012794594,-0.022289678,0.010444073,0.09399666,0.052220367,0.104,-6.453855785,6.319692469,-0.441592329,2
107.71,0.007,4.505,0.318,20.91,"19-11-05_YC036",306,0,0,0,0,0,0.085,0.054793373,0.17,0.17,0.13706647,0.17,0.06,0.2,-0.02623245,0.007185284,-0.015886431,0.013706647,0.123359822,0.068533234,0.137,-7.402626905,4.750979962,-0.13489222,2
17.89,0.038,5.921,0.651,17.38,"19-11-05_YC036",31,0,0,0,0,0,0.044920516,0.056894454,0.056788334,0.062340706,0.34867704,0.13,0.071014078,0.1,-0.00480695,0.007588652,-0.000390634,0.034867704,0.313809335,0.17433852,0.349,-10.87452204,12.27340214,-1.326786428,1
57.11,0.015,6.129,0.413,17.615,"19-11-05_YC036",323,0,0,0,0,0,0.033875516,0.083848213,0.087393314,0.098468573,0.22761981,0.2,0.246912224,0.14,0.002406721,0.040045295,-0.004631233,0.022761981,0.204857831,0.113809906,0.228,-9.212365517,7.60768712,-0.525457723,2
58.34,0.014,4.401,0.446,20.218,"19-11-05_YC036",324,0,0,0,0,0,0.04680078,0.071982984,0.185418019,0.220822821,0.09429765,0.33,0.30451245,0.26,-0.057740055,0.02606998,-0.009003101,0.009429765,0.084867883,0.047148824,0.094,-4.478390357,3.855510824,-0.216271325,2
55.07,0.015,4.694,0.454,19.638,"19-11-05_YC036",329,0,0,0,0,0,0.03661396,0.088506178,0.202364673,0.241725611,0.076453924,0.37,0.296325602,0.26,-0.058507852,0.027091222,-0.00392982,0.007645392,0.068808532,0.038226962,0.076,-2.94438097,3.829912777,-0.176216898,2
26.76,0.026,6.366,0.674,25.603,"19-11-05_YC036",33,0,0,0,0,0,0.023988107,0.08452289,0.0652443,0.096065879,0.19459158,0.2,0.192155268,0.1,0.03497276,-0.002575569,-0.01902344,0.019459158,0.175132424,0.097295791,0.195,-8.588660101,8.311173873,-0.786765539,1
36.02,0.015,3.804,0.525,21.307,"19-11-05_YC036",330,0,0,0,0,0,0.037093549,0.073451527,0.212446581,0.25624802,0.06976075,0.37,0.308845089,0.27,-0.05895825,0.017051816,0.015579869,0.006976075,0.062784673,0.034880374,0.07,-3.566940134,3.40840248,-0.142192116,2
36.67,0.013,3.026,0.408,16.071,"19-11-05_YC036",353,0,0,0,0,0,0.080949006,0.760829608,0.202273078,0.245140718,0.07524479,1.13,1.213331347,0.33,-0.11796893,0.02504136,0.033949819,0.007524479,0.067720313,0.037622396,0.075,-1.656316169,3.814701404,-0.075190474,2
63.96,0.013,4.495,0.311,14.219,"19-11-05_YC036",354,0,0,0,0,0,0.020210671,0.046670453,0.261268479,0.328579456,0.051591128,0.43,0.330619235,0.28358383,-0.06972115,0.016423026,0.0171806,0.005159113,0.046432015,0.025795564,0.052,-6.727346367,2.848998748,-0.126756092,2
61.05,0.008,3.931,0.356,16.572,"19-11-05_YC036",356,0,0,0,0,0,0.065,0.022991409,0.049763966,0.100720074,0.23182027,0.13,0.07,0.17,-0.015685048,0.056074973,-0.03173725,0.023182027,0.208638243,0.115910135,0.232,-12.32302542,5.904459517,-0.100720689,2
5.13,0.106,6.384,0.825,9.582,"19-11-05_YC036",37,0,0,0,0,0,0.066576223,0.129920606,0.167218008,0.211294253,0.2845376,0.37,0.310082391,0.26,-0.081193045,0.01450655,0.01768513,0.028453761,0.256083852,0.142268807,0.285,-4.706429049,4.317165653,-0.655113624,1
8.03,0.061,4.812,0.978,29.819,"19-11-05_YC036",389,0,0,0,0,0,0.017327196,0.070489821,0.105038472,0.138794002,0.10135591,0.23,0.091862326,0.14,-0.004684707,0.004278516,0.007997966,0.010135591,0.091220319,0.050677955,0.101,-8.801685425,6.220499938,-0.433409412,2
10.13,0.047,5.797,0.806,21.994,"19-11-05_YC036",402,0,0,0,0,0,0.035,0.0143319,0.105,0.105,0.17078462,0.07,0.03,0.1,0.00567971,0.002564387,0,0.017078462,0.15370616,0.085392311,0.171,-11.91639751,6.725768469,-0.248981775,1
10.75,0.048,4.378,0.801,18.332,"19-11-05_YC036",429,0,0,0,0,0,0.03799889,0.059224233,0.080630464,0.09353266,0.2491184,0.17,0.127156238,0.115,-0.014052036,0.011569063,-0.02246204,0.02491184,0.224206562,0.124559201,0.249,-8.988428733,8.685013363,-0.797351466,2
1.39,0.224,5.235,0.949,8.762,"19-11-04_YC037",13,0,0,0,0,0,0.069699431,0.245640352,0.119323971,0.152502212,0.16533731,0.44,0.413337566,0.23,-0.11801925,0.014527505,0.068507993,0.016533731,0.148803578,0.082668655,0.165,-2.717106541,5.305271538,-0.456189868,1
1.82,0.416,6.032,0.781,2.656,"19-11-04_YC037",165,0,0,0,0,0,0.073568761,0.12128759,0.059231206,0.066396328,0.8753968,0.2,0.466940838,0.1,-0.04867576,0.050001092,-0.021706841,0.087539679,0.787857109,0.437698394,0.875,-8.040671959,11.18941841,-1.638606326,1
12.88,0.056,6.686,0.85,19.815,"19-11-04_YC037",175,0,0,0,0,0,0.056396195,0.099943043,0.163087443,0.229809615,0.18474805,0.36,0.273233332,0.266267434,-0.12403206,0.009414098,-0.005150748,0.018474805,0.166273248,0.092374027,0.185,-2.059880866,4.277413162,-0.450197992,1
17.13,0.043,6.491,0.791,25.496,"19-11-04_YC037",176,0,0,0,0,0,0.065,0.036939862,0.065,0.065,0.1557062,0.13,0.07,0.14,0.03440948,-0.20231874,-0.01666028,0.01557062,0.140135577,0.077853099,0.156,-9.886969959,8.628881272,-0.802025024,1
5.36,0.122,6.363,0.788,7.902,"19-11-04_YC037",184,0,0,0,0,0,0.043583135,0.080063117,0.070213668,0.079736974,0.52622473,0.17,0.158230488,0.115,0.000671161,0.018808411,-0.004794056,0.052622473,0.473602259,0.263112366,0.526,-10.70316428,11.47030629,-1.919335439,1
10.14,0.082,6.952,0.589,6.862,"19-11-04_YC037",185,0,0,0,0,0,0.078431677,0.10934302,0.302748266,0.325964474,0.13621135,0.5,0.279833017,0.23,-0.07424282,0.006813735,0.005727394,0.013621135,0.122590216,0.068105675,0.136,-6.267935638,2.311065187,-0.408086849,1
11.26,0.004,2.746,0.89,125.343,"19-11-04_YC037",186,0,0,0,0,0,0.07,0.062489479,0.07,0.07,0.12349073,0.14,0.1,0.1,0.006012223,-0.021059206,-0.017403747,0.012349073,0.111141656,0.061745364,0.123,-5.301604219,8.32091305,-0.248293004,2
10.27,0.079,6.959,0.596,7.392,"19-11-04_YC037",188,0,0,0,0,0,0.09906994,0.20414132,0.194960264,0.220262009,0.22612485,0.47,0.444752517,0.2,-0.051798318,0.011819876,-0.003745893,0.022612485,0.203512368,0.113062426,0.226,-5.641685568,2.973377978,-0.403653993,1
8.6,0.05,5.661,1.064,41.464,"19-11-04_YC037",190,0,0,0,0,0,0.038020254,0.061904765,0.082323439,0.095031811,0.3437829,0.17,0.16097902,0.1,0.026800789,0.03578512,0.01179371,0.03437829,0.309404612,0.171891451,0.344,-10.73300347,9.62953864,-1.228363996,2
22.82,0.039,6.887,0.695,22.963,"19-11-04_YC037",202,0,0,0,0,0,0.065,0.039972446,0.051914151,0.083237083,0.4221615,0.13,0.1,0.13,0.024499526,-0.030117396,-0.014163357,0.042216149,0.379945341,0.211080745,0.422,-13.62778529,9.008507151,-0.659940337,1
9.93,0.038,5.454,1.033,40.816,"19-11-04_YC037",228,0,0,0,0,0,0.05,0.033735011,0.1,0.1,0.1933218,0.1,0.07,0.1,0.010822046,-0.001126103,0,0.019332179,0.173989615,0.096660897,0.193,-7.484892507,7.449851133,-0.343655853,2
15.72,0.013,3.657,0.894,73.773,"19-11-04_YC037",232,0,0,0,0,0,0.035,0.022283109,0.07,0.07,0.41117397,0.07,0.07,0.1,0.012927186,-0.036523797,0,0.041117397,0.370056573,0.205586985,0.411,-18.45227083,9.437756669,-1.03107019,2
5.74,0.042,4.507,1.108,42.925,"19-11-04_YC037",29,0,0,0,0,0,0.05,0.03292665,0.1,0.1,0.19193989,0.1,0.06,0.1,0.003345865,-0.003823852,0,0.019193989,0.172745901,0.095969945,0.192,-7.508419575,7.313669189,-0.257176951,2
35.16,0.011,5.185,1.053,136.901,"19-11-04_YC037",30,0,0,0,0,0,0.065,0.058028601,0.065,0.065,0.8029709,0.13,0.07,0.1,0.010980941,0.030951638,-0.004765801,0.080297089,0.722673798,0.401485443,0.803,-16.78651392,8.11986412,-0.619676994,2
29.02,0.018,5.976,0.811,41.13,"19-11-04_YC037",31,0,0,0,0,0,0.065,0.039252776,0.048401529,0.084871498,0.25072116,0.13,0.1,0.14,0.019450672,0.016173685,-0.022695907,0.025072116,0.225649041,0.125360578,0.251,-12.55371969,6.330593252,-0.106667125,1
17.94,0.041,6.726,0.875,32.082,"19-11-04_YC037",34,0,0,0,0,0,0.065,0.039438549,0.046740262,0.08552006,0.3278522,0.13,0.1,0.17,0.017657813,0.01810451,-0.020100293,0.032785219,0.295066971,0.163926095,0.328,-13.20367622,5.471294627,-0.073937846,2
7.21,0.114,6.816,0.858,14.935,"19-11-04_YC037",35,0,0,0,0,0,0.05,0.017698786,0.05,0.05,0.33345,0.1,0.03,0.1,0.01008219,0.012651398,0,0.033344999,0.300104991,0.166724995,0.333,-18.65055088,9.386630442,-0.853201835,1
21.67,0.026,5.745,0.935,65.452,"19-11-04_YC037",36,0,0,0,0,0,0.065,0.040342971,0.051484952,0.083441163,0.26458478,0.13,0.1,0.14,0.014672398,0.006828791,-0.022317556,0.026458478,0.238126302,0.13229239,0.265,-12.29899378,7.326153486,-0.132237189,2
9.61,0.047,4.197,0.899,27.847,"19-11-04_YC037",41,0,0,0,0,0,0.035,0.109503101,0.035,0.035,0.30533457,0.07,0.07,0.035,0.007458866,0.010723505,0,0.030533457,0.274801111,0.152667284,0.305,-2.788364515,7.651686468,-0.352754691,2
11.05,0.053,6.324,0.799,21.309,"19-11-04_YC037",42,0,0,0,0,0,0.04905239,0.070985993,0.095168144,0.11338429,0.39884767,0.2,0.177030031,0.1,-0.018967403,0.020640912,0.015536084,0.039884767,0.358962902,0.199423835,0.399,-10.73733656,8.106556448,-1.409648198,1
1.5,0.144,5.705,1.092,16.083,"19-11-04_YC037",52,0,0,0,0,0,0.065,0.062151082,0.065,0.065,0.48874006,0.13,0.1,0.06,0.03489571,0.012820808,-0.004744511,0.048874006,0.439866051,0.244370028,0.489,-13.64259144,7.331714997,-0.1870766,1
43.66,0.017,6.433,0.744,54.669,"19-11-04_YC037",56,0,0,0,0,0,0.05,0.014933718,0.1,0.1,0.29021728,0.1,0.07,0.14,0.016943691,-0.019270293,0,0.029021728,0.261195552,0.14510864,0.29,-17.32887046,7.603517115,-0.705267074,1
2.32,0.198,5.404,0.731,3.155,"19-11-04_YC037",61,0,0,0,0,0,0.05,0.047402432,0.05,0.05,0.87715256,0.1,0.06,0.06,0.029954495,0.039959818,0,0.087715256,0.789437306,0.438576281,0.877,-21.1490085,12.5356333,-1.904986798,1
12.57,0.067,6.514,0.819,14.95,"19-11-04_YC037",75,0,0,0,0,0,0.165,0.117969355,0.1361679,0.197740862,0.607577,0.33,0.13,0.26,0.010926358,-0.09009724,-0.032793915,0.060757703,0.546819323,0.303788513,0.608,-5.882896108,4.417828348,0,1
6.24,0.09,5.927,1.012,24.803,"19-11-04_YC036",104,0,0,0,0,0,0.049059019,0.088538287,0.083161782,0.092510988,0.2724721,0.2,0.256268415,0.1,-0.014591508,0.013440088,0.001294717,0.027247211,0.245224902,0.136236057,0.272,-10.83790478,7.553465149,-0.757087057,2
10.21,0.058,5.562,0.771,15.74,"19-11-04_YC036",106,0,0,0,0,0,0.05,0.019383209,0.05,0.05,0.33397,0.1,0.07,0.14,0.008580898,-0.006454695,0,0.033397001,0.300573009,0.166985005,0.334,-17.38012447,8.223304469,-0.349462022,1
6.62,0.098,6.314,0.723,7.965,"19-11-04_YC036",109,0,0,0,0,0,0.056548789,0.069240174,0.047888701,0.052350952,0.32399553,0.13,0.218356104,0.1,-0.013602585,0.019995732,-0.034743409,0.032399553,0.291595978,0.161997765,0.324,-9.575408038,12.25634156,-1.268750041,1
19.11,0.035,6.176,0.932,44.218,"19-11-04_YC036",115,0,0,0,0,0,0.058435816,0.105012185,0.091895788,0.103813549,0.36535776,0.23,0.259209568,0.14,-0.005837028,0.021084422,0.014900625,0.036535776,0.328821981,0.182678878,0.365,-9.81069071,7.007513231,-1.049176178,2
6.53,0.097,6.102,0.71,7.762,"19-11-04_YC036",123,0,0,0,0,0,0.050408706,0.088978865,0.082803402,0.094847838,0.4221593,0.2,0.245062622,0.14,-0.025054911,0.020472676,0.002255663,0.042215931,0.379943383,0.211079657,0.422,-9.59069113,8.558674925,-1.253715874,1
1.39,0.042,4.044,1.244,24.443,"19-11-04_YC036",13,0,0,0,0,0,0.04345955,0.086853289,0.168815751,0.218120461,0.14463124,0.33,0.384745368,0.17,-0.016014956,0.010166192,-0.000482913,0.014463124,0.130168113,0.072315618,0.145,-7.984666546,4.273241721,-0.27415479,2
30.21,0.041,6.656,0.788,22.698,"19-11-04_YC036",145,0,0,0,0,0,0.05,0.039720537,0.05,0.05,0.6960165,0.1,0.06,0.06,0.02020874,-0.08197846,0,0.069601649,0.626414841,0.348008245,0.696,-20.23360564,6.845878859,-0.132996411,1
10.05,0.046,5.342,0.666,19.704,"19-11-04_YC036",185,0,0,0,0,0,0.025863597,0.06631247,0.079186734,0.088092824,0.16035031,0.17,0.191052618,0.115,-0.008448779,0.008316421,0.008244208,0.016035031,0.144315277,0.080175154,0.16,-7.564031569,8.95620233,-0.589432446,1
40.94,0.018,6.66,0.931,83.578,"19-11-04_YC036",197,0,0,0,0,0,0.075424641,0.109958301,0.089215416,0.096414264,0.22199409,0.23,0.200968836,0.1,-0.017591838,0.011126421,-0.000223217,0.022199409,0.199794678,0.110997044,0.222,-9.361437145,5.820013793,-0.659241418,2
23.07,0.031,4.879,0.904,43.835,"19-11-04_YC036",202,0,0,0,0,0,0.068486509,0.100965824,0.07509287,0.114264272,0.8075552,0.23,0.19155153,0.155,-0.065016896,0.04167283,-0.010580119,0.08075552,0.726799679,0.403777599,0.808,-8.983600602,9.441994089,-3.124602367,2
10.49,0.073,6.933,0.685,10.63,"19-11-04_YC036",203,0,0,0,0,0,0.092029321,0.142921125,0.105695895,0.135989771,0.8606228,0.3,0.319085782,0.3,-0.047075737,0.041368514,-0.004449638,0.086062282,0.774560541,0.430311412,0.861,-1.832545819,7.475829239,-2.129757537,1
31.25,0.032,5.875,0.828,37.533,"19-11-04_YC036",209,0,0,0,0,0,0.057823839,0.103977313,0.09121572,0.100315964,0.21889067,0.23,0.167520461,0.14,-0.011423218,0.008848908,0.00690971,0.021889067,0.1970016,0.109445333,0.219,-8.79158334,6.034234618,-0.886179949,1
37.8,0.018,6.173,0.827,61.488,"19-11-04_YC036",212,0,0,0,0,0,0.080254982,0.100148283,0.07231511,0.078649485,0.15517123,0.2,0.223721842,0.1,-0.010381803,0.009995824,-0.000735107,0.015517123,0.139654107,0.077585615,0.155,-9.319068586,6.506683838,-0.460170218,1
11.19,0.065,5.794,0.734,14.637,"19-11-04_YC036",213,0,0,0,0,0,0.041015167,0.093345488,0.083487135,0.116503883,0.25715646,0.23,0.170134007,0.155,-0.022607384,0.01583124,-0.003060533,0.025715646,0.231440815,0.128578231,0.257,-7.061949856,6.885008808,-0.810325898,1
25.92,0.061,6.249,0.92,25.68,"19-11-04_YC036",215,0,0,0,0,0,0.065,0.032048133,0.037630684,0.093213478,0.3085333,0.13,0.07,0.14,0.04693333,0.011507692,-0.005238976,0.030853331,0.27767998,0.154266655,0.309,-13.78344361,7.649501067,-0.485356829,2
3.77,0.047,4.504,0.833,32.444,"19-11-04_YC036",226,0,0,0,0,0,0.05,0.047957545,0.05,0.05,0.8613351,0.1,0.1,0.1,0.047062248,-0.008795166,0,0.08613351,0.775201589,0.430667549,0.861,-19.89695281,10.46008155,-1.814327078,2
0.57,0.085,5.271,0.887,14.632,"19-11-04_YC036",227,0,0,0,0,0,0.055635056,0.106900125,0.080951653,0.103399883,0.4715143,0.23,0.246043188,0.1,0.03196066,0.023267195,0.017150869,0.047151431,0.424362883,0.235757157,0.472,-8.855547895,7.890642981,-1.500561412,2
53.7,0.017,5.361,0.593,28.489,"19-11-04_YC036",228,0,0,0,0,0,0.069970759,0.172786257,0.09064223,0.106355074,0.34546846,0.3,0.258147036,0.15,-0.030796664,0.014631397,0.00880757,0.034546846,0.310921615,0.172734231,0.345,-11.95895414,7.030431619,-1.325357506,2
5.67,0.09,6.223,0.981,26.304,"19-11-04_YC036",237,0,0,0,0,0,0.065,0.059842106,0.065,0.065,1.1733595,0.13,0.1,0.06,0.02713752,-0.12643665,-0.000207871,0.117335951,1.056023562,0.586679757,1.173,-20.65490218,10.45681899,-2.047617842,2
17.83,0.042,6.809,0.749,20.906,"19-11-04_YC036",250,0,0,0,0,0,0.035,0.013857968,0.133,0.133,0.26993063,0.07,0.03,0.14,0.015293434,0.082147755,0,0.026993063,0.242937568,0.134965315,0.27,-19.47837075,6.510373399,-0.306084234,1
16.15,0.05,6.018,0.781,20.852,"19-11-04_YC036",255,0,0,0,0,0,0.05,0.023436683,0.05,0.05,0.27272198,0.1,0.03,0.1,-0.00702863,-0.15090695,0,0.027272198,0.245449778,0.136360988,0.273,-13.80277843,7.049811148,-0.470340994,1
15.94,0.033,5.719,1.11,59.223,"19-11-04_YC036",257,0,0,0,0,0,0.12,0.128188616,0.12,0.12,0.9174503,0.24,0.13,0.2,0.070592314,-0.23245268,0.040393019,0.091745031,0.825705278,0.458725154,0.917,-8.60260382,4.364320658,-1.243729021,2
14.42,0.057,6.05,0.837,18.914,"19-11-04_YC036",258,0,0,0,0,0,0.05,0.006918694,0.15,0.15,0.08203521,0.1,0.03,0.13,0.03515212,-0.2948031,0,0.008203521,0.073831692,0.041017607,0.082,-14.16325323,6.65555139,-0.23257324,1
29.68,0.03,6.731,0.618,24.006,"19-11-04_YC036",259,0,0,0,0,0,0.052400522,0.084611731,0.106245977,0.117112096,0.15065609,0.23,0.063753978,0.1,-0.026670517,-0.009584075,-0.00800059,0.015065609,0.13559048,0.075328045,0.151,-13.70092687,7.500515193,-0.745574827,1
18.92,0.023,5.824,1.05,75.535,"19-11-04_YC036",273,0,0,0,0,0,0.05,0.047994973,0.15,0.15,0.5243646,0.1,0.06,0.13,0.01618335,-0.06011405,0,0.052436459,0.471928132,0.262182295,0.524,-12.88136832,5.918064364,-0.727801053,2
