MFRBlockHz,tf_MedIsi,tf_Entropy,tf_CV2Mean,tf_LvR,Sample,Unit,Cluster
10.75,0.048,4.378,0.801,18.332,19-11-05_YC036_probe1,429,GoMF
1.39,0.224,5.235,0.949,8.762,19-11-04_YC037_probe1,13,Gr
1.82,0.416,6.032,0.781,2.656,19-11-04_YC037_probe1,165,Gr
12.88,0.056,6.686,0.85,19.815,19-11-04_YC037_probe1,175,MLI
17.13,0.043,6.491,0.791,25.496,19-11-04_YC037_probe1,176,MLI
5.36,0.122,6.363,0.788,7.902,19-11-04_YC037_probe1,184,MLI
10.14,0.082,6.952,0.589,6.862,19-11-04_YC037_probe1,185,MLI
11.26,0.004,2.746,0.89,125.343,19-11-04_YC037_probe1,186,GoMF
12.41,0.061,5.962,0.48,5.82,19-11-04_YC037_probe1,187,MLI
10.27,0.079,6.959,0.596,7.392,19-11-04_YC037_probe1,188,MLI
8.6,0.05,5.661,1.064,41.464,19-11-04_YC037_probe1,190,GoMF
7.28,0.108,6.418,0.572,14.612,19-11-04_YC037_probe1,199,MLI
10.97,0.067,6.458,0.593,9.552,19-11-04_YC037_probe1,200,MLI
22.82,0.039,6.887,0.695,22.963,19-11-04_YC037_probe1,202,MLI
9.93,0.038,5.454,1.033,40.816,19-11-04_YC037_probe1,228,GoMF
15.72,0.013,3.657,0.894,73.773,19-11-04_YC037_probe1,232,GoMF
5.74,0.042,4.507,1.108,42.925,19-11-04_YC037_probe1,29,GoMF
35.16,0.011,5.185,1.053,136.901,19-11-04_YC037_probe1,30,GoMF
29.02,0.018,5.976,0.811,41.13,19-11-04_YC037_probe1,31,MLI
17.94,0.041,6.726,0.875,32.082,19-11-04_YC037_probe1,34,MLI
7.21,0.114,6.816,0.858,14.935,19-11-04_YC037_probe1,35,MLI
21.67,0.026,5.745,0.935,65.452,19-11-04_YC037_probe1,36,GoMF
9.61,0.047,4.197,0.899,27.847,19-11-04_YC037_probe1,41,GoMF
11.05,0.053,6.324,0.799,21.309,19-11-04_YC037_probe1,42,MLI
1.5,0.144,5.705,1.092,16.083,19-11-04_YC037_probe1,52,Gr
43.66,0.017,6.433,0.744,54.669,19-11-04_YC037_probe1,56,MLI
2.32,0.198,5.404,0.731,3.155,19-11-04_YC037_probe1,61,MLI
12.57,0.067,6.514,0.819,14.95,19-11-04_YC037_probe1,75,MLI
6.24,0.09,5.927,1.012,24.803,19-11-04_YC036_probe1,104,MLI
10.21,0.058,5.562,0.771,15.74,19-11-04_YC036_probe1,106,MLI
6.62,0.098,6.314,0.723,7.965,19-11-04_YC036_probe1,109,MLI
19.11,0.035,6.176,0.932,44.218,19-11-04_YC036_probe1,115,GoMF
6.53,0.097,6.102,0.71,7.762,19-11-04_YC036_probe1,123,MLI
1.39,0.042,4.044,1.244,24.443,19-11-04_YC036_probe1,13,GoMF
30.21,0.041,6.656,0.788,22.698,19-11-04_YC036_probe1,145,MLI
10.05,0.046,5.342,0.666,19.704,19-11-04_YC036_probe1,185,MLI
40.94,0.018,6.66,0.931,83.578,19-11-04_YC036_probe1,197,GoMF
23.07,0.031,4.879,0.904,43.835,19-11-04_YC036_probe1,202,GoMF
10.49,0.073,6.933,0.685,10.63,19-11-04_YC036_probe1,203,MLI
17.08,0.046,6.984,0.628,15.448,19-11-04_YC036_probe1,205,MLI
31.25,0.032,5.875,0.828,37.533,19-11-04_YC036_probe1,209,MLI
37.8,0.018,6.173,0.827,61.488,19-11-04_YC036_probe1,212,MLI
11.19,0.065,5.794,0.734,14.637,19-11-04_YC036_probe1,213,MLI
25.92,0.061,6.249,0.92,25.68,19-11-04_YC036_probe1,215,MLI
0.55,0.424,4.829,1.241,7.061,19-11-04_YC036_probe1,223,Gr
3.77,0.047,4.504,0.833,32.444,19-11-04_YC036_probe1,226,GoMF
0.57,0.085,5.271,0.887,14.632,19-11-04_YC036_probe1,227,GoMF
53.7,0.017,5.361,0.593,28.489,19-11-04_YC036_probe1,228,Unknown
5.67,0.09,6.223,0.981,26.304,19-11-04_YC036_probe1,237,MLI
17.83,0.042,6.809,0.749,20.906,19-11-04_YC036_probe1,250,MLI
16.15,0.05,6.018,0.781,20.852,19-11-04_YC036_probe1,255,MLI
15.94,0.033,5.719,1.11,59.223,19-11-04_YC036_probe1,257,GoMF
14.42,0.057,6.05,0.837,18.914,19-11-04_YC036_probe1,258,MLI
29.68,0.03,6.731,0.618,24.006,19-11-04_YC036_probe1,259,MLI
18.92,0.023,5.824,1.05,75.535,19-11-04_YC036_probe1,273,GoMF
8.93,0.065,5.486,0.619,8.632,19-11-04_YC036_probe1,287,MLI
7.14,0.104,6.303,0.672,5.96,19-11-04_YC036_probe1,289,MLI
16.68,0.054,6.222,0.463,14.654,19-11-04_YC036_probe1,293,MLI
4.15,0.034,3.879,1.156,53.116,19-11-04_YC036_probe1,295,GoMF
36.75,0.028,4.946,0.692,19.852,19-11-04_YC036_probe1,301,MLI
38.71,0.027,5.22,0.606,16.395,19-11-04_YC036_probe1,305,MLI
23.34,0.031,5.516,0.67,22.432,19-11-04_YC036_probe1,32,MLI
0.36,0.145,4.684,1.026,17.138,19-11-04_YC036_probe1,327,Gr
14.53,0.037,5.17,0.891,38.205,19-11-04_YC036_probe1,339,GoMF
6.59,0.058,4.97,0.969,24.94,19-11-04_YC036_probe1,345,GoMF
24.53,0.018,5.552,1.074,83.978,19-11-04_YC036_probe1,348,GoMF
13.02,0.04,4.496,0.886,32.953,19-11-04_YC036_probe1,349,GoMF
12.29,0.041,5.515,0.957,34.333,19-11-04_YC036_probe1,351,GoMF
21.64,0.033,6.534,0.942,49.345,19-11-04_YC036_probe1,352,GoMF
16.09,0.035,5.906,0.97,46.895,19-11-04_YC036_probe1,355,GoMF
36.89,0.021,6.477,0.683,38.181,19-11-04_YC036_probe1,358,MLI
22.62,0.032,6.517,0.835,49.762,19-11-04_YC036_probe1,371,MLI
16.17,0.074,5.852,0.997,28.062,19-11-04_YC036_probe1,377,MLI
9.18,0.067,5.739,0.791,13.483,19-11-04_YC036_probe1,38,MLI
23.78,0.035,6.936,0.534,12.051,19-11-04_YC036_probe1,4,MLI
1.27,0.197,5.239,1.188,16.199,19-11-04_YC036_probe1,417,Gr
4.25,0.07,4.204,0.826,16.477,19-11-04_YC036_probe1,433,GoMF
19.91,0.035,6.209,0.835,38.235,19-11-04_YC036_probe1,434,MLI
14.5,0.04,4.604,0.879,34.866,19-11-04_YC036_probe1,435,GoMF
11.93,0.063,5.202,0.612,9.109,19-11-04_YC036_probe1,447,MLI
2.28,0.154,4.846,1.464,17.362,19-11-04_YC036_probe1,45,GoMF
4.44,0.071,4.21,0.981,20.423,19-11-04_YC036_probe1,452,GoMF
11.96,0.041,5.44,0.892,33.34,19-11-04_YC036_probe1,454,GoMF
9.34,0.04,4.148,0.902,34.43,19-11-04_YC036_probe1,471,GoMF
1.79,0.322,6.283,1.025,8.884,19-11-04_YC036_probe1,65,Gr
69.86,0.014,5.687,0.479,21.44,19-11-04_YC036_probe1,68,Unknown
29.53,0.013,4.972,0.948,84.864,19-11-04_YC036_probe1,70,GoMF
7,0.066,4.691,0.588,6.326,19-11-04_YC036_probe1,74,MLI
12.42,0.054,6.055,0.695,14.564,19-11-04_YC036_probe1,78,MLI
5.42,0.078,5.92,1.25,55.605,19-11-04_YC036_probe1,81,GoMF
14.73,0.045,5.776,1.017,50.099,19-11-04_YC036_probe1,83,GoMF
9.58,0.044,5.938,0.666,11.242,19-11-04_YC036_probe1,9,MLI
3.36,0.134,5.526,0.743,5.162,19-11-04_YC036_probe1,96,GoMF
3.36,0.134,5.526,0.743,5.162,19-11-04_YC036_probe1,97,GoMF
3.77,0.151,6.177,1.063,16.975,19-11-11_YC040_probe1,107,Gr
99.55,0.005,1.987,0.348,27.357,19-11-11_YC040_probe1,130,Unknown
124.16,0.005,4.24,0.335,28.946,19-11-11_YC040_probe1,133,Unknown
101.83,0.005,3.191,0.326,26.355,19-11-11_YC040_probe1,150,Unknown
34.85,0.006,2.674,0.433,23.714,19-11-11_YC040_probe1,151,Unknown
25.1,0.025,6.005,0.807,42.241,19-11-11_YC040_probe1,155,MLI
21.8,0.027,5.879,0.808,38.089,19-11-11_YC040_probe1,157,MLI
80.42,0.006,2.886,0.371,22.752,19-11-11_YC040_probe1,169,Unknown
28.81,0.025,6.508,0.71,33.979,19-11-11_YC040_probe1,17,MLI
32.01,0.009,3.022,0.577,27.368,19-11-11_YC040_probe1,182,Unknown
105.28,0.005,3.034,0.278,17.843,19-11-11_YC040_probe1,183,Unknown
54.13,0.009,3.441,0.506,26.811,19-11-11_YC040_probe1,188,Unknown
90.06,0.007,3.522,0.35,20.815,19-11-11_YC040_probe1,194,Unknown
15,0.017,4.244,0.852,49.356,19-11-11_YC040_probe1,196,GoMF
93.44,0.006,4.03,0.382,27.514,19-11-11_YC040_probe1,203,Unknown
105.39,0.006,4.784,0.484,47.197,19-11-11_YC040_probe1,205,Unknown
63.14,0.008,4.006,0.639,56.563,19-11-11_YC040_probe1,208,Unknown
56.22,0.005,3.035,0.457,31.389,19-11-11_YC040_probe1,212,Unknown
77.76,0.007,4.764,0.572,47.589,19-11-11_YC040_probe1,218,Unknown
74.9,0.006,4.353,0.521,40.073,19-11-11_YC040_probe1,219,Unknown
26.6,0.016,5.189,0.745,39.253,19-11-11_YC040_probe1,220,GoMF
7.31,0.087,4.27,0.51,4.244,19-11-11_YC040_probe1,23,MLI
66.7,0.01,5.714,0.63,46.524,19-11-11_YC040_probe1,230,Unknown
31.67,0.011,4.776,0.728,45.437,19-11-11_YC040_probe1,231,GoMF
81.86,0.008,5.441,0.578,50.89,19-11-11_YC040_probe1,232,Unknown
1.33,0.125,2.573,0.973,9.351,19-11-11_YC040_probe1,234,GoMF
43.7,0.016,5.551,0.466,17.406,19-11-11_YC040_probe1,237,Unknown
55.29,0.007,4.312,0.579,42.804,19-11-11_YC040_probe1,239,Unknown
45.54,0.012,4.394,0.522,24.017,19-11-11_YC040_probe1,242,Unknown
56.1,0.01,4.774,0.468,23.097,19-11-11_YC040_probe1,246,Unknown
53.51,0.01,5.178,0.641,45.924,19-11-11_YC040_probe1,248,Unknown
22.07,0.016,5.149,0.711,30.561,19-11-11_YC040_probe1,249,GoMF
19.05,0.017,4.906,0.734,30.652,19-11-11_YC040_probe1,250,GoMF
38.32,0.01,3.952,0.645,43.339,19-11-11_YC040_probe1,251,Unknown
18.29,0.018,5.06,0.733,25.859,19-11-11_YC040_probe1,253,GoMF
13.24,0.057,6.891,0.643,10.662,19-11-11_YC040_probe1,27,MLI
104.2,0.005,4.774,0.395,32.161,19-11-11_YC040_probe1,272,Unknown
81.39,0.005,4.974,0.484,40.277,19-11-11_YC040_probe1,273,Unknown
26.82,0.014,5.168,0.571,25.987,19-11-11_YC040_probe1,30,MLI
14.09,0.056,6.941,0.649,11.866,19-11-11_YC040_probe1,36,MLI
19.38,0.044,6.995,0.522,10.63,19-11-11_YC040_probe1,43,MLI
28.87,0.024,6.677,0.852,46.116,19-11-11_YC040_probe1,46,MLI
17.76,0.045,7.063,0.617,13.159,19-11-11_YC040_probe1,52,MLI
7.35,0.028,4.441,0.988,43.801,19-11-11_YC040_probe1,6,GoMF
0.77,0.13,3.08,1.562,25.305,19-11-11_YC040_probe1,62,GoMF
17.29,0.004,1.8,0.432,28.257,19-11-11_YC040_probe1,69,Unknown
19,0.015,5.271,1.235,87.586,19-11-11_YC040_probe1,7,GoMF
13.99,0.025,4.751,0.957,57.814,19-11-11_YC040_probe1,228,GoMF
1.35,0.477,6.569,0.963,4.914,18-08-31_YC003_probe1,247,Gr
3.62,0.163,6.008,0.71,5.908,19-08-14_YC015_probe1,1799,MLI
10.31,0.062,6.486,0.66,9.7,19-01-23_YC012_probe1,371,MLI
21.55,0.029,6.112,0.709,25.628,19-11-11_YC040_probe1,280,MLI
11.09,0.069,6.711,0.613,10.239,19-01-24_YC013_probe1,361,MLI
1,0.467,4.576,1.142,8.251,19-01-24_YC013_probe1,370,Gr
6.64,0.096,5.375,0.611,5.767,19-01-24_YC013_probe1,378,MLI
7.69,0.088,6.747,0.789,10.51,19-01-24_YC013_probe1,498,MLI
18.71,0.02,5.173,0.701,23.336,19-01-23_YC012_probe1,472,GoMF
6.69,0.035,4.711,1.023,56.363,19-01-23_YC012_probe1,438,GoMF
15.87,0.036,6.117,1.003,50.586,19-01-23_YC012_probe1,400,GoMF
103.7,0.006,4.963,0.795,161.223,18-09-03_YC005_probe1,43,GoMF
10.77,0.084,6.122,0.511,17.07,19-12-13_YC007_probe1,334,MLI
4.42,0.129,6.313,0.851,10.298,19-12-13_YC007_probe1,294,MLI
27.03,0.031,7.048,0.712,26.688,19-12-13_YC007_probe1,240,MLI
4.85,0.126,6.442,0.888,10.899,19-12-13_YC007_probe1,237,MLI
