"MFRBlockHz","tf_MedIsi","tf_Entropy","tf_CV2Mean","tf_LvR","Sample","Unit","RespPk","RespGo","RespGr","RespMF","RespMLI","Cluster"
13.2,0.008,3.958,1.167,112.142,"19-11-08_YC038",416,0,0,0,0,0,2
0.37,0.128,3.812,1.308,34.221,"19-11-08_YC038",417,0,0,0,0,0,2
2.17,0.154,4.483,0.919,8.589,"19-11-08_YC038",42,0,0,0,0,0,2
8.77,0.048,5.529,0.884,25.665,"19-11-08_YC038",427,0,0,0,0,0,2
10.03,0.05,4.422,0.902,28.935,"19-11-08_YC038",428,0,0,0,0,0,2
7.19,0.025,4.967,1.194,85.013,"19-11-08_YC038",43,0,0,0,0,0,2
14.45,0.044,6.378,0.866,29.81,"19-11-08_YC038",432,0,0,0,0,0,2
11.49,0.071,6.935,0.591,8.084,"19-11-08_YC038",436,0,0,0,0,0,2
5,0.083,5.604,0.927,16.034,"19-11-08_YC038",437,0,0,0,0,0,2
7.33,0.113,6.373,0.983,14.55,"19-11-08_YC038",439,0,0,0,0,0,2
119.95,0.008,6.798,0.266,15.427,"19-11-08_YC038",470,0,0,0,0,0,1
10.64,0.079,6.986,0.562,7.007,"19-11-08_YC038",473,0,0,0,0,0,2
80.26,0.012,6.992,0.187,5.522,"19-11-08_YC038",478,0,0,0,0,0,1
4.82,0.054,4.688,0.936,21.393,"19-11-08_YC038",48,0,0,0,0,0,2
10.65,0.023,4.764,0.805,30.177,"19-11-08_YC038",49,0,0,0,0,0,2
2.16,0.134,4.397,0.999,12.018,"19-11-08_YC038",535,0,0,0,0,0,2
3.05,0.076,3.469,1.121,24.237,"19-11-08_YC038",541,0,0,0,0,0,2
2.09,0.046,3.011,1.037,40.804,"19-11-08_YC038",574,0,0,0,0,0,2
8.39,0.022,4.563,1.177,85.734,"19-11-08_YC038",579,0,0,0,0,0,2
22.55,0.034,6.668,0.789,32.849,"19-11-08_YC038",59,0,0,0,0,0,2
20.55,0.031,6.393,0.63,35.558,"19-11-08_YC038",66,0,0,0,0,0,2
32.23,0.022,6.683,0.875,58.621,"19-11-08_YC038",73,0,0,0,0,0,2
12.54,0.066,6.984,0.564,7.656,"19-11-08_YC038",74,0,0,0,0,0,2
10.8,0.066,6.448,0.567,7.381,"19-11-08_YC038",78,0,0,0,0,0,1
9.37,0.083,6.88,0.672,8.784,"19-11-08_YC038",8,0,0,0,0,0,2
10,0.01,4.229,1.14,98.344,"19-11-08_YC038",81,0,0,0,0,0,2
26.28,0.027,6.581,0.763,31.326,"19-11-05_YC037",10,0,0,0,0,0,2
8.99,0.016,4.447,0.79,46.087,"19-11-05_YC037",102,0,0,0,0,0,2
21.19,0.02,5.887,0.943,56.702,"19-11-05_YC037",108,0,0,0,0,0,2
14.15,0.016,3.55,0.96,73.499,"19-11-05_YC037",115,0,0,0,0,0,2
4.6,0.073,6.666,0.936,22.046,"19-11-05_YC037",119,0,0,0,0,0,2
46.17,0.018,6.427,0.637,32.529,"19-11-05_YC037",121,0,0,0,0,0,1
7.01,0.059,5.447,1.06,42.812,"19-11-05_YC037",129,0,0,0,0,0,2
21.29,0.039,6.579,0.529,11.597,"19-11-05_YC037",142,0,0,0,0,0,1
24.74,0.023,5.469,0.736,38.066,"19-11-05_YC037",148,0,0,0,0,0,2
41.55,0.021,6.986,0.564,23.447,"19-11-05_YC037",15,0,0,0,0,0,1
1.38,0.189,6.352,0.922,8.89,"19-11-05_YC037",17,0,0,0,0,0,2
160.31,0.006,6.017,0.324,26.647,"19-11-05_YC037",175,0,0,0,0,0,1
39.08,0.021,6.691,0.56,23.803,"19-11-05_YC037",18,0,0,0,0,0,1
3.31,0.198,5.189,1.012,11.12,"19-11-05_YC037",184,0,0,0,0,0,2
6.99,0.114,6.892,0.712,7.369,"19-11-05_YC037",185,0,0,0,0,0,2
71.2,0.012,7.001,0.512,36.499,"19-11-05_YC037",19,0,0,0,0,0,1
97.6,0.01,7.174,0.367,24.646,"19-11-05_YC037",191,0,0,0,0,0,1
77.24,0.012,7.066,0.42,25.166,"19-11-05_YC037",20,0,0,0,0,0,1
6.24,0.07,5.518,0.722,9.414,"19-11-05_YC037",205,0,0,0,0,0,2
102.86,0.009,7.16,0.406,30.928,"19-11-05_YC037",21,0,0,0,0,0,1
86.38,0.011,6.702,0.512,30.619,"19-11-05_YC037",218,0,0,0,0,0,1
12.64,0.072,6.597,0.816,16.519,"19-11-05_YC037",219,0,0,0,0,0,2
66.16,0.014,7.165,0.374,17.362,"19-11-05_YC037",23,0,0,0,0,0,1
2.04,0.364,5.846,1.554,17.124,"19-11-05_YC037",233,0,0,0,0,0,2
37.94,0.019,5.407,0.587,23.409,"19-11-05_YC037",241,0,0,0,0,0,2
2.05,0.159,4.839,0.82,13.037,"19-11-05_YC037",249,0,0,0,0,0,2
2.57,0.278,6.684,0.939,6.942,"19-11-05_YC037",25,0,0,0,0,0,2
13.55,0.063,7.069,0.564,8.211,"19-11-05_YC037",267,0,0,0,0,0,2
13.95,0.017,5.294,1.125,56.97,"19-11-05_YC037",273,0,0,0,0,0,2
9.97,0.052,5.675,0.954,34.579,"19-11-05_YC037",276,0,0,0,0,0,2
1.14,0.17,4.914,1.152,14.631,"19-11-05_YC037",279,0,0,0,0,0,2
44.85,0.019,7.011,0.527,22.304,"19-11-05_YC037",28,0,0,0,0,0,1
20.45,0.013,4.962,1.154,94.137,"19-11-05_YC037",294,0,0,0,0,0,2
9.93,0.056,5.633,1.09,33.335,"19-11-05_YC037",295,0,0,0,0,0,2
0.54,1.055,6.233,0.996,2.871,"19-11-05_YC037",30,0,0,0,0,0,3
57.26,0.016,6.672,0.423,16.449,"19-11-05_YC037",31,0,0,0,0,0,1
10.25,0.081,6.898,0.474,4.424,"19-11-05_YC037",314,0,0,0,0,0,1
0.65,0.475,4.952,1.123,8.398,"19-11-05_YC037",315,0,0,0,0,0,3
28.74,0.022,5.95,0.736,34.555,"19-11-05_YC037",317,0,0,0,0,0,2
10.13,0.047,5.719,1.07,43.047,"19-11-05_YC037",326,0,0,0,0,0,2
19.08,0.019,5.679,1.114,90.155,"19-11-05_YC037",342,0,0,0,0,0,2
11.14,0.057,6.282,0.974,39.743,"19-11-05_YC037",343,0,0,0,0,0,2
41.46,0.021,6.655,0.493,19.865,"19-11-05_YC037",346,0,0,0,0,0,1
4.65,0.161,6.335,0.565,3.935,"19-11-05_YC037",352,0,0,0,0,0,1
3.24,0.179,6.151,1.209,26.835,"19-11-05_YC037",358,0,0,0,0,0,2
74.09,0.013,6.062,0.313,12.576,"19-11-05_YC037",36,0,0,0,0,0,1
8.74,0.076,5.953,0.608,6.884,"19-11-05_YC037",370,0,0,0,0,0,2
76.4,0.013,7.293,0.265,10.175,"19-11-05_YC037",376,0,0,0,0,0,1
22.89,0.017,5.696,1.149,115.36,"19-11-05_YC037",382,0,0,0,0,0,2
13.48,0.02,4.715,1.584,97.408,"19-11-05_YC037",390,0,0,0,0,0,2
36.86,0.016,4.169,0.399,12.906,"19-11-05_YC037",41,0,0,0,0,0,2
26.94,0.022,6.739,0.926,45.717,"19-11-05_YC037",411,0,0,0,0,0,2
9.68,0.047,6.082,1.086,49.334,"19-11-05_YC037",417,0,0,0,0,0,2
14.58,0.049,6.369,0.743,18.525,"19-11-05_YC037",424,0,0,0,0,0,2
9,0.116,6.659,0.786,9.659,"19-11-05_YC037",434,0,0,0,0,0,2
8.32,0.065,5.912,1.006,36.865,"19-11-05_YC037",439,0,0,0,0,0,2
14.47,0.034,5.977,1.11,63.327,"19-11-05_YC037",440,0,0,0,0,0,2
3.31,0.118,4.945,0.809,8.571,"19-11-05_YC037",441,0,0,0,0,0,2
14.72,0.016,5.068,1.127,99.907,"19-11-05_YC037",442,0,0,0,0,0,2
73.42,0.013,7.304,0.315,14.909,"19-11-05_YC037",445,0,0,0,0,0,1
8.05,0.103,6.659,0.546,5.488,"19-11-05_YC037",456,0,0,0,0,0,1
98.78,0.009,7.172,0.406,30.89,"19-11-05_YC037",48,0,0,0,0,0,1
29.14,0.017,3.79,0.429,12.292,"19-11-05_YC037",546,0,0,0,0,0,2
46.33,0.018,6.764,0.54,23.969,"19-11-05_YC037",549,0,0,0,0,0,1
28.16,0.036,5.841,0.344,4.761,"19-11-05_YC037",554,0,0,0,0,0,1
2.03,0.422,6.93,1.026,8.991,"19-11-05_YC037",564,0,0,0,0,0,2
10.26,0.075,6.879,0.632,8.913,"19-11-05_YC037",568,0,0,0,0,0,2
11.85,0.073,7.106,0.584,7.541,"19-11-05_YC037",577,0,0,0,0,0,2
0.56,0.727,5.115,1.048,5.37,"19-11-05_YC037",586,0,0,0,0,0,3
0.71,0.931,5.834,1.033,4.224,"19-11-05_YC037",588,0,0,0,0,0,3
54.08,0.016,6.919,0.495,23.536,"19-11-05_YC037",622,0,0,0,0,0,1
8.49,0.067,6.359,1.017,29.117,"19-11-05_YC037",635,0,0,0,0,0,2
31.46,0.029,5.542,0.723,26.118,"19-11-05_YC037",66,0,0,0,0,0,2
6.93,0.079,1.812,0.917,15.662,"19-11-05_YC037",68,0,0,0,0,0,2
86.56,0.013,6.826,0.749,63.861,"19-11-05_YC037",81,0,0,0,0,0,1
9.03,0.088,6.765,0.55,6.205,"19-11-05_YC037",87,0,0,0,0,0,1
46.34,0.019,6.992,0.586,34.45,"19-11-05_YC037",92,0,0,0,0,0,1
11.27,0.064,5.909,0.695,9.657,"19-11-05_YC037",94,0,0,0,0,0,2
4.88,0.184,6.046,1.019,24.473,"19-11-05_YC036",102,0,0,0,0,0,2
10.12,0.033,5.445,0.957,43.566,"19-11-05_YC036",103,0,0,0,0,0,2
15.12,0.057,6.384,0.559,8.842,"19-11-05_YC036",150,0,0,0,0,0,1
23.62,0.59,4.282,0.906,7.026,"19-11-05_YC036",165,0,0,0,0,0,3
0.55,0.713,5.4,1.271,13.365,"19-11-05_YC036",17,0,0,0,0,0,3
6.64,0.135,6.732,0.78,7.207,"19-11-05_YC036",210,0,0,0,0,0,2
66.78,0.014,7.171,0.331,13.554,"19-11-05_YC036",213,0,0,0,0,0,1
33.18,0.02,6.181,0.765,34.413,"19-11-05_YC036",218,0,0,0,0,0,2
11.97,0.054,6.089,0.86,20.078,"19-11-05_YC036",233,0,0,0,0,0,2
12.74,0.039,4.743,0.822,23.656,"19-11-05_YC036",237,0,0,0,0,0,2
9.31,0.077,6.733,0.687,9.29,"19-11-05_YC036",24,0,0,0,0,0,2
7.15,0.065,4.101,0.988,30.114,"19-11-05_YC036",28,0,0,0,0,0,2
107.71,0.007,4.505,0.318,20.91,"19-11-05_YC036",306,0,0,0,0,0,2
17.89,0.038,5.921,0.651,17.38,"19-11-05_YC036",31,0,0,0,0,0,2
57.11,0.015,6.129,0.413,17.615,"19-11-05_YC036",323,0,0,0,0,0,2
58.34,0.014,4.401,0.446,20.218,"19-11-05_YC036",324,0,0,0,0,0,2
55.07,0.015,4.694,0.454,19.638,"19-11-05_YC036",329,0,0,0,0,0,2
26.76,0.026,6.366,0.674,25.603,"19-11-05_YC036",33,0,0,0,0,0,2
36.02,0.015,3.804,0.525,21.307,"19-11-05_YC036",330,0,0,0,0,0,2
36.67,0.013,3.026,0.408,16.071,"19-11-05_YC036",353,0,0,0,0,0,2
63.96,0.013,4.495,0.311,14.219,"19-11-05_YC036",354,0,0,0,0,0,2
61.05,0.008,3.931,0.356,16.572,"19-11-05_YC036",356,0,0,0,0,0,2
132.23,0.007,5.23,0.112,5.558,"19-11-05_YC036",361,0,0,0,0,0,1
5.13,0.106,6.384,0.825,9.582,"19-11-05_YC036",37,0,0,0,0,0,2
8.03,0.061,4.812,0.978,29.819,"19-11-05_YC036",389,0,0,0,0,0,2
10.13,0.047,5.797,0.806,21.994,"19-11-05_YC036",402,0,0,0,0,0,2
10.75,0.048,4.378,0.801,18.332,"19-11-05_YC036",429,0,0,0,0,0,2
38.61,0.022,7.099,0.608,27.813,"19-11-05_YC036",60,0,0,0,0,0,1
67.84,0.013,7.07,0.508,33.064,"19-11-05_YC036",93,0,0,0,0,0,1
46.54,0.017,6.986,0.613,32.616,"19-11-04_YC037",10,0,0,0,0,0,1
129.19,0.006,6.449,0.323,24,"19-11-04_YC037",115,0,0,0,0,0,1
157.61,0.006,6.57,0.18,9.928,"19-11-04_YC037",123,0,0,0,0,0,1
1.16,0.697,6.979,0.827,2.276,"19-11-04_YC037",126,0,0,0,0,0,3
62.6,0.015,7.074,0.407,18.44,"19-11-04_YC037",128,0,0,0,0,0,1
1.39,0.224,5.235,0.949,8.762,"19-11-04_YC037",13,0,0,0,0,0,2
85.04,0.01,7.029,0.429,26.882,"19-11-04_YC037",133,0,0,0,0,0,1
71.16,0.012,7.02,0.46,25.711,"19-11-04_YC037",142,0,0,0,0,0,1
196.82,0.005,6.679,0.147,8.37,"19-11-04_YC037",144,0,0,0,0,0,1
68.53,0.013,7.012,0.398,19.382,"19-11-04_YC037",15,0,0,0,0,0,1
92.8,0.01,7.076,0.272,12.223,"19-11-04_YC037",150,0,0,0,0,0,1
96.01,0.009,6.925,0.334,18.802,"19-11-04_YC037",154,0,0,0,0,0,1
140.67,0.007,6.921,0.194,9.898,"19-11-04_YC037",157,0,0,0,0,0,1
1.82,0.416,6.032,0.781,2.656,"19-11-04_YC037",165,0,0,0,0,0,2
51.3,0.018,7.186,0.354,12.068,"19-11-04_YC037",167,0,0,0,0,0,1
12.88,0.056,6.686,0.85,19.815,"19-11-04_YC037",175,0,0,0,0,0,2
17.13,0.043,6.491,0.791,25.496,"19-11-04_YC037",176,0,0,0,0,0,2
5.36,0.122,6.363,0.788,7.902,"19-11-04_YC037",184,0,0,0,0,0,2
10.14,0.082,6.952,0.589,6.862,"19-11-04_YC037",185,0,0,0,0,0,2
11.26,0.004,2.746,0.89,125.343,"19-11-04_YC037",186,0,0,0,0,0,2
12.41,0.061,5.962,0.48,5.82,"19-11-04_YC037",187,0,0,0,0,0,1
10.27,0.079,6.959,0.596,7.392,"19-11-04_YC037",188,0,0,0,0,0,2
8.6,0.05,5.661,1.064,41.464,"19-11-04_YC037",190,0,0,0,0,0,2
21.63,0.043,7.066,0.34,4.723,"19-11-04_YC037",191,0,0,0,0,0,1
22.85,0.043,7.048,0.217,2.061,"19-11-04_YC037",192,0,0,0,0,0,1
7.28,0.108,6.418,0.572,14.612,"19-11-04_YC037",199,0,0,0,0,0,1
10.97,0.067,6.458,0.593,9.552,"19-11-04_YC037",200,0,0,0,0,0,1
22.82,0.039,6.887,0.695,22.963,"19-11-04_YC037",202,0,0,0,0,0,2
9.93,0.038,5.454,1.033,40.816,"19-11-04_YC037",228,0,0,0,0,0,2
15.72,0.013,3.657,0.894,73.773,"19-11-04_YC037",232,0,0,0,0,0,2
5.74,0.042,4.507,1.108,42.925,"19-11-04_YC037",29,0,0,0,0,0,2
35.16,0.011,5.185,1.053,136.901,"19-11-04_YC037",30,0,0,0,0,0,2
29.02,0.018,5.976,0.811,41.13,"19-11-04_YC037",31,0,0,0,0,0,2
83.57,0.011,6.08,0.5,30.427,"19-11-04_YC037",32,0,0,0,0,0,1
17.94,0.041,6.726,0.875,32.082,"19-11-04_YC037",34,0,0,0,0,0,2
7.21,0.114,6.816,0.858,14.935,"19-11-04_YC037",35,0,0,0,0,0,2
21.67,0.026,5.745,0.935,65.452,"19-11-04_YC037",36,0,0,0,0,0,2
68.75,0.014,6.679,0.43,20.933,"19-11-04_YC037",40,0,0,0,0,0,1
9.61,0.047,4.197,0.899,27.847,"19-11-04_YC037",41,0,0,0,0,0,2
11.05,0.053,6.324,0.799,21.309,"19-11-04_YC037",42,0,0,0,0,0,2
52.77,0.017,6.986,0.522,27.511,"19-11-04_YC037",46,0,0,0,0,0,1
1.5,0.144,5.705,1.092,16.083,"19-11-04_YC037",52,0,0,0,0,0,2
43.66,0.017,6.433,0.744,54.669,"19-11-04_YC037",56,0,0,0,0,0,2
2.32,0.198,5.404,0.731,3.155,"19-11-04_YC037",61,0,0,0,0,0,2
112.01,0.007,6.879,0.689,98.142,"19-11-04_YC037",7,0,0,0,0,0,1
12.57,0.067,6.514,0.819,14.95,"19-11-04_YC037",75,0,0,0,0,0,2
99.32,0.008,6.625,0.437,32.415,"19-11-04_YC037",85,0,0,0,0,0,1
120.61,0.008,5.679,0.305,22.953,"19-11-04_YC037",89,0,0,0,0,0,1
111.33,0.008,6.73,0.562,66.506,"19-11-04_YC037",9,0,0,0,0,0,1
180.67,0.005,6.511,0.238,19.17,"19-11-04_YC037",98,0,0,0,0,0,1
6.24,0.09,5.927,1.012,24.803,"19-11-04_YC036",104,0,0,0,0,0,2
10.21,0.058,5.562,0.771,15.74,"19-11-04_YC036",106,0,0,0,0,0,2
6.62,0.098,6.314,0.723,7.965,"19-11-04_YC036",109,0,0,0,0,0,2
19.11,0.035,6.176,0.932,44.218,"19-11-04_YC036",115,0,0,0,0,0,2
6.53,0.097,6.102,0.71,7.762,"19-11-04_YC036",123,0,0,0,0,0,2
1.39,0.042,4.044,1.244,24.443,"19-11-04_YC036",13,0,0,0,0,0,2
30.21,0.041,6.656,0.788,22.698,"19-11-04_YC036",145,0,0,0,0,0,2
60.73,0.015,6.338,0.551,31.521,"19-11-04_YC036",162,0,0,0,0,0,1
68.25,0.014,6.683,0.282,10.334,"19-11-04_YC036",178,0,0,0,0,0,1
10.05,0.046,5.342,0.666,19.704,"19-11-04_YC036",185,0,0,0,0,0,2
40.94,0.018,6.66,0.931,83.578,"19-11-04_YC036",197,0,0,0,0,0,2
23.07,0.031,4.879,0.904,43.835,"19-11-04_YC036",202,0,0,0,0,0,2
10.49,0.073,6.933,0.685,10.63,"19-11-04_YC036",203,0,0,0,0,0,2
17.08,0.046,6.984,0.628,15.448,"19-11-04_YC036",205,0,0,0,0,0,1
31.25,0.032,5.875,0.828,37.533,"19-11-04_YC036",209,0,0,0,0,0,2
37.8,0.018,6.173,0.827,61.488,"19-11-04_YC036",212,0,0,0,0,0,2
11.19,0.065,5.794,0.734,14.637,"19-11-04_YC036",213,0,0,0,0,0,2
25.92,0.061,6.249,0.92,25.68,"19-11-04_YC036",215,0,0,0,0,0,2
0.55,0.424,4.829,1.241,7.061,"19-11-04_YC036",223,0,0,0,0,0,3
3.77,0.047,4.504,0.833,32.444,"19-11-04_YC036",226,0,0,0,0,0,2
0.57,0.085,5.271,0.887,14.632,"19-11-04_YC036",227,0,0,0,0,0,2
53.7,0.017,5.361,0.593,28.489,"19-11-04_YC036",228,0,0,0,0,0,2
5.67,0.09,6.223,0.981,26.304,"19-11-04_YC036",237,0,0,0,0,0,2
17.83,0.042,6.809,0.749,20.906,"19-11-04_YC036",250,0,0,0,0,0,2
16.15,0.05,6.018,0.781,20.852,"19-11-04_YC036",255,0,0,0,0,0,2
15.94,0.033,5.719,1.11,59.223,"19-11-04_YC036",257,0,0,0,0,0,2
14.42,0.057,6.05,0.837,18.914,"19-11-04_YC036",258,0,0,0,0,0,2
29.68,0.03,6.731,0.618,24.006,"19-11-04_YC036",259,0,0,0,0,0,2
18.92,0.023,5.824,1.05,75.535,"19-11-04_YC036",273,0,0,0,0,0,2
79.39,0.012,7.118,0.368,19.448,"19-11-04_YC036",280,0,0,0,0,0,1
8.93,0.065,5.486,0.619,8.632,"19-11-04_YC036",287,0,0,0,0,0,2
7.14,0.104,6.303,0.672,5.96,"19-11-04_YC036",289,0,0,0,0,0,2
95.26,0.01,7.175,0.367,23.361,"19-11-04_YC036",29,0,0,0,0,0,1
16.68,0.054,6.222,0.463,14.654,"19-11-04_YC036",293,0,0,0,0,0,1
4.15,0.034,3.879,1.156,53.116,"19-11-04_YC036",295,0,0,0,0,0,2
36.75,0.028,4.946,0.692,19.852,"19-11-04_YC036",301,0,0,0,0,0,2
38.71,0.027,5.22,0.606,16.395,"19-11-04_YC036",305,0,0,0,0,0,2
23.34,0.031,5.516,0.67,22.432,"19-11-04_YC036",32,0,0,0,0,0,2
0.36,0.145,4.684,1.026,17.138,"19-11-04_YC036",327,0,0,0,0,0,2
14.53,0.037,5.17,0.891,38.205,"19-11-04_YC036",339,0,0,0,0,0,2
6.59,0.058,4.97,0.969,24.94,"19-11-04_YC036",345,0,0,0,0,0,2
24.53,0.018,5.552,1.074,83.978,"19-11-04_YC036",348,0,0,0,0,0,2
13.02,0.04,4.496,0.886,32.953,"19-11-04_YC036",349,0,0,0,0,0,2
12.29,0.041,5.515,0.957,34.333,"19-11-04_YC036",351,0,0,0,0,0,2
21.64,0.033,6.534,0.942,49.345,"19-11-04_YC036",352,0,0,0,0,0,2
16.09,0.035,5.906,0.97,46.895,"19-11-04_YC036",355,0,0,0,0,0,2
36.89,0.021,6.477,0.683,38.181,"19-11-04_YC036",358,0,0,0,0,0,2
22.62,0.032,6.517,0.835,49.762,"19-11-04_YC036",371,0,0,0,0,0,2
16.17,0.074,5.852,0.997,28.062,"19-11-04_YC036",377,0,0,0,0,0,2
9.18,0.067,5.739,0.791,13.483,"19-11-04_YC036",38,0,0,0,0,0,2
23.78,0.035,6.936,0.534,12.051,"19-11-04_YC036",4,0,0,0,0,0,1
1.27,0.197,5.239,1.188,16.199,"19-11-04_YC036",417,0,0,0,0,0,2
4.25,0.07,4.204,0.826,16.477,"19-11-04_YC036",433,0,0,0,0,0,2
19.91,0.035,6.209,0.835,38.235,"19-11-04_YC036",434,0,0,0,0,0,2
14.5,0.04,4.604,0.879,34.866,"19-11-04_YC036",435,0,0,0,0,0,2
11.93,0.063,5.202,0.612,9.109,"19-11-04_YC036",447,0,0,0,0,0,2
2.28,0.154,4.846,1.464,17.362,"19-11-04_YC036",45,0,0,0,0,0,2
4.44,0.071,4.21,0.981,20.423,"19-11-04_YC036",452,0,0,0,0,0,2
11.96,0.041,5.44,0.892,33.34,"19-11-04_YC036",454,0,0,0,0,0,2
9.34,0.04,4.148,0.902,34.43,"19-11-04_YC036",471,0,0,0,0,0,2
69.86,0.014,5.831,0.357,15.966,"19-11-04_YC036",51,0,0,0,0,0,1
13.35,3.92,2.807,0.731,0.616,"19-11-04_YC036",63,0,0,0,0,0,3
0.58,0.996,6.273,1.038,3.378,"19-11-04_YC036",64,0,0,0,0,0,3
1.79,0.322,6.283,1.025,8.884,"19-11-04_YC036",65,0,0,0,0,0,2
69.86,0.014,5.687,0.479,21.44,"19-11-04_YC036",68,0,0,0,0,0,2
29.53,0.013,4.972,0.948,84.864,"19-11-04_YC036",70,0,0,0,0,0,2
7,0.066,4.691,0.588,6.326,"19-11-04_YC036",74,0,0,0,0,0,2
12.42,0.054,6.055,0.695,14.564,"19-11-04_YC036",78,0,0,0,0,0,2
90.76,0.01,6.411,0.411,26.606,"19-11-04_YC036",8,0,0,0,0,0,1
5.42,0.078,5.92,1.25,55.605,"19-11-04_YC036",81,0,0,0,0,0,2
14.73,0.045,5.776,1.017,50.099,"19-11-04_YC036",83,0,0,0,0,0,2
0.05,1.011,5.024,0.956,2.561,"19-11-04_YC036",86,0,0,0,0,0,3
9.58,0.044,5.938,0.666,11.242,"19-11-04_YC036",9,0,0,0,0,0,2
3.36,0.134,5.526,0.743,5.162,"19-11-04_YC036",96,0,0,0,0,0,2
3.36,0.134,5.526,0.743,5.162,"19-11-04_YC036",97,0,0,0,0,0,2
3.77,0.151,6.177,1.063,16.975,"19-11-11_YC040",107,0,0,0,0,0,2
155.13,0.006,6.431,0.217,14.465,"19-11-11_YC040",113,0,0,0,0,0,1
170.71,0.005,5.07,0.232,18.008,"19-11-11_YC040",120,0,0,0,0,0,1
0.72,0.919,4.012,0.823,1.915,"19-11-11_YC040",121,0,0,0,0,0,3
99.55,0.005,1.987,0.348,27.357,"19-11-11_YC040",130,0,0,0,0,0,2
163.23,0.005,5.307,0.249,21.506,"19-11-11_YC040",132,0,0,0,0,0,1
124.16,0.005,4.24,0.335,28.946,"19-11-11_YC040",133,0,0,0,0,0,2
79.33,0.011,6.927,0.421,27.138,"19-11-11_YC040",134,0,0,0,0,0,1
101.83,0.005,3.191,0.326,26.355,"19-11-11_YC040",150,0,0,0,0,0,2
34.85,0.006,2.674,0.433,23.714,"19-11-11_YC040",151,0,0,0,0,0,2
25.1,0.025,6.005,0.807,42.241,"19-11-11_YC040",155,0,0,0,0,0,2
171.96,0.005,5.681,0.316,33.362,"19-11-11_YC040",156,0,0,0,0,0,1
21.8,0.027,5.879,0.808,38.089,"19-11-11_YC040",157,0,0,0,0,0,2
189.75,0.005,5.271,0.158,10.729,"19-11-11_YC040",162,0,0,0,0,0,1
80.42,0.006,2.886,0.371,22.752,"19-11-11_YC040",169,0,0,0,0,0,2
28.81,0.025,6.508,0.71,33.979,"19-11-11_YC040",17,0,0,0,0,0,2
115.19,0.007,6.462,0.309,20.084,"19-11-11_YC040",173,0,0,0,0,0,1
32.01,0.009,3.022,0.577,27.368,"19-11-11_YC040",182,0,0,0,0,0,2
105.28,0.005,3.034,0.278,17.843,"19-11-11_YC040",183,0,0,0,0,0,2
54.13,0.009,3.441,0.506,26.811,"19-11-11_YC040",188,0,0,0,0,0,2
68.32,0.01,6.118,0.668,55.091,"19-11-11_YC040",192,0,0,0,0,0,1
90.06,0.007,3.522,0.35,20.815,"19-11-11_YC040",194,0,0,0,0,0,2
15,0.017,4.244,0.852,49.356,"19-11-11_YC040",196,0,0,0,0,0,2
93.44,0.006,4.03,0.382,27.514,"19-11-11_YC040",203,0,0,0,0,0,2
105.39,0.006,4.784,0.484,47.197,"19-11-11_YC040",205,0,0,0,0,0,2
63.14,0.008,4.006,0.639,56.563,"19-11-11_YC040",208,0,0,0,0,0,2
56.22,0.005,3.035,0.457,31.389,"19-11-11_YC040",212,0,0,0,0,0,2
77.76,0.007,4.764,0.572,47.589,"19-11-11_YC040",218,0,0,0,0,0,2
74.9,0.006,4.353,0.521,40.073,"19-11-11_YC040",219,0,0,0,0,0,2
26.6,0.016,5.189,0.745,39.253,"19-11-11_YC040",220,0,0,0,0,0,2
155.27,0.005,5.22,0.263,21.116,"19-11-11_YC040",224,0,0,0,0,0,1
7.31,0.087,4.27,0.51,4.244,"19-11-11_YC040",23,0,0,0,0,0,2
66.7,0.01,5.714,0.63,46.524,"19-11-11_YC040",230,0,0,0,0,0,2
31.67,0.011,4.776,0.728,45.437,"19-11-11_YC040",231,0,0,0,0,0,2
81.86,0.008,5.441,0.578,50.89,"19-11-11_YC040",232,0,0,0,0,0,2
1.33,0.125,2.573,0.973,9.351,"19-11-11_YC040",234,0,0,0,0,0,2
43.7,0.016,5.551,0.466,17.406,"19-11-11_YC040",237,0,0,0,0,0,2
55.29,0.007,4.312,0.579,42.804,"19-11-11_YC040",239,0,0,0,0,0,2
87.9,0.01,6.396,0.359,21.165,"19-11-11_YC040",241,0,0,0,0,0,1
45.54,0.012,4.394,0.522,24.017,"19-11-11_YC040",242,0,0,0,0,0,2
56.1,0.01,4.774,0.468,23.097,"19-11-11_YC040",246,0,0,0,0,0,2
53.51,0.01,5.178,0.641,45.924,"19-11-11_YC040",248,0,0,0,0,0,2
22.07,0.016,5.149,0.711,30.561,"19-11-11_YC040",249,0,0,0,0,0,2
0.27,0.986,3.859,1.095,2.794,"19-11-11_YC040",25,0,0,0,0,0,3
19.05,0.017,4.906,0.734,30.652,"19-11-11_YC040",250,0,0,0,0,0,2
38.32,0.01,3.952,0.645,43.339,"19-11-11_YC040",251,0,0,0,0,0,2
18.29,0.018,5.06,0.733,25.859,"19-11-11_YC040",253,0,0,0,0,0,2
13.24,0.057,6.891,0.643,10.662,"19-11-11_YC040",27,0,0,0,0,0,2
104.2,0.005,4.774,0.395,32.161,"19-11-11_YC040",272,0,0,0,0,0,2
81.39,0.005,4.974,0.484,40.277,"19-11-11_YC040",273,0,0,0,0,0,2
26.82,0.014,5.168,0.571,25.987,"19-11-11_YC040",30,0,0,0,0,0,2
