"MFRBlockHz","tf_MedIsi","tf_Entropy","tf_CV2Mean","tf_LvR","Sample","Unit","RespPk","RespGo","RespGr","RespMF","RespMLI","Cluster"
13.42,0.054,6.555,0.799,25.021,"19-08-14_YC015",658,0,0,0,0,0,2
20.1,0.032,5.804,0.71,23.758,"19-08-14_YC015",663,0,0,0,0,0,2
40.45,0.019,6.488,0.575,25.172,"19-08-14_YC015",67,0,0,0,0,0,1
7.96,0.066,5.961,0.835,12.7,"19-08-14_YC015",68,0,0,0,0,0,2
75.54,0.011,6.819,0.707,66.811,"19-08-14_YC015",71,0,0,0,0,0,1
16.09,0.036,5.394,0.655,14.376,"19-08-14_YC015",72,0,0,0,0,0,2
37.78,0.021,6.428,0.545,21.052,"19-08-14_YC015",73,0,0,0,0,0,2
12.01,0.055,5.926,0.63,9.17,"19-08-14_YC015",741,0,0,0,0,0,2
32.4,0.022,6.205,0.418,12.305,"19-08-14_YC015",774,0,0,0,0,0,2
37.51,0.021,6.538,0.562,23.201,"19-08-14_YC015",79,0,0,0,0,0,1
35.37,0.025,7.135,0.463,13.877,"19-08-14_YC015",794,0,0,0,0,0,1
73.62,0.013,7.103,0.366,18.658,"19-08-14_YC015",84,0,0,0,0,0,1
1.32,0.623,7.106,0.904,3.19,"19-08-14_YC015",865,0,0,0,0,0,3
3.25,0.21,5.545,0.797,4.373,"19-08-14_YC015",874,0,0,0,0,0,2
0.98,0.826,6.969,0.822,2.086,"19-08-14_YC015",887,0,0,0,0,0,3
0.91,0.839,6.971,0.94,2.819,"19-08-14_YC015",905,0,0,0,0,0,3
16.64,0.04,6.396,0.797,24.796,"19-08-14_YC015",931,0,0,0,0,0,2
60.78,0.01,6.239,0.7,62.456,"19-08-14_YC016",100,0,0,0,0,0,1
99.1,0.01,6.75,0.214,8.702,"19-08-14_YC016",102,0,0,0,0,0,1
7.81,0.013,4.254,0.622,25.208,"19-08-14_YC016",1020,0,0,0,0,0,2
1.88,0.477,7.275,0.738,2.523,"19-08-14_YC016",104,0,0,0,0,0,3
0.68,1.192,7.169,0.864,1.927,"19-08-14_YC016",1047,0,0,0,0,0,3
14.78,0.034,5.168,0.818,36.149,"19-08-14_YC016",1058,0,0,0,0,0,2
1.82,0.492,7.26,0.769,2.738,"19-08-14_YC016",127,0,0,0,0,0,3
26.14,0.018,5.698,0.735,37.707,"19-08-14_YC016",134,0,0,0,0,0,2
7.24,0.102,6.882,0.897,14.375,"19-08-14_YC016",136,0,0,0,0,0,2
104.91,0.009,7.092,0.214,9.46,"19-08-14_YC016",142,0,0,0,0,0,1
98.42,0.009,7.088,0.266,14.163,"19-08-14_YC016",161,0,0,0,0,0,1
12.33,0.003,2.891,0.905,43.125,"19-08-14_YC016",162,0,0,0,0,0,2
25.57,0.018,5.651,0.797,46.974,"19-08-14_YC016",19,0,0,0,0,0,2
4.2,0.19,6.4,0.713,4.578,"19-08-14_YC016",210,0,0,0,0,0,2
33.1,0.025,6.904,0.558,21.905,"19-08-14_YC016",211,0,0,0,0,0,1
11.26,0.058,6.427,0.625,8.738,"19-08-14_YC016",214,0,0,0,0,0,2
64.21,0.013,6.977,0.453,23.03,"19-08-14_YC016",268,0,0,0,0,0,1
56.4,0.016,6.877,0.379,15.21,"19-08-14_YC016",274,0,0,0,0,0,1
11.51,0.019,4.88,0.96,45.187,"19-08-14_YC016",276,0,0,0,0,0,2
16.09,0.026,5.465,0.639,19.055,"19-08-14_YC016",292,0,0,0,0,0,2
7.33,0.063,6.134,0.963,21.726,"19-08-14_YC016",296,0,0,0,0,0,2
89.89,0.011,7.306,0.307,15.621,"19-08-14_YC016",298,0,0,0,0,0,1
6.02,0.057,5.443,1.079,28.344,"19-08-14_YC016",299,0,0,0,0,0,2
1.88,0.485,7.256,0.757,2.744,"19-08-14_YC016",3,0,0,0,0,0,3
101.4,0.009,7.18,0.292,15.648,"19-08-14_YC016",301,0,0,0,0,0,1
12.05,0.076,7.215,0.373,3.706,"19-08-14_YC016",314,0,0,0,0,0,1
19.69,0.034,6.353,0.828,35.377,"19-08-14_YC016",470,0,0,0,0,0,2
15.68,0.04,6.463,0.688,17.62,"19-08-14_YC016",49,0,0,0,0,0,2
34.93,0.017,5.731,0.668,33.971,"19-08-14_YC016",490,0,0,0,0,0,2
8.4,0.089,6.374,0.534,4.971,"19-08-14_YC016",493,0,0,0,0,0,1
13.2,0.039,6.011,0.871,37.372,"19-08-14_YC016",497,0,0,0,0,0,2
38.76,0.015,5.9,0.705,53.375,"19-08-14_YC016",511,0,0,0,0,0,2
12.2,0.058,6.521,0.728,15.19,"19-08-14_YC016",526,0,0,0,0,0,2
27.34,0.033,6.974,0.333,6.455,"19-08-14_YC016",527,0,0,0,0,0,1
12.72,0.039,5.735,0.905,45.401,"19-08-14_YC016",529,0,0,0,0,0,2
18.93,0.036,6.501,0.692,22.578,"19-08-14_YC016",540,0,0,0,0,0,2
69.65,0.014,6.879,0.294,11.627,"19-08-14_YC016",59,0,0,0,0,0,1
71.48,0.014,7.195,0.181,4.427,"19-08-14_YC016",605,0,0,0,0,0,1
82,0.012,7.038,0.292,13.53,"19-08-14_YC016",65,0,0,0,0,0,1
149.06,0.004,5.391,0.315,32.171,"19-08-14_YC016",67,0,0,0,0,0,1
124.67,0.007,6.406,0.269,18.479,"19-08-14_YC016",714,0,0,0,0,0,1
12.18,0.044,6.315,0.939,29.08,"19-08-14_YC016",772,0,0,0,0,0,2
174.24,0.005,6.598,0.162,10.152,"19-08-14_YC016",83,0,0,0,0,0,1
1.52,0.581,7.235,0.773,2.366,"19-08-14_YC016",85,0,0,0,0,0,3
4.95,0.094,5.845,0.806,8.946,"19-08-14_YC016",871,0,0,0,0,0,2
62.75,0.014,6.947,0.367,15.825,"19-08-14_YC016",895,0,0,0,0,0,1
1.74,0.512,7.225,0.775,2.657,"19-08-14_YC016",9,0,0,0,0,0,3
14.93,0.035,6.059,0.872,36.974,"19-08-14_YC016",904,0,0,0,0,0,2
18.2,0.033,6.277,0.891,41.79,"19-08-14_YC016",906,0,0,0,0,0,2
20.63,0.035,6.639,0.795,26.167,"19-08-14_YC016",927,0,0,0,0,0,2
6.65,0.051,5.292,0.887,26.565,"19-08-14_YC016",944,0,0,0,0,0,2
7.01,0.102,6.613,0.939,15.849,"19-08-14_YC016",95,0,0,0,0,0,2
142.33,0.007,6.766,0.212,15.309,"19-08-14_YC016",953,0,0,0,0,0,1
55.79,0.009,5.437,0.775,66.005,"19-08-14_YC016",972,0,0,0,0,0,2
1.76,0.508,7.301,0.768,2.598,"19-08-14_YC016",977,0,0,0,0,0,3
15.06,0.017,4.573,0.817,45.315,"19-08-14_YC016",99,0,0,0,0,0,2
26.3,0.027,6.19,0.602,17.667,"19-08-14_YC016",0,0,0,0,0,0,2
81.32,0.012,7.063,0.423,29.522,"19-08-14_YC016",101,0,0,0,0,0,1
129.2,0.006,6.428,0.337,27.418,"19-08-14_YC016",119,0,0,0,0,0,1
57.16,0.015,6.62,0.508,26.294,"19-08-14_YC016",126,0,0,0,0,0,1
63.85,0.014,7.217,0.458,24.777,"19-08-14_YC016",131,0,0,0,0,0,1
42.21,0.018,6.189,0.251,5.824,"19-08-14_YC016",132,0,0,0,0,0,1
23.68,0.032,6.158,0.6,17.183,"19-08-14_YC016",135,0,0,0,0,0,2
7.77,0.092,5.762,0.566,5.783,"19-08-14_YC016",136,0,0,0,0,0,2
78.31,0.011,7.113,0.482,41.463,"19-08-14_YC016",154,0,0,0,0,0,1
18.53,0.042,6.469,0.631,17.111,"19-08-14_YC016",166,0,0,0,0,0,2
28.23,0.024,6.107,0.925,63.762,"19-08-14_YC016",167,0,0,0,0,0,2
61.96,0.015,7.134,0.268,8.749,"19-08-14_YC016",17,0,0,0,0,0,1
5.45,0.123,6.651,0.795,9.823,"19-08-14_YC016",171,0,0,0,0,0,2
21.69,0.036,6.379,0.672,21.344,"19-08-14_YC016",173,0,0,0,0,0,2
11.89,0.049,5.982,0.742,17.299,"19-08-14_YC016",178,0,0,0,0,0,2
2.11,0.317,6.71,0.958,6.176,"19-08-14_YC016",18,0,0,0,0,0,2
44.5,0.021,7.076,0.355,11.131,"19-08-14_YC016",20,0,0,0,0,0,1
8.28,0.092,5.893,1.1,47.471,"19-08-14_YC016",210,0,0,0,0,0,2
42.02,0.011,5.474,0.826,84.766,"19-08-14_YC016",211,0,0,0,0,0,2
25.42,0.011,4.378,0.962,92.073,"19-08-14_YC016",216,0,0,0,0,0,2
130.07,0.008,7.113,0.213,10.707,"19-08-14_YC016",218,0,0,0,0,0,1
75.02,0.013,7.122,0.348,17.071,"19-08-14_YC016",22,0,0,0,0,0,1
73.97,0.01,6.558,0.309,16.609,"19-08-14_YC016",224,0,0,0,0,0,1
79.57,0.011,6.914,0.442,26.573,"19-08-14_YC016",227,0,0,0,0,0,1
156.61,0.006,6.22,0.209,14.848,"19-08-14_YC016",239,0,0,0,0,0,1
79.81,0.012,6.954,0.415,25.908,"19-08-14_YC016",243,0,0,0,0,0,1
61.31,0.015,6.883,0.412,18.499,"19-08-14_YC016",25,0,0,0,0,0,1
39.77,0.016,5.2,0.53,23.345,"19-08-14_YC016",26,0,0,0,0,0,2
10.75,0.071,6.911,0.658,10.587,"19-08-14_YC016",334,0,0,0,0,0,2
81.22,0.012,7.123,0.352,17.56,"19-08-14_YC016",377,0,0,0,0,0,1
28.84,0.034,7.246,0.446,15.807,"19-08-14_YC016",378,0,0,0,0,0,1
35.39,0.021,6.787,0.688,36.019,"19-08-14_YC016",404,0,0,0,0,0,2
20.57,0.04,6.833,0.527,13.015,"19-08-14_YC016",417,0,0,0,0,0,1
104.15,0.009,6.867,0.34,23.007,"19-08-14_YC016",418,0,0,0,0,0,1
7.93,0.078,6.543,0.7,10.489,"19-08-14_YC016",427,0,0,0,0,0,2
38.2,0.017,6.576,0.903,88.198,"19-08-14_YC016",429,0,0,0,0,0,2
102.04,0.009,7.038,0.303,16.955,"19-08-14_YC016",437,0,0,0,0,0,1
60.16,0.011,5.472,0.447,21.903,"19-08-14_YC016",442,0,0,0,0,0,2
57.15,0.014,6.669,0.456,20.559,"19-08-14_YC016",443,0,0,0,0,0,1
92.37,0.01,7.205,0.409,28.926,"19-08-14_YC016",47,0,0,0,0,0,1
148.23,0.006,6.687,0.265,19.433,"19-08-14_YC016",490,0,0,0,0,0,1
24.59,0.04,6.96,0.181,1.529,"19-08-14_YC016",50,0,0,0,0,0,1
86.69,0.011,7.072,0.293,13.894,"19-08-14_YC016",501,0,0,0,0,0,1
43.89,0.017,6.648,0.587,26.651,"19-08-14_YC016",509,0,0,0,0,0,1
8.33,0.044,5.514,0.769,19.15,"19-08-14_YC016",511,0,0,0,0,0,2
73.84,0.012,7.143,0.382,19.233,"19-08-14_YC016",539,0,0,0,0,0,1
86.19,0.01,5.978,0.323,16.229,"19-08-14_YC016",544,0,0,0,0,0,1
81.51,0.011,6.852,0.366,18.783,"19-08-14_YC016",549,0,0,0,0,0,1
31.98,0.02,6.052,0.796,55.631,"19-08-14_YC016",553,0,0,0,0,0,2
81.36,0.01,6.132,0.37,21.7,"19-08-14_YC016",558,0,0,0,0,0,1
43.06,0.02,7.023,0.469,17.718,"19-08-14_YC016",56,0,0,0,0,0,1
5.03,0.143,6.867,0.93,11.231,"19-08-14_YC016",586,0,0,0,0,0,2
48.66,0.014,5.934,0.481,20.179,"19-08-14_YC016",598,0,0,0,0,0,2
62.1,0.013,4.605,0.351,14.251,"19-08-14_YC016",599,0,0,0,0,0,2
126.97,0.007,7.205,0.386,35.176,"19-08-14_YC016",65,0,0,0,0,0,1
77.5,0.012,7.116,0.429,27.34,"19-08-14_YC016",66,0,0,0,0,0,1
98.97,0.007,5.639,0.373,25.469,"19-08-14_YC016",666,0,0,0,0,0,1
57.16,0.014,7.014,0.603,37.483,"19-08-14_YC016",68,0,0,0,0,0,1
48.49,0.014,5.278,0.562,25.853,"19-08-14_YC016",69,0,0,0,0,0,2
54.58,0.016,7.013,0.479,23.2,"19-08-14_YC016",716,0,0,0,0,0,1
84.5,0.011,7.103,0.421,27.915,"19-08-14_YC016",74,0,0,0,0,0,1
84.29,0.011,7.02,0.381,21.579,"19-08-14_YC016",812,0,0,0,0,0,1
73.65,0.013,6.878,0.367,18.574,"19-08-14_YC016",814,0,0,0,0,0,1
55.76,0.013,6.566,0.692,47.692,"19-08-14_YC016",815,0,0,0,0,0,1
63.06,0.007,5.29,1.161,220.284,"19-08-14_YC016",825,0,0,0,0,0,2
86.13,0.011,7.092,0.353,19.908,"19-08-14_YC016",83,0,0,0,0,0,1
17.06,0.038,6.596,1.05,57.224,"19-08-14_YC016",834,0,0,0,0,0,2
8.92,0.075,6.462,0.754,15.704,"19-08-14_YC016",846,0,0,0,0,0,2
74.07,0.013,7.128,0.309,13.246,"19-08-14_YC016",848,0,0,0,0,0,1
14.46,0.033,5.933,0.918,42.469,"19-08-14_YC016",849,0,0,0,0,0,2
39.14,0.01,4.304,0.738,90.19,"19-08-14_YC016",876,0,0,0,0,0,2
6.94,0.092,6.586,0.831,11.616,"19-08-14_YC016",881,0,0,0,0,0,2
19.27,0.042,6.35,0.623,30.168,"19-08-14_YC016",884,0,0,0,0,0,2
70.7,0.012,6.994,0.48,29.113,"19-08-14_YC016",91,0,0,0,0,0,1
99.43,0.01,6.905,0.228,10.667,"19-08-14_YC016",910,0,0,0,0,0,1
93.75,0.01,7.025,0.295,14.848,"19-08-14_YC016",938,0,0,0,0,0,1
135.21,0.007,6.768,0.209,11.308,"19-08-14_YC016",959,0,0,0,0,0,1
100.33,0.009,7.026,0.332,19.548,"19-08-14_YC016",964,0,0,0,0,0,1
77.09,0.012,6.077,0.2,6.314,"19-08-14_YC016",979,0,0,0,0,0,1
85.56,0.011,7.053,0.418,27.655,"19-08-14_YC016",993,0,0,0,0,0,1
11.15,0.028,5.34,1.025,61.532,"19-08-15_YC016",374,0,0,0,0,0,2
26.45,0.017,5.556,0.912,60.951,"19-08-15_YC016",41,0,0,0,0,0,2
19.16,0.024,6.069,1.026,71.803,"19-08-15_YC016",485,0,0,0,0,0,2
91.43,0.008,5.896,0.499,41.973,"19-08-15_YC016",527,0,0,0,0,0,2
21.7,0.039,6.887,0.48,9.708,"19-08-15_YC016",530,0,0,0,0,0,1
82.22,0.012,7.235,0.292,13.064,"19-08-15_YC016",59,0,0,0,0,0,1
176.58,0.005,6.424,0.196,14.151,"19-08-15_YC016",65,0,0,0,0,0,1
94.46,0.01,7.198,0.247,11.336,"19-08-15_YC016",66,0,0,0,0,0,1
22.67,0.035,6.547,0.631,19.843,"19-08-15_YC016",72,0,0,0,0,0,2
44.16,0.01,5.341,0.908,103.063,"19-08-15_YC016",80,0,0,0,0,0,2
55.2,0.014,6.736,0.733,61.122,"19-08-15_YC016",85,0,0,0,0,0,1
7.45,0.022,4.446,0.989,42.276,"19-08-15_YC016",86,0,0,0,0,0,2
54.3,0.018,7.292,0.28,8.25,"19-08-15_YC016",9,0,0,0,0,0,1
23.74,0.022,5.495,0.811,42.774,"19-08-15_YC016",90,0,0,0,0,0,2
29.06,0.03,6.544,0.358,8.067,"19-08-15_YC016",92,0,0,0,0,0,1
10.68,0.033,4.879,0.799,28.1,"19-08-15_YC016",95,0,0,0,0,0,2
12.62,0.057,6.618,0.679,13.296,"19-08-16_YC014",104,0,0,0,0,0,2
73.8,0.012,6.721,0.501,29.955,"19-08-16_YC014",147,0,0,0,0,0,1
31.55,0.029,6.888,0.587,26.778,"19-08-16_YC014",150,0,0,0,0,0,1
14.86,0.064,5.898,0.411,4.489,"19-08-16_YC014",184,0,0,0,0,0,1
50.67,0.018,6.726,0.52,22.739,"19-08-16_YC014",187,0,0,0,0,0,1
55.12,0.016,7.102,0.471,23.59,"19-08-16_YC014",188,0,0,0,0,0,1
32.73,0.027,6.772,0.485,24.301,"19-08-16_YC014",201,0,0,0,0,0,1
35.95,0.025,7.132,0.364,14.055,"19-08-16_YC014",203,0,0,0,0,0,1
79.85,0.011,5.467,0.533,29.974,"19-08-16_YC014",205,0,0,0,0,0,2
45.87,0.021,7.145,0.438,20.174,"19-08-16_YC014",208,0,0,0,0,0,1
21.98,0.043,7.058,0.389,11.326,"19-08-16_YC014",209,0,0,0,0,0,1
11.75,0.073,5.937,0.691,13.261,"19-08-16_YC014",221,0,0,0,0,0,2
25.01,0.034,7.08,0.541,15.129,"19-08-16_YC014",253,0,0,0,0,0,1
15.24,0.046,6.747,0.582,11.107,"19-08-16_YC014",258,0,0,0,0,0,1
19.25,0.041,6.839,0.674,18.599,"19-08-16_YC014",267,0,0,0,0,0,2
32.62,0.022,6.272,0.505,19.664,"19-08-16_YC014",273,0,0,0,0,0,2
33,0.023,6.282,0.615,23.542,"19-08-16_YC014",281,0,0,0,0,0,2
17.44,0.04,6.325,0.67,20.198,"19-08-16_YC014",283,0,0,0,0,0,2
14.7,0.041,5.901,0.75,19.369,"19-08-16_YC014",285,0,0,0,0,0,2
25.07,0.029,6.358,0.685,26.914,"19-08-16_YC014",286,0,0,0,0,0,2
29.14,0.029,6.784,0.452,12.808,"19-08-16_YC014",323,0,0,0,0,0,1
41.2,0.018,6.49,0.694,46.015,"19-08-16_YC014",325,0,0,0,0,0,1
23.79,0.02,6.111,1.043,88.22,"19-08-16_YC014",329,0,0,0,0,0,2
16.75,0.058,7.054,0.418,7.939,"19-08-16_YC014",342,0,0,0,0,0,1
41.13,0.023,7.086,0.442,17.966,"19-08-16_YC014",344,0,0,0,0,0,1
39.18,0.026,7.398,0.279,15.915,"19-08-16_YC014",346,0,0,0,0,0,1
79.42,0.013,6.927,0.108,4.644,"19-08-16_YC014",350,0,0,0,0,0,1
35.97,0.024,7.006,0.524,19.174,"19-08-16_YC014",36,0,0,0,0,0,1
14.85,0.055,6.986,0.737,19.608,"19-08-16_YC014",389,0,0,0,0,0,2
45.51,0.023,6.626,0.567,23.103,"19-08-16_YC014",39,0,0,0,0,0,1
14.94,0.024,5.675,1.012,71.669,"19-08-16_YC014",396,0,0,0,0,0,2
12.43,0.048,5.873,0.714,13.037,"19-08-16_YC014",40,0,0,0,0,0,2
20.88,0.028,5.85,0.687,22.715,"19-08-16_YC014",41,0,0,0,0,0,2
6.95,0.046,4.898,0.897,16.712,"19-08-16_YC014",43,0,0,0,0,0,2
37.68,0.02,6.486,0.586,26.304,"19-08-16_YC014",46,0,0,0,0,0,1
48.07,0.019,7.004,0.431,17.082,"19-08-16_YC014",462,0,0,0,0,0,1
45.56,0.017,6.683,0.525,27.427,"19-08-16_YC014",49,0,0,0,0,0,1
78.61,0.012,7.225,0.341,17.512,"19-08-16_YC014",61,0,0,0,0,0,1
8.72,0.071,6.358,0.841,13.524,"19-08-16_YC014",75,0,0,0,0,0,2
14.88,0.044,5.436,0.962,33.735,"19-08-16_YC014",79,0,0,0,0,0,2
10.86,0.065,6.711,0.76,14.512,"19-08-16_YC014",87,0,0,0,0,0,2
6.83,0.082,5.857,0.707,9.191,"19-08-16_YC014",98,0,0,0,0,0,2
71.46,0.012,6.809,0.492,34.455,"19-08-16_YC015",18,0,0,0,0,0,1
69.03,0.012,6.754,0.491,34.358,"19-08-16_YC015",19,0,0,0,0,0,1
17.3,0.033,6.209,0.779,23.745,"19-08-16_YC015",2,0,0,0,0,0,2
1.54,0.024,3.733,1.391,79.828,"19-08-16_YC015",27,0,0,0,0,0,2
71.59,0.012,6.981,0.478,32.209,"19-08-16_YC015",6,0,0,0,0,0,1
7.59,0.042,4.107,0.961,32.887,"19-09-30_YC017",104,0,0,0,0,0,2
61.5,0.013,6.93,0.538,30.725,"19-09-30_YC017",111,0,0,0,0,0,1
35.14,0.011,4.843,0.331,18.096,"19-09-30_YC017",119,0,0,0,0,0,2
107.1,0.008,6.751,0.468,39.758,"19-09-30_YC017",124,0,0,0,0,0,1
139.7,0.006,6.859,0.294,21.953,"19-09-30_YC017",127,0,0,0,0,0,1
1.58,0.56,7.219,0.781,2.664,"19-09-30_YC017",141,0,0,0,0,0,3
33.04,0.022,6.794,0.747,40.546,"19-09-30_YC017",147,0,0,0,0,0,2
108.43,0.008,7.154,0.444,38.668,"19-09-30_YC017",16,0,0,0,0,0,1
227.13,0.004,6.548,0.236,23.648,"19-09-30_YC017",163,0,0,0,0,0,1
72.97,0.013,7.022,0.368,17.707,"19-09-30_YC017",17,0,0,0,0,0,1
128,0.006,6.431,0.514,56.477,"19-09-30_YC017",177,0,0,0,0,0,1
1.4,0.592,7.079,0.869,2.944,"19-09-30_YC017",186,0,0,0,0,0,3
82.51,0.011,7.115,0.33,16.537,"19-09-30_YC017",19,0,0,0,0,0,1
58.06,0.015,6.978,0.551,30.263,"19-09-30_YC017",2,0,0,0,0,0,1
82.71,0.01,6.676,0.405,26.076,"19-09-30_YC017",21,0,0,0,0,0,1
34.85,0.017,6.51,0.78,53.267,"19-09-30_YC017",211,0,0,0,0,0,2
107.8,0.008,7.027,0.329,21.089,"19-09-30_YC017",235,0,0,0,0,0,1
134.18,0.006,6.661,0.381,33.675,"19-09-30_YC017",243,0,0,0,0,0,1
170.48,0.005,6.764,0.279,24.225,"19-09-30_YC017",247,0,0,0,0,0,1
191.69,0.004,6.493,0.305,32.901,"19-09-30_YC017",259,0,0,0,0,0,1
145.61,0.006,6.904,0.308,24.448,"19-09-30_YC017",268,0,0,0,0,0,1
98.71,0.009,6.955,0.385,26.547,"19-09-30_YC017",278,0,0,0,0,0,1
37.88,0.021,6.932,0.598,24.094,"19-09-30_YC017",3,0,0,0,0,0,1
116.63,0.008,6.823,0.333,22.697,"19-09-30_YC017",302,0,0,0,0,0,1
1.48,0.604,7.19,0.77,2.365,"19-09-30_YC017",305,0,0,0,0,0,3
6.37,0.026,4.507,1.001,22.726,"19-09-30_YC017",322,0,0,0,0,0,2
2.86,0.256,6.123,1.307,20.781,"19-09-30_YC017",328,0,0,0,0,0,2
59.94,0.014,7.009,0.531,29.059,"19-09-30_YC017",35,0,0,0,0,0,1
108.73,0.009,7.276,0.414,38.592,"19-09-30_YC017",37,0,0,0,0,0,1
11.18,0.084,6.4,0.248,1.32,"19-09-30_YC017",370,0,0,0,0,0,1
60,0.022,6.485,0.802,40.995,"19-09-30_YC017",376,0,0,0,0,0,2
41.48,0.02,6.998,0.678,48.862,"19-09-30_YC017",381,0,0,0,0,0,1
9.25,0.053,6.254,0.728,16.046,"19-09-30_YC017",391,0,0,0,0,0,2
63.57,0.013,6.882,0.383,21.252,"19-09-30_YC017",393,0,0,0,0,0,1
29.61,0.021,5.904,0.493,16.332,"19-09-30_YC017",409,0,0,0,0,0,2
6.63,0.127,7.065,0.608,5.772,"19-09-30_YC017",417,0,0,0,0,0,2
12.47,0.047,6.514,0.654,14.914,"19-09-30_YC017",418,0,0,0,0,0,2
13.71,0.052,6.798,0.717,16.912,"19-09-30_YC017",441,0,0,0,0,0,2
26.29,0.023,6.336,0.878,56.178,"19-09-30_YC017",481,0,0,0,0,0,2
36.88,0.023,6.674,0.323,11.029,"19-09-30_YC017",529,0,0,0,0,0,1
13.02,0.036,5.526,0.872,34.403,"19-09-30_YC017",532,0,0,0,0,0,2
1.2,0.686,7.014,0.836,2.443,"19-09-30_YC017",539,0,0,0,0,0,3
69.5,0.012,6.9,0.5,29.653,"19-09-30_YC017",596,0,0,0,0,0,1
69.72,0.012,6.686,0.496,29.695,"19-09-30_YC017",600,0,0,0,0,0,1
60.91,0.015,7.215,0.597,46.141,"19-09-30_YC017",605,0,0,0,0,0,1
127.66,0.007,7.031,0.282,18.672,"19-09-30_YC017",652,0,0,0,0,0,1
76.08,0.011,5.661,0.457,26.515,"19-09-30_YC017",654,0,0,0,0,0,2
44,0.019,7.028,0.61,29.544,"19-09-30_YC017",666,0,0,0,0,0,1
156.41,0.005,6.702,0.355,34.048,"19-09-30_YC017",670,0,0,0,0,0,1
89.66,0.01,7.053,0.455,32.056,"19-09-30_YC017",74,0,0,0,0,0,1
172.32,0.005,6.562,0.334,34.031,"19-09-30_YC017",745,0,0,0,0,0,1
64.05,0.011,6.212,0.516,29.67,"19-09-30_YC017",773,0,0,0,0,0,1
11.13,0.061,6.688,0.969,27.505,"19-09-30_YC017",842,0,0,0,0,0,2
139.15,0.006,6.566,0.443,46.463,"19-09-30_YC017",844,0,0,0,0,0,1
10.35,0.009,2.419,0.767,30.742,"19-09-30_YC017",867,0,0,0,0,0,2
51.75,0.015,6.883,0.555,27.176,"19-09-30_YC017",889,0,0,0,0,0,1
19.2,0.03,6.169,0.844,42.658,"19-09-30_YC017",923,0,0,0,0,0,2
73.18,0.012,7.048,0.443,25.55,"19-09-30_YC017",950,0,0,0,0,0,1
31.3,0.02,6.068,0.783,51.683,"19-09-30_YC018",103,0,0,0,0,0,2
67.84,0.015,5.319,0.574,22.642,"19-09-30_YC018",104,0,0,0,0,0,2
1.41,0.645,7.257,0.719,1.943,"19-09-30_YC018",13,0,0,0,0,0,3
27.15,0.016,5.708,0.962,75.669,"19-09-30_YC018",136,0,0,0,0,0,2
10.21,0.026,5.144,0.969,51.156,"19-09-30_YC018",146,0,0,0,0,0,2
6.42,0.106,6.101,0.634,5.01,"19-09-30_YC018",153,0,0,0,0,0,2
14.42,0.043,6.482,0.726,19.707,"19-09-30_YC018",156,0,0,0,0,0,2
1.1,0.401,5.028,0.828,2.749,"19-09-30_YC018",160,0,0,0,0,0,2
3.58,0.208,6.342,0.672,3.682,"19-09-30_YC018",171,0,0,0,0,0,2
2.22,0.343,6.313,0.428,0.989,"19-09-30_YC018",183,0,0,0,0,0,1
1.56,0.565,7.233,0.78,2.436,"19-09-30_YC018",20,0,0,0,0,0,3
1.39,0.635,7.045,0.798,2.245,"19-09-30_YC018",22,0,0,0,0,0,3
60.09,0.015,6.82,0.304,10.061,"19-09-30_YC018",226,0,0,0,0,0,1
67.19,0.013,6.543,0.456,21.742,"19-09-30_YC018",232,0,0,0,0,0,1
74.18,0.012,7.024,0.287,11.471,"19-09-30_YC018",241,0,0,0,0,0,1
84.39,0.011,7.134,0.26,11.057,"19-09-30_YC018",242,0,0,0,0,0,1
89.49,0.01,6.83,0.333,17.901,"19-09-30_YC018",249,0,0,0,0,0,1
74.6,0.012,7.015,0.321,14.143,"19-09-30_YC018",251,0,0,0,0,0,1
116.54,0.008,6.982,0.207,9.426,"19-09-30_YC018",252,0,0,0,0,0,1
70.55,0.013,6.915,0.393,19.241,"19-09-30_YC018",254,0,0,0,0,0,1
50.12,0.017,6.745,0.38,12.667,"19-09-30_YC018",256,0,0,0,0,0,1
48.15,0.02,6.547,0.72,34.254,"19-09-30_YC018",270,0,0,0,0,0,2
30.33,0.027,6.794,0.671,28.215,"19-09-30_YC018",275,0,0,0,0,0,2
48.65,0.018,6.813,0.594,27.153,"19-09-30_YC018",281,0,0,0,0,0,1
1.6,0.554,7.237,0.689,1.937,"19-09-30_YC018",37,0,0,0,0,0,3
1.08,0.766,7.108,0.908,2.915,"19-09-30_YC018",400,0,0,0,0,0,3
2.55,0.25,5.811,0.844,5.983,"19-09-30_YC018",421,0,0,0,0,0,2
1.15,0.273,5.442,1.182,8.324,"19-09-30_YC018",430,0,0,0,0,0,2
20.61,0.019,5.627,0.985,76.989,"19-09-30_YC018",451,0,0,0,0,0,2
1.15,0.765,7.133,0.874,3.309,"19-09-30_YC018",472,0,0,0,0,0,3
38.61,0.01,5.977,0.624,45.199,"19-09-30_YC018",481,0,0,0,0,0,2
8.88,0.048,4.135,0.673,15.276,"19-09-30_YC018",486,0,0,0,0,0,2
5.85,0.035,5.31,0.895,26.53,"19-09-30_YC018",5,0,0,0,0,0,2
37.47,0.02,6.166,0.509,17.831,"19-09-30_YC018",504,0,0,0,0,0,2
14.07,0.028,4.928,0.699,19.866,"19-09-30_YC018",513,0,0,0,0,0,2
