MFRBlockHz,tf_MedIsi,tf_Entropy,tf_CV2Mean,tf_LvR,SampleP,Sample,Unit,RespPk,RespGo,RespGr,RespMF,RespMLI,wf_RiseTime,wf_PosDecayTime,wf_FallTime,wf_NegDecayTime,wf_MaxAmpNorm,wf_Duration,wf_PosHwDuration,wf_NegHwDuration,wf_Onset,wf_End,wf_Crossing,wf_Pk10,wf_Pk90,wf_Pk50,wf_PkTrRatio,wf_DepolarizationSlope,wf_RepolarizationSlope,wf_RecoverySlope,Cluster_x,Cluster_y,SmallCluster,SmallClusterName,MeanAmpBlock,ACGViolationRatio,tf_MIFRBlockHz,tf_ModeIsi,tf_Perc5Isi,tf_CV2Median,tf_CV,tf_Ir,tf_Lv,tf_Si,tf_skw,wf_EndSlopeTau
145.61,0.006,6.904,0.308,24.448,19-09-30_YC017,19-09-30_YC017_probe1,268,0,0,0,0,0,0.028771899,0.090722387,0.123603903,0.154468338,0.12910661,0.27,0.19538534,0.162648261,-0.22017808,0.006455768,-0.02183119,0.012910661,0.11619595,0.064553306,0.129,-4.138166759,4.467145092,-0.244413983,1,,1,Purkinke,13.9,0.01,160.709,0,0.004,0.241,0.359,0.318,0.118,0.009,1.473,0.451025174
98.71,0.009,6.955,0.385,26.547,19-09-30_YC017,19-09-30_YC017_probe1,278,0,0,0,0,0,0.026910248,0.073344604,0.093356073,0.105206286,0.1391977,0.2,0.101260841,0.089031184,-0.16328134,0.008935654,-0.006245191,0.013919771,0.125277936,0.069598854,0.139,-4.826283535,8.636611751,-0.28541627,1,,1,Purkinke,18.7,0,119.002,0,0.005,0.331,0.394,0.4,0.17,0.013,1.313,0.530087998
37.88,0.021,6.932,0.598,24.094,19-09-30_YC017,19-09-30_YC017_probe1,3,0,0,0,0,0,0.044533112,0.083422037,0.066937401,0.076152384,0.55354357,0.17,0.248423971,0.1,-0.02165065,0.04114491,-0.014092935,0.055354357,0.498189211,0.276771784,0.554,-7.868653732,11.78195005,-1.549765454,1,,1,Purkinke,11.58,0,53.382,0,0.009,0.547,0.633,0.654,0.385,0.033,1.352,0.186175645
116.63,0.008,6.823,0.333,22.697,19-09-30_YC017,19-09-30_YC017_probe1,302,0,0,0,0,0,0.08,0.067364709,0.08,0.08,0.5584391,0.16,0.1,0.2,0.0264565,-0.0634654,-0.01767246,0.055843908,0.502595168,0.279219538,0.558,-11.17909957,3.932403799,-0.184354753,1,,1,Purkinke,14.6,0.01,132.253,0,0.005,0.265,0.405,0.345,0.136,0.011,1.538,0.383722778
1.48,0.604,7.19,0.77,2.365,19-09-30_YC017,19-09-30_YC017_probe1,305,0,0,0,0,0,0.069149449,0.161221509,0.061588725,0.091421958,0.7423897,0.27,0.32257197,0.1,-0.022669265,-0.010707454,0.059604084,0.074238968,0.668150711,0.371194839,0.742,-8.548663082,8.549550487,-2.374024225,3,,2,Complex Spike,21.74,0,2.522,2,0.128,0.727,0.62,0.898,0.615,0.06,0.724,0.197970147
6.37,0.026,4.507,1.001,22.726,19-09-30_YC017,19-09-30_YC017_probe1,322,0,0,0,0,0,0.102537412,0.238035856,0.090181517,0.129674273,0.52109563,0.4,0.545022241,0.2,-0.056311145,0.046896514,0.102889413,0.052109563,0.46898607,0.260547817,0.521,-3.756490591,5.679265701,-0.914152161,2,3,5,Go + MF,29.11,0,45.251,0,0.008,0.961,1.856,1.454,1.075,0.15,3.181,0.293253298
2.86,0.256,6.123,1.307,20.781,19-09-30_YC017,19-09-30_YC017_probe1,328,0,0,0,0,0,0.078003516,0.147280842,0.081259288,0.100934928,0.78480446,0.27,0.379555153,0.2,-0.19919111,0.1815435,0.01727763,0.078480446,0.706324017,0.392402232,0.785,-4.618608477,8.198221521,-1.693435916,2,2,4,Granule,23.12,0,85.156,0,0.003,1.538,1.011,2.641,1.635,0.365,1.024,0.246079958
59.94,0.014,7.009,0.531,29.059,19-09-30_YC017,19-09-30_YC017_probe1,35,0,0,0,0,0,0.043724309,0.080754137,0.068484839,0.078366817,0.52437526,0.17,0.237727869,0.1,-0.030895052,0.012735193,-0.010938111,0.052437526,0.471937734,0.26218763,0.524,-9.239759432,11.48995387,-1.623338794,1,,1,Purkinke,10.84,0.02,76.365,0,0.007,0.476,0.561,0.571,0.31,0.026,1.298,0.164317239
108.73,0.009,7.276,0.414,38.592,19-09-30_YC017,19-09-30_YC017_probe1,37,0,0,0,0,0,0.053741513,0.083010586,0.084307549,0.102422226,0.5500535,0.2,0.277931766,0.17,-0.06661733,0.04568022,-0.002448545,0.055005348,0.49504813,0.275026739,0.55,-4.851544558,9.170180542,-1.451003322,1,,1,Purkinke,16.5,0,133.061,0,0.004,0.363,0.421,0.434,0.194,0.015,0.606,0.203853348
11.18,0.084,6.4,0.248,1.32,19-09-30_YC017,19-09-30_YC017_probe1,370,0,0,0,0,0,0.05,0.037170061,0.05,0.05,0.6245146,0.1,0.05,0.13,0.01974312,-0.23491818,0,0.062451458,0.562063122,0.31225729,0.625,-18.11589061,4.483691808,-0.527583006,1,,1,Purkinke,29.91,0,12,0,0.059,0.202,0.304,0.252,0.075,0.006,2.003,1.528472151
60,0.022,6.485,0.802,40.995,19-09-30_YC017,19-09-30_YC017_probe1,376,0,0,0,0,0,0.031435322,0.082416386,0.117959823,0.164803557,0.14152542,0.27,0.286375854,0.2,-0.08246146,0.019267704,-0.017536452,0.014152542,0.127372876,0.070762709,0.142,-5.977519157,5.349340381,-0.388887964,2,1,3,Potentially MLI,10.59,0.04,67.425,0,0.005,0.763,1.011,0.957,0.672,0.068,1.759,0.3081741
41.48,0.02,6.998,0.678,48.862,19-09-30_YC017,19-09-30_YC017_probe1,381,0,0,0,0,0,0.07,0.05883201,0.03527099,0.077203154,0.65766656,0.14,0.1,0.1,0.020850869,-0.095698446,-0.017840146,0.065766656,0.591899908,0.328833282,0.658,-16.26437803,8.675696803,-0.78670278,1,,1,Purkinke,15.25,0,85.376,0,0.003,0.616,0.752,0.776,0.501,0.048,1.11,1.365890559
9.25,0.053,6.254,0.728,16.046,19-09-30_YC017,19-09-30_YC017_probe1,391,0,0,0,0,0,0.096216206,0.140945615,0.130996633,0.164701065,0.6435117,0.33,0.311699429,0.17,-0.034874145,0.02629277,-0.005770595,0.064351171,0.579160541,0.321755856,0.644,-6.910035123,5.867759756,-1.584714837,2,1,3,Potentially MLI,17.97,0.02,29.832,0,0.01,0.664,1.162,0.849,0.571,0.056,1.944,0.201016326
63.57,0.013,6.882,0.383,21.252,19-09-30_YC017,19-09-30_YC017_probe1,393,0,0,0,0,0,0.065,0.048375169,0.065,0.065,0.41161418,0.13,0.16,0.23,0.004007418,-0.13557431,-0.029294481,0.041161418,0.370452762,0.20580709,0.412,-12.61485389,3.314087668,0,1,,1,Purkinke,13.01,0.01,89.81,0,0.005,0.32,0.617,0.4,0.174,0.014,1.371,0.297656193
29.61,0.021,5.904,0.493,16.332,19-09-30_YC017,19-09-30_YC017_probe1,409,0,0,0,0,0,0.065,0.049463134,0.065,0.065,0.30491474,0.13,0.07,0.1,0.007797284,-0.11869827,-0.019570666,0.030491474,0.274423268,0.152457371,0.305,-10.57811313,9.493766932,-1.305127714,2,1,3,Potentially MLI,14.73,0.02,53.538,0,0.008,0.383,1.048,0.546,0.307,0.028,2.866,0.47484646
6.63,0.127,7.065,0.608,5.772,19-09-30_YC017,19-09-30_YC017_probe1,417,0,0,0,0,0,0.08059828,0.238727789,0.116197831,0.165684597,0.36916557,0.44,0.451368593,0.16,-0.08736165,0.008582132,0.068049993,0.036916557,0.332249013,0.184582785,0.369,-7.197971145,4.724047598,-0.83655325,2,1,3,Potentially MLI,24.06,0,11.58,0,0.029,0.539,0.687,0.676,0.409,0.037,1.14,-0.357393389
12.47,0.047,6.514,0.654,14.914,19-09-30_YC017,19-09-30_YC017_probe1,418,0,0,0,0,0,0.120939702,0.182965248,0.1610303,0.199126269,0.67733294,0.4,0.334773371,0.17,-0.032830127,0.007236763,-0.052777173,0.067733294,0.609599644,0.338666469,0.677,-6.723060562,5.008231505,-1.776317928,2,1,3,Potentially MLI,15.47,0.03,32.68,0,0.01,0.583,1.032,0.742,0.472,0.044,1.741,0.188085239
13.71,0.052,6.798,0.717,16.912,19-09-30_YC017,19-09-30_YC017_probe1,441,0,0,0,0,0,0.086314303,0.164303768,0.094677931,0.113295713,0.5399714,0.3,0.276860243,0.16,-0.18485607,-0.10865031,0.022889748,0.053997141,0.48597427,0.269985706,0.54,-5.762296658,6.267018012,-1.848373071,2,1,3,Potentially MLI,13.58,0.02,28.551,0,0.012,0.67,0.854,0.823,0.545,0.052,1.487,-0.596576413
26.29,0.023,6.336,0.878,56.178,19-09-30_YC017,19-09-30_YC017_probe1,481,0,0,0,0,0,0.065,0.06528692,0.065,0.065,0.5074599,0.13,0.1,0.07,0.02356938,-0.08133285,-0.025838023,0.050745988,0.456713891,0.253729939,0.507,-13.16388067,10.59817078,-1.898043351,2,1,3,Potentially MLI,13.58,0.02,81.851,0,0.003,0.841,1.087,1.109,0.798,0.091,2.127,1.36779954
36.88,0.023,6.674,0.323,11.029,19-09-30_YC017,19-09-30_YC017_probe1,529,0,0,0,0,0,0.019278523,0.058155041,0.077563253,0.097412176,0.17409882,0.17,0.069479916,0.1,-0.01097181,-0.28411317,-0.010522163,0.017409882,0.156688938,0.08704941,0.174,-7.895637652,9.228761846,-2.093056596,1,,1,Purkinke,11.97,0.04,54.043,0,0.007,0.237,0.651,0.339,0.143,0.012,1.722,2.075262082
13.02,0.036,5.526,0.872,34.403,19-09-30_YC017,19-09-30_YC017_probe1,532,0,0,0,0,0,0.05,0.021189945,0.05,0.05,0.41486377,0.1,0.07,0.1,-0.004492652,-0.037529334,0,0.041486377,0.373377389,0.207431883,0.415,-19.9238806,8.26909247,-0.068039022,2,3,5,Go + MF,18.61,0,50.181,0,0.006,0.828,1.487,1.103,0.791,0.09,3.2,0.365743057
1.2,0.686,7.014,0.836,2.443,19-09-30_YC017,19-09-30_YC017_probe1,539,0,0,0,0,0,0.111932466,0.142858134,0.307472407,0.438060118,0.3247177,0.73,0.465536241,0.4,-0.013907021,0.10670485,-0.025438303,0.03247177,0.29224593,0.16235885,0.325,-2.300634576,2.073926943,-0.491232186,3,,2,Complex Spike,14.24,0,2.446,2,0.117,0.804,0.732,1.016,0.729,0.076,1.049,0.296843928
69.5,0.012,6.9,0.5,29.653,19-09-30_YC017,19-09-30_YC017_probe1,596,0,0,0,0,0,0.043392154,0.084966766,0.099398908,0.137729439,0.2729789,0.24,0.410616868,0.161305485,-0.13368931,0.01368221,-0.027222024,0.02729789,0.245681012,0.136489451,0.273,-5.377857884,6.933809618,-0.560419092,1,,1,Purkinke,11.29,0.04,86.877,0,0.006,0.443,0.527,0.533,0.277,0.023,1.422,0.446927441
69.72,0.012,6.686,0.496,29.695,19-09-30_YC017,19-09-30_YC017_probe1,600,0,0,0,0,0,0.047012376,0.106876901,0.097583815,0.14303643,0.30233163,0.27,0.356904911,0.16,-0.10792066,0.09499284,-0.014618703,0.030233163,0.272098464,0.151165813,0.302,-6.549379432,6.141855121,-0.60817823,1,,1,Purkinke,15.37,0.02,89.879,0,0.006,0.431,0.581,0.531,0.28,0.023,1.692,0.375730428
60.91,0.015,7.215,0.597,46.141,19-09-30_YC017,19-09-30_YC017_probe1,605,0,0,0,0,0,0.065,0.050117323,0.065,0.065,0.2309015,0.13,0.06,0.13,0.06161395,-0.05725831,-0.041919579,0.023090149,0.207811345,0.115450747,0.231,-10.20894572,8.998605198,-1.25849144,1,,1,Purkinke,10.19,0.03,88.422,0,0.004,0.529,0.551,0.661,0.395,0.035,0.853,1.98274128
127.66,0.007,7.031,0.282,18.672,19-09-30_YC017,19-09-30_YC017_probe1,652,0,0,0,0,0,0.034052968,0.068812698,0.09735871,0.111245685,0.18111171,0.2,0.418963616,0.14,-0.06984588,0.07268188,-0.001743263,0.018111171,0.163000537,0.090555854,0.181,-6.928327298,7.127729479,-0.347421651,1,,1,Purkinke,20.31,0,145.44,0,0.004,0.228,0.372,0.289,0.098,0.007,1.181,0.445331474
76.08,0.011,5.661,0.457,26.515,19-09-30_YC017,19-09-30_YC017_probe1,654,0,0,0,0,0,0.033157359,0.075551266,0.035807202,0.068918278,0.5592653,0.16,0.193260174,0.1,-0.006899515,0.02946238,0.004718882,0.055926532,0.503338784,0.279632658,0.559,-19.15610296,13.0832389,-3.292168201,2,4,6,Unknown,12.62,0.01,92.606,0,0.006,0.385,0.807,0.489,0.247,0.021,3.622,0.070270534
44,0.019,7.028,0.61,29.544,19-09-30_YC017,19-09-30_YC017_probe1,666,0,0,0,0,0,0.053206567,0.105854287,0.095696235,0.149137038,0.44124395,0.27,0.279044061,0.16,-0.07233446,0.07018356,-0.01991399,0.044124395,0.397119552,0.220621973,0.441,-7.246863977,6.887982094,-1.055629264,1,,1,Purkinke,11.19,0.03,61.48,0,0.007,0.56,0.613,0.67,0.399,0.035,1.226,0.229205306
156.41,0.005,6.702,0.355,34.048,19-09-30_YC017,19-09-30_YC017_probe1,670,0,0,0,0,0,0.063385131,0.125697959,0.118117139,0.151280396,0.38696787,0.3,0.397010976,0.3,-0.22601642,0.118574336,-0.011729845,0.038696787,0.348271081,0.193483934,0.387,-2.033907885,5.717197997,-0.691084993,1,,1,Purkinke,12.73,0.01,178.527,0,0.004,0.277,0.427,0.37,0.157,0.012,1.655,0.328418938
89.66,0.01,7.053,0.455,32.056,19-09-30_YC017,19-09-30_YC017_probe1,74,0,0,0,0,0,0.085,0.080097255,0.085,0.085,0.37543738,0.17,0.1,0.1,0.016512103,-0.003279664,-0.007157561,0.037543738,0.337893641,0.187718689,0.375,-7.616608127,9.5518662,-0.654560415,1,,1,Purkinke,27.46,0,108.022,0,0.005,0.404,0.464,0.479,0.23,0.019,1.165,0.316361878
172.32,0.005,6.562,0.334,34.031,19-09-30_YC017,19-09-30_YC017_probe1,745,0,0,0,0,0,0.057514715,0.123816174,0.119780843,0.150263845,0.3002854,0.3,0.47912852,0.23,-0.11785045,0.12293947,-0.007285735,0.03002854,0.270256859,0.150142699,0.3,-4.393446151,5.326861411,-0.457294759,1,,1,Purkinke,16.84,0,196.194,0,0.004,0.23,0.438,0.348,0.149,0.012,1.847,0.366418308
64.05,0.011,6.212,0.516,29.67,19-09-30_YC017,19-09-30_YC017_probe1,773,0,0,0,0,0,0.047729342,0.497694699,0.128926992,0.156158209,0.07141778,0.73,0.599513493,0.2,-0.15917115,0.006165276,0.036086821,0.007141778,0.064276001,0.035708889,0.071,-5.272042905,5.500467223,-0.100687369,1,,1,Purkinke,15.98,0,89.861,0,0.006,0.441,0.765,0.563,0.32,0.028,2.328,-0.345058014
11.13,0.061,6.688,0.969,27.505,19-09-30_YC017,19-09-30_YC017_probe1,842,0,0,0,0,0,0.036814083,0.090701201,0.121221401,0.157871941,0.19455752,0.27,0.806871116,0.19708136,-0.12701532,0.005616651,-0.020198128,0.019455752,0.175101766,0.097278759,0.195,-3.450987226,6.008020633,-0.082614045,2,1,3,Potentially MLI,18.14,0,36.411,0,0.005,0.983,0.96,1.256,0.935,0.109,1.525,0.602399419
139.15,0.006,6.566,0.443,46.463,19-09-30_YC017,19-09-30_YC017_probe1,844,0,0,0,0,0,0.036705007,0.088109464,0.119672847,0.159413909,0.16736637,0.27,0.204543996,0.2,-0.074294634,-0.02571088,-0.008506809,0.016736637,0.150629734,0.083683185,0.167,-5.220685806,5.378731203,-0.712639694,1,,1,Purkinke,11.29,0.04,172.387,0,0.004,0.354,0.557,0.471,0.24,0.02,1.732,-0.487223092
10.35,0.009,2.419,0.767,30.742,19-09-30_YC017,19-09-30_YC017_probe1,867,0,0,0,0,0,0.037577937,0.082987991,0.084987485,0.098457441,0.27788585,0.2,0.253904454,0.14,-0.09646814,0.013375198,-0.002021034,0.027788585,0.250097269,0.138942927,0.278,-7.284420445,7.897734833,-0.896927373,2,3,5,Go + MF,19.02,0,115.878,0,0.004,0.606,3.232,1.076,0.749,0.104,5.547,0.855475
51.75,0.015,6.883,0.555,27.176,19-09-30_YC017,19-09-30_YC017_probe1,889,0,0,0,0,0,0.038492046,0.096637953,0.095427447,0.110441561,0.22153518,0.23,0.243773614,0.14,-0.062548354,0.009142324,0.016666542,0.022153518,0.199381658,0.110767588,0.222,-7.128534512,6.491882778,-0.628469929,1,,1,Purkinke,11.67,0.02,68.945,0,0.008,0.5,0.599,0.6,0.338,0.029,1.414,0.17849482
19.2,0.03,6.169,0.844,42.658,19-09-30_YC017,19-09-30_YC017_probe1,923,0,0,0,0,0,0.10098696,0.160331659,0.110632529,0.182298576,0.6771118,0.37,0.272842951,0.26,-0.0063682,0.000249797,0.03038845,0.06771118,0.609400624,0.338555902,0.677,-4.627262869,5.657077937,-1.902967905,2,3,5,Go + MF,21.64,0,60.866,0,0.005,0.8,1.167,1.041,0.742,0.081,2.361,0.165516348
73.18,0.012,7.048,0.443,25.55,19-09-30_YC017,19-09-30_YC017_probe1,950,0,0,0,0,0,0.045420778,0.074826739,0.086477218,0.105167101,0.31435427,0.2,0.41902314,0.151840652,-0.10244221,0.017958805,-0.020386951,0.031435427,0.282918844,0.157177135,0.314,-5.541641514,8.806257753,-0.568390037,1,,1,Purkinke,14.4,0.02,88.634,0,0.006,0.387,0.467,0.466,0.221,0.018,1.203,0.403489749
31.3,0.02,6.068,0.783,51.683,19-09-30_YC018,19-09-30_YC018_probe1,103,0,0,0,0,0,0.05563989,0.076427892,0.093706583,0.10729872,0.42376712,0.2,0.192567455,0.13,-0.021147417,-0.0237704,-0.007187292,0.042376712,0.381390408,0.21188356,0.424,-9.814614339,8.168556922,-1.548864645,2,1,3,Potentially MLI,14.79,0,83.327,0,0.003,0.714,1.125,0.947,0.658,0.07,2.557,0.12181462
67.84,0.015,5.319,0.574,22.642,19-09-30_YC018,19-09-30_YC018_probe1,104,0,0,0,0,0,0.035,0.032879421,0.035,0.035,0.38930717,0.07,0.06,0.1,0.015503375,-0.009967917,0,0.038930717,0.350376454,0.194653586,0.389,-11.84045089,11.87765132,-1.85413603,2,4,6,Unknown,7.24,0.03,64.636,0,0.008,0.467,1.294,0.649,0.398,0.038,3.064,0.170133176
1.41,0.645,7.257,0.719,1.943,19-09-30_YC018,19-09-30_YC018_probe1,13,0,0,0,0,0,0.215,0.169129458,0.174690964,0.236895328,0.22051062,0.43,0.2,0.44,0.011460782,0.049930945,0.027200708,0.022051062,0.198459555,0.110255308,0.221,-3.392328466,2.080374163,-0.392285778,3,,2,Complex Spike,36.19,0,2.181,2,0.162,0.688,0.582,0.82,0.545,0.051,0.684,0.233907772
27.15,0.016,5.708,0.962,75.669,19-09-30_YC018,19-09-30_YC018_probe1,136,0,0,0,0,0,0.085,0.110392851,0.085,0.085,1.0028888,0.17,0.1,0.06,0.06778507,-0.14031452,-0.019804125,0.10028888,0.902599919,0.501444399,1.003,-11.95912129,14.91874907,-4.467315986,2,3,5,Go + MF,25.11,0.04,113.685,0,0.002,0.958,1.393,1.262,0.933,0.112,2.612,-2.110704278
10.21,0.026,5.144,0.969,51.156,19-09-30_YC018,19-09-30_YC018_probe1,146,0,0,0,0,0,0.07,0.039029062,0.043265956,0.096059886,0.39215767,0.14,0.03,0.13,0.06728437,-0.092003495,-0.009363783,0.039215767,0.352941906,0.196078837,0.392,-14.19952926,6.578372487,-0.679346664,2,3,5,Go + MF,15.02,0.01,85.031,0,0.003,0.945,1.713,1.329,0.963,0.126,2.895,0.071537107
6.42,0.106,6.101,0.634,5.01,19-09-30_YC018,19-09-30_YC018_probe1,153,0,0,0,0,0,0.074417687,0.136342617,0.101424816,0.141622188,0.4962253,0.3,0.364396742,0.2,-0.024900153,0.05721284,0.002386263,0.04962253,0.446602768,0.248112649,0.496,-5.409784932,6.106956245,-0.871742786,2,1,3,Potentially MLI,21.73,0.01,10.347,0,0.047,0.567,0.896,0.709,0.442,0.04,2.46,0.234954556
14.42,0.043,6.482,0.726,19.707,19-09-30_YC018,19-09-30_YC018_probe1,156,0,0,0,0,0,0.034381525,0.058860953,0.054452552,0.08985652,0.4296833,0.16,0.15777259,0.1,-0.023754714,-0.033920042,-0.039120699,0.04296833,0.386714968,0.214841649,0.43,-7.884710738,11.12060227,-1.787752026,2,1,3,Potentially MLI,15.63,0,34.887,0,0.009,0.66,1.021,0.852,0.573,0.057,1.966,-0.765522508
1.1,0.401,5.028,0.828,2.749,19-09-30_YC018,19-09-30_YC018_probe1,160,0,0,0,0,0,0.054815529,0.129219153,0.083376438,0.117333701,0.44988832,0.27,0.27930544,0.14,-0.017898493,-0.00698169,0.047838369,0.044988832,0.404899487,0.224944159,0.45,-9.023481409,7.092698481,-1.338792608,2,2,4,Granule,26.51,0,3.568,1,0.095,0.735,1.607,1.015,0.722,0.078,3.722,0.172671488
3.58,0.208,6.342,0.672,3.682,19-09-30_YC018,19-09-30_YC018_probe1,171,0,0,0,0,0,0.088762254,0.197712957,0.124690535,0.170731111,0.4648666,0.4,0.36080947,0.17,-0.0351463,0.016266009,0.033695022,0.046486661,0.418379948,0.232433304,0.465,-8.120509294,4.567464845,-1.251503221,2,2,4,Granule,21.22,0,6.102,1,0.063,0.622,0.861,0.759,0.483,0.045,2.267,0.1777036
2.22,0.343,6.313,0.428,0.989,19-09-30_YC018,19-09-30_YC018_probe1,183,0,0,0,0,0,0.111289468,0.173857274,0.140103764,0.168691249,0.5980779,0.37,0.306022352,0.16,-0.027029488,0.032400742,-0.000826271,0.059807789,0.538270104,0.299038947,0.598,-7.457104118,5.07738444,-1.476854329,1,,1,Purkinke,51.63,0,3.288,2,0.15,0.337,0.768,0.458,0.228,0.019,2.167,0.181683981
1.56,0.565,7.233,0.78,2.436,19-09-30_YC018,19-09-30_YC018_probe1,20,0,0,0,0,0,0.646603233,0.716718099,0.37950451,0.441438838,0.21910515,1.3,0.626626251,0.46,-0.011751439,0.012728284,0.03196802,0.021910515,0.197194639,0.109552577,0.219,-2.362045463,1.911527481,-0.459683,3,,2,Complex Spike,22.21,0,2.587,4,0.129,0.766,0.621,0.904,0.621,0.06,0.707,0.227381567
1.39,0.635,7.045,0.798,2.245,19-09-30_YC018,19-09-30_YC018_probe1,22,0,0,0,0,0,0.165,0.108945892,0.12025271,0.207547824,0.45615536,0.33,0.17,0.43,0.01363522,-0.08443391,-0.006301791,0.045615536,0.410539824,0.22807768,0.456,-5.529494144,2.114590557,-1.314840561,3,,2,Complex Spike,26.81,0,2.304,2,0.14,0.752,0.659,0.933,0.647,0.063,0.914,0.204530211
60.09,0.015,6.82,0.304,10.061,19-09-30_YC018,19-09-30_YC018_probe1,226,0,0,0,0,0,0.033310524,0.107957876,0.096020839,0.139946133,0.21342443,0.27,0.430141347,0.16,-0.023529777,0.08583251,-0.006677062,0.021342443,0.192081986,0.106712215,0.213,-8.053959309,5.876629297,-0.41581119,1,,1,Purkinke,15.12,0.03,65.888,0,0.01,0.243,0.343,0.313,0.114,0.009,1.628,0.387395758
67.19,0.013,6.543,0.456,21.742,19-09-30_YC018,19-09-30_YC018_probe1,232,0,0,0,0,0,0.065797857,0.138162449,0.128643089,0.154783208,0.21873894,0.33,0.6875816,0.2,-0.17056084,0.005554814,-0.002244772,0.021873894,0.196865049,0.109369472,0.219,-2.991472386,5.199710036,-0.186097593,1,,1,Purkinke,9.7,0.03,77.426,0,0.007,0.366,0.621,0.488,0.252,0.021,1.97,0.464615186
74.18,0.012,7.024,0.287,11.471,19-09-30_YC018,19-09-30_YC018_probe1,241,0,0,0,0,0,0.056201209,0.132957571,0.124897591,0.159175387,0.20602109,0.33,0.599830927,0.2,-0.14180565,0.1114199,-0.002718494,0.020602109,0.185418977,0.103010543,0.206,-5.42008029,4.439751766,-0.246620001,1,,1,Purkinke,22.97,0,83.558,0,0.007,0.23,0.367,0.295,0.102,0.008,1.141,0.490300765
84.39,0.011,7.134,0.26,11.057,19-09-30_YC018,19-09-30_YC018_probe1,242,0,0,0,0,0,0.050542123,0.117920802,0.156464635,0.219734054,0.16429219,0.37,0.76387053,0.265576856,-0.3143306,0.008415814,-0.02385174,0.016429219,0.147862968,0.082146093,0.164,-2.972173691,4.404853587,-0.140695204,1,,1,Purkinke,14.8,0.03,94.5,0,0.006,0.209,0.345,0.266,0.084,0.006,0.883,0.476402997
89.49,0.01,6.83,0.333,17.901,19-09-30_YC018,19-09-30_YC018_probe1,249,0,0,0,0,0,0.077539038,0.124153353,0.204359424,0.242308202,0.2200431,0.4,0.485197358,0.23,-0.19204013,0.09258884,-0.01604634,0.022004309,0.198038784,0.110021546,0.22,-6.050325925,3.5553005,-0.386067386,1,,1,Purkinke,10.84,0,102.698,0,0.006,0.255,0.424,0.345,0.14,0.011,1.577,0.373231292
74.6,0.012,7.015,0.321,14.143,19-09-30_YC018,19-09-30_YC018_probe1,251,0,0,0,0,0,0.054328344,0.108922094,0.122363721,0.15937398,0.22704487,0.3,0.635122652,0.2,-0.15339589,0.012391684,-0.015350941,0.022704487,0.204340379,0.113522433,0.227,-4.845466968,5.70884645,-0.325815547,1,,1,Purkinke,16.89,0,83.53,0,0.007,0.267,0.359,0.331,0.124,0.01,1.168,0.527533808
116.54,0.008,6.982,0.207,9.426,19-09-30_YC018,19-09-30_YC018_probe1,252,0,0,0,0,0,0.049876526,0.108847079,0.119577221,0.162862498,0.25390574,0.3,0.268454192,0.2,-0.24010164,0.037727937,-0.014957464,0.025390574,0.228515169,0.126952872,0.254,-4.741282453,5.359141557,-0.709991616,1,,1,Purkinke,18.96,0,121.6,0,0.006,0.164,0.217,0.21,0.054,0.004,1.034,-0.378361878
70.55,0.013,6.915,0.393,19.241,19-09-30_YC018,19-09-30_YC018_probe1,254,0,0,0,0,0,0.064840973,0.129483812,0.138093654,0.167444138,0.23065178,0.33,0.65218861,0.2,-0.1724356,0.12852065,-0.011976998,0.023065178,0.207586603,0.11532589,0.231,-4.760361823,4.437976087,-0.300172245,1,,1,Purkinke,9.93,0.01,83.477,0,0.007,0.319,0.473,0.412,0.186,0.015,1.456,0.540354305
50.12,0.017,6.745,0.38,12.667,19-09-30_YC018,19-09-30_YC018_probe1,256,0,0,0,0,0,0.026971212,0.073814835,0.111151833,0.12840509,0.11039678,0.23,0.111707073,0.149693669,-0.22376163,0.005570004,-0.020957829,0.011039678,0.099357102,0.05519839,0.11,-4.847162962,7.125966529,-0.451148065,1,,1,Purkinke,11.73,0,57.796,0,0.011,0.297,0.464,0.399,0.179,0.014,1.71,-0.352980533
48.15,0.02,6.547,0.72,34.254,19-09-30_YC018,19-09-30_YC018_probe1,270,0,0,0,0,0,0.04321068,0.12018494,0.112792449,0.150789159,0.22985785,0.3,0.467684853,0.2,-0.15153773,0.10624866,0.008085957,0.022985785,0.206872062,0.114928924,0.23,-4.32416622,5.355370962,-0.445279201,2,1,3,Potentially MLI,10.28,0.04,63.744,0,0.006,0.675,0.901,0.827,0.552,0.052,1.771,0.507310466
30.33,0.027,6.794,0.671,28.215,19-09-30_YC018,19-09-30_YC018_probe1,275,0,0,0,0,0,0.065,0.063091265,0.065,0.065,0.6516065,0.13,0.1,0.1,0.037250347,-0.1040899,0.00879779,0.06516065,0.58644585,0.32580325,0.652,-14.36073089,7.567173808,-0.376056943,2,1,3,Potentially MLI,10.3,0.01,50.354,0,0.007,0.616,0.75,0.759,0.486,0.045,1.541,0.060424752
48.65,0.018,6.813,0.594,27.153,19-09-30_YC018,19-09-30_YC018_probe1,281,0,0,0,0,0,0.061818456,0.092974996,0.113265293,0.143992131,0.32852066,0.26,0.244999052,0.199770994,-0.06689595,0.015603631,0.01267016,0.032852066,0.29566859,0.164260328,0.329,-4.374540819,6.53269657,-1.070715364,1,,1,Purkinke,11.71,0.05,61.552,0,0.008,0.538,0.66,0.653,0.387,0.034,1.495,0.188854746
