MFRBlockHz,tf_MedIsi,tf_Entropy,tf_CV2Mean,tf_LvR,SampleP,Sample,Unit,RespPk,RespGo,RespGr,RespMF,RespMLI,wf_RiseTime,wf_PosDecayTime,wf_FallTime,wf_NegDecayTime,wf_MaxAmpNorm,wf_Duration,wf_PosHwDuration,wf_NegHwDuration,wf_Onset,wf_End,wf_Crossing,wf_Pk10,wf_Pk90,wf_Pk50,wf_PkTrRatio,wf_DepolarizationSlope,wf_RepolarizationSlope,wf_RecoverySlope,Cluster_x,Cluster_y,SmallCluster,SmallClusterName,MeanAmpBlock,ACGViolationRatio,tf_MIFRBlockHz,tf_ModeIsi,tf_Perc5Isi,tf_CV2Median,tf_CV,tf_Ir,tf_Lv,tf_Si,tf_skw,wf_EndSlopeTau
168.96,0.005,6.164,0.202,13.339,18-08-30_YC001,18-08-30_YC001_probe1,266,0,0,0,0,0,0.059937999,0.135800194,0.106030572,0.136166933,0.32377255,0.3,0.34632198,0.17,-0.018338913,0.0670426,0.024484125,0.032377255,0.291395295,0.161886275,0.324,-6.044511574,5.574122101,-0.686659744,1,,1,Purkinke,17.17,0,180.596,0,0.004,0.14,0.319,0.207,0.06,0.005,2.637,0.286983103
93.24,0.007,5.304,0.466,34.026,18-08-30_YC001,18-08-30_YC001_probe1,267,0,0,0,0,0,0.061761318,0.135797522,0.106573765,0.139237799,0.38032678,0.3,0.434977561,0.2,-0.12927245,0.14164658,0.024478325,0.038032678,0.3422941,0.190163389,0.38,-4.707539518,5.875645297,-0.660706073,2,4,6,Unknown,16.72,0.01,129.129,0,0.005,0.359,0.889,0.512,0.287,0.026,3.635,0.420701141
1.02,0.832,7.179,0.829,2.07,18-08-30_YC001,18-08-30_YC001_probe1,27,0,0,0,0,0,0.327015867,0.535830835,0.42180784,0.506137277,0.28252763,1.16,0.811202766,0.43,-0.108793445,0.004402659,-0.007997253,0.028252763,0.254274863,0.141263813,0.283,-1.493397113,1.766541576,-0.396912478,3,,2,Complex Spike,43.05,0,1.866,1,0.156,0.808,0.661,0.987,0.704,0.071,0.742,0.380270166
25.04,0.037,7.071,0.414,8.388,18-08-30_YC001,18-08-30_YC001_probe1,272,0,0,0,0,0,0.096037357,0.120655553,0.074095852,0.083653569,0.24297924,0.23,0.217842949,0.23,-0.008335601,-0.0757911,-0.011707456,0.024297924,0.218681319,0.121489622,0.243,-8.738115301,6.025265105,-1.046408898,1,,1,Purkinke,21.91,0,30.189,0,0.017,0.359,0.432,0.435,0.197,0.016,0.916,0.105684341
51.53,0.018,7.263,0.48,21.558,18-08-30_YC001,18-08-30_YC001_probe1,281,0,0,0,0,0,0.166259015,0.43667102,0.118681443,0.187821904,0.21137805,0.7,0.7,0.26,-0.07305524,0.013887048,0.118445579,0.021137805,0.190240248,0.105689026,0.211,-3.03195763,5.003357378,-0.391759344,1,,1,Purkinke,19.01,0,61.994,0,0.009,0.432,0.43,0.508,0.253,0.021,0.782,0.25482839
18.64,0.048,7.182,0.48,8.673,18-08-30_YC001,18-08-30_YC001_probe1,288,0,0,0,0,0,0.153140763,0.183053377,0.187435398,0.219661275,0.40413126,0.53,0.313996565,0.17,-0.06727548,0.018921854,-0.059543965,0.040413126,0.363718137,0.202065632,0.404,-7.14336319,5.905396903,-0.943181625,1,,1,Purkinke,30.01,0,24.587,0,0.018,0.425,0.517,0.51,0.258,0.021,0.941,0.220062039
16,0.033,6.099,0.965,37.243,18-08-30_YC001,18-08-30_YC001_probe1,291,0,0,0,0,0,0.028560114,0.050407391,0.05682234,0.066089123,0.2761925,0.13,0.121897611,0.105,-0.014664112,-0.015948553,-0.070628946,0.027619249,0.248573238,0.138096243,0.276,-8.316711275,12.11389273,-0.988706149,2,3,5,Go + MF,16.76,0,52.655,0,0.005,0.978,1.18,1.245,0.927,0.107,2.203,0.091605013
11.64,0.067,6.977,0.661,12.547,18-08-30_YC001,18-08-30_YC001_probe1,292,0,0,0,0,0,0.07,0.077017061,0.14,0.14,0.5018299,0.14,0.1,0.14,0.029320724,0.010662997,-0.035203215,0.050182992,0.45164693,0.250914961,0.502,-10.36997693,7.09553768,-0.711016836,2,1,3,Potentially MLI,17.63,0,22.088,0,0.014,0.605,0.755,0.744,0.471,0.043,1.274,0.07104866
70.34,0.011,6.551,0.61,43.708,18-08-30_YC001,18-08-30_YC001_probe1,296,0,0,0,0,0,0.049682256,0.12762581,0.112218045,0.143856199,0.24869375,0.3,0.452386434,0.17,-0.07147099,0.10040378,0.020503972,0.024869375,0.223824374,0.124346875,0.249,-5.577130616,5.304285644,-0.460990456,1,,1,Purkinke,14.34,0,102.475,0,0.005,0.558,0.728,0.675,0.411,0.036,1.746,0.503649876
64.02,0.014,7.041,0.384,16.877,18-08-30_YC001,18-08-30_YC001_probe1,298,0,0,0,0,0,0.141700226,0.179221869,0.198850038,0.254876552,0.33106828,0.5,0.409641748,0.23,-0.10432695,0.11557436,-0.013004872,0.033106828,0.29796145,0.165534139,0.331,-6.962300047,3.079284092,-0.631992624,1,,1,Purkinke,18.83,0,74.195,0,0.008,0.328,0.415,0.4,0.17,0.013,1.205,0.383817967
11.77,0.063,6.839,0.676,13.386,18-08-30_YC001,18-08-30_YC001_probe1,302,0,0,0,0,0,0.07,0.066655116,0.14,0.14,0.4014059,0.14,0.1,0.14,0.021102168,-0.041589107,-0.01284612,0.04014059,0.361265311,0.20070295,0.401,-10.47740923,5.467600493,-0.612338122,2,1,3,Potentially MLI,16.02,0,24.022,0,0.014,0.623,0.828,0.764,0.489,0.045,1.425,0.089776499
69.85,0.014,7.308,0.251,8.315,18-08-30_YC001,18-08-30_YC001_probe1,303,1,0,0,0,0,0.0537796,0.101113084,0.097918778,0.137777171,0.36944678,0.26,0.356985888,0.14,-0.026160624,0.11593765,0.006775037,0.036944678,0.332502106,0.184723392,0.369,-7.901246843,6.560473142,-0.701824949,1,,1,Purkinke,24.12,0,74.643,0,0.009,0.215,0.256,0.255,0.073,0.005,0.478,0.335888552
109.22,0.008,6.712,0.321,19.848,18-08-30_YC001,18-08-30_YC001_probe1,304,0,0,0,0,0,0.07803132,0.153319131,0.114662906,0.144161274,0.36690575,0.33,0.471114614,0.27,-0.09315949,0.12988831,0.028681024,0.036690575,0.330215174,0.183452874,0.367,-3.114029046,4.973633077,-0.626816259,1,,1,Purkinke,14.8,0,121.138,0,0.006,0.248,0.377,0.333,0.13,0.01,1.747,0.385190079
49.26,0.019,7.085,0.309,8.796,18-08-30_YC001,18-08-30_YC001_probe1,315,1,0,0,0,0,0.084421018,0.141719274,0.102843389,0.12757161,0.41815943,0.3,0.405809366,0.16,-0.053172484,0.13438249,0.025639022,0.041815943,0.376343483,0.209079713,0.418,-4.921201103,5.699197517,-0.781831814,1,,1,Purkinke,26.12,0,54.313,0,0.012,0.266,0.324,0.317,0.111,0.008,0.932,0.366526398
184.93,0.005,6.385,0.282,27.193,18-08-30_YC001,18-08-30_YC001_probe1,357,0,0,0,0,0,0.064749515,0.122840568,0.114090166,0.149794689,0.35483396,0.3,0.510367182,0.2,-0.09289535,0.16121045,0.009958472,0.035483396,0.319350564,0.17741698,0.355,-4.370394478,5.65104424,-0.547344692,1,,1,Purkinke,15.82,0,206.079,0,0.004,0.188,0.407,0.292,0.112,0.009,2.123,0.479191146
139.05,0.006,6.557,0.333,26.856,18-08-30_YC001,18-08-30_YC001_probe1,358,0,0,0,0,0,0.095878508,0.147849816,0.217937114,0.280227953,0.4148983,0.46,0.418310001,0.27,-0.07748617,0.1408423,-0.001945002,0.041489831,0.373408476,0.207449153,0.415,-6.755768829,3.700393988,-0.726620798,1,,1,Purkinke,22.39,0,161.29,0,0.004,0.253,0.47,0.347,0.143,0.011,1.978,0.391667851
177.94,0.005,5.831,0.259,25.794,18-08-30_YC001,18-08-30_YC001_probe1,359,0,0,0,0,0,0.063066251,0.12632289,0.136493791,0.173918591,0.27413216,0.33,0.377136463,0.17,-0.01289964,0.059698083,-0.009871819,0.027413216,0.246718946,0.137066081,0.274,-6.477055146,4.720799416,-0.537698663,1,,1,Purkinke,14.89,0,201.372,0,0.004,0.122,0.475,0.272,0.119,0.01,2.83,0.270122063
61.61,0.015,7.205,0.335,12.743,18-08-30_YC001,18-08-30_YC001_probe1,362,0,0,0,0,0,0.045413824,0.104577322,0.089888651,0.111043264,0.38791546,0.23,0.368127249,0.16,-0.037625153,0.08951812,-0.010636363,0.038791546,0.349123916,0.193957731,0.388,-5.661673536,7.657711074,-0.813218774,1,,1,Purkinke,26.1,0,69.156,0,0.009,0.289,0.348,0.345,0.129,0.01,0.817,0.315041391
27.51,0.03,6.623,0.513,16.924,18-08-30_YC001,18-08-30_YC001_probe1,369,0,0,0,0,0,0.032239398,0.04752569,0.061405419,0.070297988,0.28373668,0.13,0.169106574,0.105,-0.009025234,0.022701556,-0.06730749,0.028373668,0.255363008,0.141868338,0.284,-8.019740451,11.83402043,-0.917588852,1,,1,Purkinke,17.5,0,41.965,0,0.009,0.432,0.686,0.561,0.309,0.027,1.869,0.146448901
101.95,0.008,6.857,0.419,30.414,18-08-30_YC001,18-08-30_YC001_probe1,376,1,0,0,0,0,0.093286956,0.194542284,0.174291567,0.292309231,0.3638236,0.53,0.55347436,0.33,-0.13843064,0.16097927,0.032754955,0.036382359,0.327441233,0.181911796,0.364,-6.076357758,3.308849602,-0.582659425,1,,1,Purkinke,15.22,0.01,120.734,0,0.005,0.353,0.47,0.441,0.205,0.016,1.468,0.45908966
34.64,0.023,6.613,0.63,29.141,18-08-30_YC001,18-08-30_YC001_probe1,377,0,0,0,0,0,0.035,0.016503048,0.07,0.07,0.31525496,0.07,0.03,0.07,0.020793123,-0.01262787,0,0.031525496,0.283729461,0.157627478,0.315,-19.10283168,8.571760037,-1.127925319,1,,1,Purkinke,13.7,0.01,55.536,0,0.007,0.567,0.732,0.703,0.433,0.039,1.776,0.140235544
2.62,0.135,5.924,1.213,23.25,18-08-30_YC001,18-08-30_YC001_probe1,396,0,0,0,0,0,0.086059042,0.158476321,0.098591932,0.115282352,0.3992286,0.3,0.402321256,0.16,-0.052269682,0.08897757,0.020935404,0.03992286,0.359305742,0.199614301,0.399,-5.036644612,5.552507217,-0.720693552,2,2,4,Granule,19.31,0.05,75.663,0,0.003,1.336,1.258,2.293,1.463,0.303,1.309,0.317444349
48.43,0.009,4.303,0.685,77.102,18-08-30_YC001,18-08-30_YC001_probe1,398,0,0,0,0,0,0.051223881,0.071886011,0.065034537,0.075466429,0.5996762,0.16,0.147489012,0.12,-0.000260175,0.02990822,-0.007154796,0.059967619,0.539708573,0.299838096,0.6,-17.17797373,12.08977252,-2.219788615,2,3,5,Go + MF,22.2,0,145.682,0,0.002,0.59,1.871,0.811,0.532,0.055,5.358,0.095599341
15.01,0.055,7.053,0.505,8.559,18-08-30_YC001,18-08-30_YC001_probe1,399,0,0,0,0,0,0.152312496,0.203172132,0.206424737,0.254678339,0.5806905,0.5,0.365330611,0.23,-0.05621623,0.0602529,-0.007320325,0.05806905,0.522621453,0.290345252,0.581,-7.057842811,3.613108301,-1.330756794,1,,1,Purkinke,15.92,0,22.644,0,0.018,0.438,0.643,0.543,0.29,0.024,1.154,0.218140136
0.4,1.622,5.538,0.981,1.795,18-08-30_YC001,18-08-30_YC001_probe1,44,0,0,0,0,0,0.033319635,0.0826904,0.074437418,0.104166667,0.2907104,0.2,0.144004239,0.1,-0.008014572,0.0571949,-0.029929571,0.029071039,0.261639351,0.145355195,0.291,-8.645813726,8.652094856,-0.932522651,3,,2,Complex Spike,13.11,0,1.098,7,0.287,0.992,1.032,1.205,0.892,0.094,2.252,0.081497965
24.47,0.037,7.173,0.579,16.792,18-08-30_YC001,18-08-30_YC001_probe1,45,0,0,0,0,0,0.03622965,0.082408879,0.07786757,0.098827388,0.23742056,0.2,0.213654955,0.14,-0.011805772,0.01896578,-0.025690802,0.023742056,0.213678503,0.118710279,0.237,-8.25207542,8.079571389,-0.63207353,1,,1,Purkinke,16.59,0,33.405,0,0.013,0.526,0.528,0.632,0.367,0.032,0.872,0.170229904
12.06,0.068,6.948,0.61,8.421,18-08-30_YC001,18-08-30_YC001_probe1,46,0,0,0,0,0,0.104678996,0.266106,0.144677797,0.192157989,0.3846808,0.5,0.467310207,0.2,-0.06120862,0.028574135,0.040843092,0.038468081,0.346212727,0.192340404,0.385,-6.218605992,4.842782688,-0.872175032,2,1,3,Potentially MLI,14.04,0,16.952,0,0.027,0.564,0.617,0.67,0.399,0.035,1.34,0.204949846
1.49,0.559,7.1,0.782,2.428,18-08-30_YC001,18-08-30_YC001_probe1,465,0,0,0,0,0,0.06881016,0.130684466,0.073189912,0.116292356,0.703475,0.27,0.370407245,0.27,0.000175737,0.18352956,0.067144368,0.0703475,0.633127499,0.351737499,0.703,-8.704878369,8.235571967,-1.353679012,3,,2,Complex Spike,34.57,0,2.643,2,0.128,0.755,0.687,0.912,0.631,0.061,0.946,0.287257361
7.33,0.055,5.999,1.076,27.626,18-08-30_YC001,18-08-30_YC001_probe1,48,0,0,0,0,0,0.051885008,0.094392162,0.072542684,0.091620739,0.5731086,0.2,0.250247249,0.13,-0.028391065,0.041633967,-0.014992451,0.057310861,0.515797752,0.286554307,0.573,-7.525660223,10.08592296,-1.66746623,2,3,5,Go + MF,14.09,0,38.165,0,0.007,1.13,1.276,1.478,1.12,0.142,1.863,0.185417834
1.33,0.657,7.256,0.822,2.542,18-08-30_YC001,18-08-30_YC001_probe1,494,0,0,0,0,0,0.261818197,0.354743695,0.393687191,0.453509944,0.31668848,0.9,0.483745971,0.4,-0.049856294,0.040973015,-0.017243857,0.031668848,0.28501963,0.158344239,0.317,-2.064673859,1.589421037,-0.708122557,3,,2,Complex Spike,26.46,0,2.518,2,0.118,0.807,0.657,0.983,0.698,0.071,0.697,0.20944732
137.18,0.006,6.659,0.325,25.737,18-08-30_YC001,18-08-30_YC001_probe1,54,0,0,0,0,0,0.046536492,0.105073037,0.097394043,0.133559053,0.31740955,0.26,0.39015609,0.17,-0.010799056,0.09418306,0.006488893,0.031740955,0.285668591,0.158704773,0.317,-6.903119398,6.409294731,-0.61823521,1,,1,Purkinke,20.14,0,159.29,0,0.004,0.239,0.46,0.338,0.139,0.011,1.792,0.355031401
167.26,0.005,5.502,0.235,21.519,18-08-30_YC001,18-08-30_YC001_probe1,565,0,0,0,0,0,0.085,0.067888442,0.17,0.17,0.23838899,0.17,0.085,0.17,0.013738899,0.026186131,0.046580508,0.023838899,0.214550087,0.119194493,0.238,-8.457058151,4.966845765,-0.167609514,1,,1,Purkinke,15.3,0,191.832,0,0.004,0.098,0.537,0.248,0.112,0.009,3.526,0.101540343
1.3,0.656,7.167,0.768,2.163,18-08-30_YC001,18-08-30_YC001_probe1,69,0,0,0,0,0,0.211735978,0.414517164,0.362906219,0.437948,0.20460312,0.96,0.565169446,0.37,-0.014797721,0.00938784,0.014075378,0.020460312,0.184142809,0.10230156,0.205,-1.875568161,1.66711833,-0.366814928,3,,2,Complex Spike,29.72,0,2.274,2,0.14,0.725,0.657,0.897,0.616,0.06,0.856,0.224633987
10.27,0.065,6.867,0.838,17.094,18-08-30_YC001,18-08-30_YC001_probe1,70,0,0,0,0,0,0.132754322,0.187440948,0.18432196,0.210975914,0.45285395,0.43,0.341556421,0.17,-0.044066828,0.05566897,-0.010794694,0.045285395,0.407568553,0.226426974,0.453,-7.23119328,3.76929001,-1.139730342,2,1,3,Potentially MLI,15.99,0.01,25.183,0,0.012,0.815,0.913,1.007,0.72,0.074,1.362,0.222141528
1.02,0.867,7.202,0.845,2.501,18-08-30_YC001,18-08-30_YC001_probe1,71,0,0,0,0,0,0.483632584,0.525102588,0.47934751,0.549197906,0.290771,1.3,0.452624656,0.43,-0.001930935,0.012457055,0.011256021,0.029077101,0.261693907,0.145385504,0.291,-1.204359854,1.69422379,-0.42072759,3,,2,Complex Spike,21.28,0,2.622,2,0.15,0.791,0.676,1.033,0.738,0.079,0.707,0.368953757
11.47,0.065,7.006,0.778,13.986,18-08-30_YC001,18-08-30_YC001_probe1,76,0,0,0,0,0,0.1050532,0.144322661,0.226022793,0.286411466,0.5889927,0.46,0.336757801,0.3,-0.06388554,0.07762155,0.008741103,0.058899271,0.530093443,0.294496357,0.589,-7.204772892,3.874842375,-1.339163035,2,1,3,Potentially MLI,14.35,0,21.462,0,0.017,0.743,0.776,0.907,0.627,0.061,1.175,0.232913422
16.92,0.044,6.767,0.728,19.012,18-08-30_YC001,18-08-30_YC001_probe1,78,0,0,0,0,0,0.138135707,0.198739764,0.120752331,0.15500764,0.4633723,0.4,0.40648849,0.24,-0.034858968,0.09142849,0.032971596,0.046337229,0.417035061,0.231686145,0.463,-4.244872645,4.219566065,-0.90052279,2,1,3,Potentially MLI,13.68,0.01,31.596,0,0.011,0.67,0.801,0.836,0.562,0.053,1.381,0.260497488
1.5,0.579,7.187,0.82,2.781,18-08-30_YC001,18-08-30_YC001_probe1,82,0,0,0,0,0,0.185,0.113610886,0.138581253,0.240219105,0.3999712,0.37,0.17,0.44,0.006198761,-0.004081185,0.002798894,0.039997119,0.359974068,0.199985594,0.4,-4.819116695,1.902006889,-0.567921278,3,,2,Complex Spike,18.11,0,2.905,1,0.099,0.778,0.683,0.979,0.693,0.07,0.779,0.24835977
35.17,0.025,6.992,0.483,17.051,18-08-30_YC001,18-08-30_YC001_probe1,83,0,0,0,0,0,0.09415906,0.184739822,0.15471043,0.194529636,0.57678306,0.4,0.37718844,0.2,-0.031016307,0.06931032,-0.033001529,0.057678306,0.519104755,0.288391531,0.577,-7.054091862,4.976716342,-1.218256969,1,,1,Purkinke,17.27,0,47.65,0,0.009,0.421,0.564,0.515,0.264,0.022,1.288,0.227696631
1.6,0.538,7.208,0.779,2.589,18-08-30_YC001,18-08-30_YC001_probe1,86,0,0,0,0,0,0.415931685,0.464602883,0.512685578,0.598506642,0.22691417,1.4,0.501255838,0.47,-0.003242652,0.003414138,-0.027669533,0.022691417,0.204222751,0.113457084,0.227,-0.855652384,1.488810901,-0.428690425,3,,2,Complex Spike,33.11,0,2.816,3,0.11,0.733,0.653,0.914,0.631,0.062,0.856,0.480690156
1.34,0.633,7.084,0.805,2.328,18-08-30_YC001,18-08-30_YC001_probe1,89,0,0,0,0,0,0.195838611,0.219549603,0.160014546,0.26467075,0.26549074,0.4,0.24,0.47,0.011152344,0.013336139,0.005525028,0.026549074,0.238941666,0.13274537,0.265,-4.031833574,1.966053077,-0.317643672,3,,2,Complex Spike,17.03,0,2.37,2,0.137,0.786,0.676,0.945,0.663,0.065,0.896,0.216132371
1.61,0.525,7.147,0.814,2.808,18-08-30_YC001,18-08-30_YC001_probe1,93,0,0,0,0,0,0.165,0.132027136,0.105920793,0.187297493,0.82617575,0.33,0.23,0.4,-0.010476693,-0.29144824,-0.041354823,0.082617575,0.743558174,0.413087875,0.826,-6.894485262,1.954477509,0,3,,2,Complex Spike,30.56,0,3.037,1,0.104,0.774,0.694,0.967,0.682,0.069,0.882,0.380122451
15.15,0.046,6.763,0.702,15.846,18-08-30_YC001,18-08-30_YC001_probe1,99,0,0,0,0,0,0.141620264,0.198368598,0.22734035,0.267756157,0.4830864,0.5,0.361570892,0.2,-0.060851503,0.05532877,-0.024147777,0.048308641,0.434777766,0.241543204,0.483,-7.132126763,3.365688212,-1.07094826,2,1,3,Potentially MLI,15.67,0,29.729,0,0.012,0.65,0.87,0.801,0.524,0.049,1.619,0.225351805
2.21,0.152,5.2,1.1,17.934,18-08-30_YC002,18-08-30_YC002_probe1,10,0,0,0,0,0,0.044472427,0.061604565,0.049494295,0.056199779,0.5485025,0.13,0.06636435,0.13,0.002299332,-0.07314786,-0.011379114,0.05485025,0.493652254,0.274251252,0.549,-9.852657853,14.09892663,-2.023539018,2,2,4,Granule,19.72,0,32.075,0,0.006,1.147,1.624,1.657,1.182,0.178,2.88,0.066983187
4.51,0.12,6.048,0.79,26.107,18-08-30_YC002,18-08-30_YC002_probe1,103,0,0,0,0,0,0.035,0.028016119,0.035,0.035,0.35594425,0.07,0.03,0.07,0.005123786,0.004185794,0,0.035594425,0.320349821,0.177972123,0.356,-12.70498087,9.70418355,-0.679943653,2,1,3,Potentially MLI,17.58,0.05,44.501,0,0.004,0.743,1.23,0.975,0.668,0.075,2.079,0.186258986
25.25,0.027,6.425,0.761,39.484,18-08-30_YC002,18-08-30_YC002_probe1,106,0,0,0,0,0,0.035,0.01786069,0.035,0.035,0.5258597,0.07,0.03,0.07,0.018608635,-0.02409848,0,0.052585971,0.473273742,0.262929857,0.526,-29.44229543,11.53425136,-1.845366981,2,1,3,Potentially MLI,14.33,0.01,61.422,0,0.005,0.707,0.984,0.898,0.614,0.062,2.037,6.321102688
84.76,0.01,6.937,0.482,32.95,18-08-30_YC002,18-08-30_YC002_probe1,111,0,0,0,0,0,0.037569966,0.094492852,0.068357823,0.090441194,0.41136456,0.2,0.17039931,0.1,-0.00697946,-0.003680074,-0.001948465,0.041136456,0.3702281,0.205682278,0.411,-8.503203251,9.640270485,-1.410513484,1,,1,Purkinke,17.9,0,103.319,0,0.006,0.426,0.496,0.512,0.259,0.021,1.366,0.106990747
4.58,0.15,6.738,0.853,9.388,18-08-30_YC002,18-08-30_YC002_probe1,12,0,0,0,0,0,0.108155222,0.186507996,0.09199215,0.117933731,0.76937646,0.33,0.281337912,0.16,-0.020054394,-0.021167846,0.042206075,0.076937646,0.692438811,0.384688228,0.769,-5.230639258,6.43386184,-2.530767362,2,1,3,Potentially MLI,16.35,0.05,13.585,0,0.019,0.817,0.943,1.051,0.759,0.082,1.382,0.142675008
9.31,0.089,7.029,0.596,6.381,18-08-30_YC002,18-08-30_YC002_probe1,123,0,0,0,0,0,0.083844319,0.149779645,0.133287816,0.154657253,0.5031862,0.33,0.343732175,0.17,-0.025786266,0.004124683,0.001544505,0.050318623,0.452867603,0.251593113,0.503,-8.7941123,5.44232937,-1.284958272,2,1,3,Potentially MLI,16.06,0,13.028,0,0.035,0.543,0.601,0.652,0.385,0.033,1.221,0.19522108
7.35,0.101,6.486,0.676,8.197,18-08-30_YC002,18-08-30_YC002_probe1,129,0,0,0,0,0,0.03414252,0.07711512,0.058096164,0.0665384,0.28852963,0.16,0.122117939,0.16,-0.016540226,0.017659867,-0.014494815,0.028852963,0.259676671,0.144264817,0.289,-16.8701639,14.15502081,-0.958604631,2,1,3,Potentially MLI,14.21,0.02,13.969,0,0.023,0.605,0.856,0.778,0.505,0.049,2.08,0.081171967
11.26,0.075,6.811,0.763,16.099,18-08-30_YC002,18-08-30_YC002_probe1,140,0,0,0,0,0,0.034579523,0.07120294,0.039537396,0.048841154,0.84137356,0.13,0.11850582,0.07,-0.020381529,-0.10862583,0.004402724,0.084137356,0.757236207,0.420686781,0.841,-24.25158777,18.64333941,-3.441830763,2,1,3,Potentially MLI,13.15,0.01,24.338,0,0.012,0.678,0.741,0.915,0.63,0.066,1.169,-0.94705566
27.03,0.035,7.045,0.41,10.829,18-08-30_YC002,18-08-30_YC002_probe1,142,0,0,0,0,0,0.050308009,0.095851537,0.076784685,0.086058842,0.25689787,0.2,0.201272952,0.2,-0.007174913,-0.008675615,-0.015978955,0.025689787,0.23120808,0.128448933,0.257,-8.57308259,7.832162634,-0.950841419,1,,1,Purkinke,15.16,0.01,38.267,0,0.01,0.339,0.525,0.434,0.202,0.017,0.884,0.118739746
15.77,0.047,6.782,0.95,40.301,18-08-30_YC002,18-08-30_YC002_probe1,144,0,0,0,0,0,0.046835821,0.094254683,0.069639758,0.092765583,0.5507791,0.2,0.077580481,0.13,-0.03577548,-0.034232214,-0.018031891,0.05507791,0.495701194,0.275389552,0.551,-8.753343797,10.22614316,-3.135927286,2,3,5,Go + MF,24.68,0,58.782,0,0.004,0.927,0.941,1.239,0.918,0.109,1.314,0.057029073
21.15,0.029,6.298,0.687,23.013,18-08-30_YC002,18-08-30_YC002_probe1,147,0,0,0,0,0,0.039156495,0.099510771,0.070870371,0.080701183,0.20754236,0.2,0.135120203,0.07,-0.010498811,0.008989855,-0.010354479,0.020754236,0.186788124,0.10377118,0.208,-16.20493741,10.62657852,-0.725660871,2,1,3,Potentially MLI,18.33,0,47.446,0,0.007,0.612,1.056,0.795,0.521,0.051,2.166,0.083619356
6.44,0.064,5.247,0.832,12.822,18-08-30_YC002,18-08-30_YC002_probe1,149,0,0,0,0,0,0.052018194,0.084273296,0.086423882,0.098980993,0.3091371,0.2,0.145534765,0.1,-0.011111481,0.01506888,-0.017849445,0.030913711,0.278223395,0.154568553,0.309,-17.63440222,9.366497408,-1.072972289,2,3,5,Go + MF,14.17,0,22.843,0,0.014,0.757,1.653,1.052,0.742,0.085,3.04,0.086072876
22.62,0.029,6.513,1.004,61.462,18-08-30_YC002,18-08-30_YC002_probe1,153,0,0,0,0,0,0.035,0.012135341,0.035,0.035,0.22332406,0.07,0.03,0.07,0.000428176,0.022549849,0,0.022332406,0.200991654,0.11166203,0.223,-18.40278407,9.236632328,-0.667803996,2,3,5,Go + MF,17.21,0,83.369,0,0.003,1.023,1.025,1.338,1.001,0.122,1.713,0.136626166
7.81,0.08,6.145,0.758,10.724,18-08-30_YC002,18-08-30_YC002_probe1,157,0,0,0,0,0,0.050337683,0.087827256,0.080368307,0.099038452,0.50789833,0.2,0.211893202,0.13,-0.03896092,0.031250466,-0.017306579,0.050789833,0.457108498,0.253949165,0.508,-6.817193689,9.503476826,-1.522662111,2,1,3,Potentially MLI,14.34,0,17.106,0,0.021,0.715,1.056,0.885,0.606,0.059,2.312,0.157108232
10.73,0.045,6.361,0.923,33.882,18-08-30_YC002,18-08-30_YC002_probe1,158,0,0,0,0,0,0.07,0.078812015,0.07,0.07,0.25473616,0.14,0.1,0.07,-0.000571521,0.010234176,-0.052245556,0.025473616,0.22926254,0.127368078,0.255,-6.320265381,5.664729553,-0.367287039,2,3,5,Go + MF,13.71,0,46.683,0,0.005,0.905,1.109,1.185,0.865,0.1,2.063,0.318622647
31.52,0.023,6.71,0.778,41.08,18-08-30_YC002,18-08-30_YC002_probe1,16,0,0,0,0,0,0.048733273,0.083635715,0.089066301,0.105190323,0.44094288,0.2,0.177934678,0.13,-0.011650928,-0.007845596,-0.013157574,0.044094288,0.396848595,0.220471442,0.441,-7.263432832,8.989783505,-1.613886088,2,1,3,Potentially MLI,13.64,0,63.243,0,0.005,0.735,0.863,0.919,0.636,0.064,1.62,0.108797094
7.3,0.134,6.517,0.879,10.124,18-08-30_YC002,18-08-30_YC002_probe1,163,0,0,0,0,0,0.05,0.035654966,0.15,0.15,0.5265954,0.1,0.07,0.17,0.027040642,0.001275372,0,0.052659541,0.473935872,0.263297707,0.527,-17.44989355,4.56866301,-1.265738568,2,1,3,Potentially MLI,13.67,0,13.665,0,0.02,0.852,1.034,1.091,0.792,0.086,1.748,0.082700876
11.81,0.063,6.626,0.834,23.021,18-08-30_YC002,18-08-30_YC002_probe1,169,0,0,0,0,0,0.05,0.024708863,0.05,0.05,0.57800674,0.1,0.03,0.14,0.029410778,-0.018079603,0,0.057800674,0.52020607,0.289003372,0.578,-21.79290203,9.792816018,-1.678796723,2,1,3,Potentially MLI,13.94,0,32.083,0,0.008,0.79,0.901,1.031,0.734,0.08,1.731,0.171602313
16.54,0.021,5.566,1.01,57.429,18-08-30_YC002,18-08-30_YC002_probe1,170,0,0,0,0,0,0.07,0.066875821,0.07,0.07,0.26478073,0.14,0.1,0.1,0.014172334,0.024673035,-0.013649006,0.026478073,0.238302657,0.132390365,0.265,-8.480173094,8.055360426,-0.445597121,2,3,5,Go + MF,16.91,0,94.818,0,0.003,1.006,1.446,1.398,1.029,0.135,2.458,0.051316125
