"Sample","SampleP","Unit","MFRBlockHz","MeanAmpBlock","ACGViolationRatio","tf_MIFRBlockHz","tf_MedIsi","tf_ModeIsi","tf_Perc5Isi","tf_Entropy","tf_CV2Mean","tf_CV2Median","tf_CV","tf_Ir","tf_Lv","tf_LvR","tf_Si","tf_skw","wf_RiseTime","wf_PosDecayTime","wf_FallTime","wf_NegDecayTime","wf_MaxAmpNorm","wf_Duration","wf_PosHwDuration","wf_NegHwDuration","wf_Onset","wf_End","wf_Crossing","wf_Pk10","wf_Pk90","wf_Pk50","wf_PkTrRatio","wf_DepolarizationSlope","wf_RepolarizationSlope","wf_RecoverySlope","wf_EndSlopeTau","Cluster_x","Cluster_y","SmallCluster","SmallClusterName","RespPk","RespGo","RespGr","RespMF","RespMLI","ClusterACG","Cluster","ClusterNo","NewCluster"
"18-08-30_YC001_probe1","18-08-30_YC001",69,1.3,29.72,0,2.274,0.656,2,0.14,7.167,0.768,0.725,0.657,0.897,0.616,2.163,0.06,0.856,0.211735978,0.414517164,0.362906219,0.437948,0.20460312,0.96,0.565169446,0.37,-0.014797721,0.00938784,0.014075378,0.020460312,0.184142809,0.10230156,0.205,-1.875568161,1.66711833,-0.366814928,0.224633987,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC001_probe1","18-08-30_YC001",71,1.02,21.28,0,2.622,0.867,2,0.15,7.202,0.845,0.791,0.676,1.033,0.738,2.501,0.079,0.707,0.483632584,0.525102588,0.47934751,0.549197906,0.290771,1.3,0.452624656,0.43,-0.001930935,0.012457055,0.011256021,0.029077101,0.261693907,0.145385504,0.291,-1.204359854,1.69422379,-0.42072759,0.368953757,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC001_probe1","18-08-30_YC001",82,1.5,18.11,0,2.905,0.579,1,0.099,7.187,0.82,0.778,0.683,0.979,0.693,2.781,0.07,0.779,0.185,0.113610886,0.138581253,0.240219105,0.3999712,0.37,0.17,0.44,0.006198761,-0.004081185,0.002798894,0.039997119,0.359974068,0.199985594,0.4,-4.819116695,1.902006889,-0.567921278,0.24835977,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC001_probe1","18-08-30_YC001",86,1.6,33.11,0,2.816,0.538,3,0.11,7.208,0.779,0.733,0.653,0.914,0.631,2.589,0.062,0.856,0.415931685,0.464602883,0.512685578,0.598506642,0.22691417,1.4,0.501255838,0.47,-0.003242652,0.003414138,-0.027669533,0.022691417,0.204222751,0.113457084,0.227,-0.855652384,1.488810901,-0.428690425,0.480690156,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC001_probe1","18-08-30_YC001",89,1.34,17.03,0,2.37,0.633,2,0.137,7.084,0.805,0.786,0.676,0.945,0.663,2.328,0.065,0.896,0.195838611,0.219549603,0.160014546,0.26467075,0.26549074,0.4,0.24,0.47,0.011152344,0.013336139,0.005525028,0.026549074,0.238941666,0.13274537,0.265,-4.031833574,1.966053077,-0.317643672,0.216132371,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC001_probe1","18-08-30_YC001",93,1.61,30.56,0,3.037,0.525,1,0.104,7.147,0.814,0.774,0.694,0.967,0.682,2.808,0.069,0.882,0.165,0.132027136,0.105920793,0.187297493,0.82617575,0.33,0.23,0.4,-0.010476693,-0.29144824,-0.041354823,0.082617575,0.743558174,0.413087875,0.826,-6.894485262,1.954477509,0,0.380122451,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC002_probe1","18-08-30_YC002",21,0.35,13.36,0,3.14,1.801,3,0.057,5.281,0.983,1.025,1.034,1.478,1.065,2.709,0.159,1.253,0.048747743,0.066230001,0.069367655,0.079065421,0.38821137,0.16,0.083959976,0.12,-0.028455285,-0.0300813,-0.019837715,0.038821137,0.349390233,0.194105685,0.388,-7.794715438,10.13594802,-1.513430474,0.078112409,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,2
"18-08-30_YC002_probe1","18-08-30_YC002",272,1.37,21.66,0,1.842,0.661,6,0.234,7.206,0.599,0.538,0.494,0.656,0.387,1.329,0.034,0.624,0.064488686,0.123592496,0.076078229,0.090227373,0.5961218,0.23,0.361041422,0.13,-0.01662117,0.16578142,-0.009460349,0.059612179,0.536509609,0.298060894,0.596,-8.033785894,8.54001515,-1.083448691,0.287537614,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC002_probe1","18-08-30_YC002",275,1.75,18.19,0,2.703,0.505,2,0.134,7.254,0.722,0.686,0.598,0.825,0.548,2.253,0.051,0.771,0.505229959,0.594366154,0.371392919,0.478662651,0.37362733,1.23,0.691915186,0.47,-0.04372777,0.000997004,0.037609687,0.037362733,0.336264601,0.186813667,0.374,-0.820649637,2.045602622,-0.517919663,0.235013821,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
"18-08-30_YC002_probe1","18-08-30_YC002",39,1.94,24.41,0,2.995,0.458,1,0.123,7.23,0.719,0.679,0.597,0.819,0.545,2.439,0.051,0.719,0.183583747,0.246837376,0.425419378,0.480838799,0.35670888,0.8,0.454055229,0.53,-0.0522864,0.04897342,0.015685043,0.035670888,0.321037996,0.178354442,0.357,-2.771217712,1.835503784,-0.658938828,0.210669908,3,NA,2,"Complex Spike",0,0,0,0,0,2,"CS",2,1
