"Sample","SampleP","Unit","MFRBlockHz","MeanAmpBlock","ACGViolationRatio","tf_MIFRBlockHz","tf_MedIsi","tf_ModeIsi","tf_Perc5Isi","tf_Entropy","tf_CV2Mean","tf_CV2Median","tf_CV","tf_Ir","tf_Lv","tf_LvR","tf_Si","tf_skw","wf_RiseTime","wf_PosDecayTime","wf_FallTime","wf_NegDecayTime","wf_MaxAmpNorm","wf_Duration","wf_PosHwDuration","wf_NegHwDuration","wf_Onset","wf_End","wf_Crossing","wf_Pk10","wf_Pk90","wf_Pk50","wf_PkTrRatio","wf_DepolarizationSlope","wf_RepolarizationSlope","wf_RecoverySlope","wf_EndSlopeTau","Cluster_x","Cluster_y","SmallCluster","SmallClusterName","RespPk","RespGo","RespGr","RespMF","RespMLI","ClusterACG","Cluster","ClusterNo","NewCluster"
"18-12-13_YC008_probe1","18-12-13_YC008",11,18.83,17.37,0.02,21.208,0.049,0,0.029,7.158,0.345,0.294,0.366,0.356,0.138,4.192,0.011,1.015,0.120546856,0.217767415,0.123213635,0.142808203,0.32251233,0.4,0.442439387,0.13,-0.08720812,0.016369628,0.022406778,0.032251233,0.290261096,0.161256164,0.323,-6.747691988,5.791608868,-0.709559443,0.269238948,1,NA,1,"Purkinke",0,0,0,0,0,1,"Pk",1,3
"18-12-13_YC008_probe1","18-12-13_YC008",12,26.59,14.2,0,31.839,0.033,0,0.018,7.01,0.447,0.393,0.464,0.471,0.225,9.402,0.018,1.288,0.077350753,0.139354104,0.110468746,0.131440196,0.34799474,0.3,0.387547057,0.13,-0.06502723,0.09918874,0.013219298,0.034799474,0.31319527,0.173997372,0.348,-6.832486198,5.408880593,-0.652072947,0.30681392,1,NA,1,"Purkinke",0,0,0,0,0,1,"Pk",1,3
"18-12-13_YC008_probe1","18-12-13_YC008",15,55.63,18.35,0,63.419,0.017,0,0.009,7.16,0.346,0.299,0.368,0.357,0.137,12.409,0.011,0.848,0.061552348,0.108164675,0.114058368,0.137147392,0.34094957,0.27,0.350576414,0.14,-0.04504999,0.101635806,-0.012633917,0.034094957,0.306854609,0.170474783,0.341,-7.728862634,6.085855654,-0.742430737,0.30726267,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1,3
"18-12-13_YC008_probe1","18-12-13_YC008",212,35.31,18.15,0,47.182,0.024,0,0.01,6.817,0.579,0.529,0.593,0.63,0.363,20.614,0.031,1.507,0.060883052,0.14207059,0.094328519,0.128393234,0.34937054,0.3,0.363233469,0.17,-0.045082323,0.08894493,0.029018484,0.034937054,0.314433485,0.17468527,0.349,-6.871386688,5.756744165,-0.757509191,0.351490394,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1,1
"18-12-13_YC008_probe1","18-12-13_YC008",24,26.09,20.87,0,26.016,0.039,0,0.025,6.683,0.297,0.24,0.386,0.305,0.106,3.892,0.008,1.639,0.083350582,0.108395616,0.131661731,0.165620629,0.47043702,0.3,0.398205172,0.17,-0.057453636,0.16750267,-0.015797523,0.047043702,0.423393318,0.23521851,0.47,-6.882308051,5.614900654,-0.825522477,0.363679135,1,NA,1,"Purkinke",0,0,0,0,0,1,"Pk",1,3
"18-12-13_YC008_probe1","18-12-13_YC008",268,61.37,14.03,0,80.934,0.012,0,0.007,6.523,0.509,0.432,0.631,0.55,0.302,26.848,0.026,1.784,0.142555943,0.196685914,0.26076409,0.356958207,0.38542843,0.6,0.426332411,0.3,-0.10721219,0.1017833,-0.029977692,0.038542843,0.346885586,0.192714214,0.385,-6.542285121,2.700080721,-0.692304029,0.311582675,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1,1
"18-12-13_YC008_probe1","18-12-13_YC008",303,96.33,21.41,0,106.137,0.009,0,0.006,7.038,0.355,0.31,0.339,0.366,0.143,20.635,0.011,1.127,0.11036243,0.141321806,0.182818604,0.225322521,0.48026183,0.4,0.418082752,0.23,-0.08218624,0.15496954,-0.012125005,0.048026183,0.432235649,0.240130916,0.48,-5.22528341,4.166898598,-0.868230558,0.371637076,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1,3
"18-12-13_YC008_probe1","18-12-13_YC008",313,46.69,18.2,0,57.571,0.019,0,0.009,6.945,0.493,0.436,0.495,0.525,0.27,20.033,0.022,1.324,0.071521078,0.136173081,0.15778993,0.19032223,0.22112198,0.36,0.448824457,0.14,-0.015746167,0.07628335,-0.009781023,0.022112198,0.199009784,0.110560991,0.221,-8.375407691,3.979183212,-0.310627188,0.340016392,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1,3
"18-12-13_YC008_probe1","18-12-13_YC008",317,79.94,14.45,0,101.165,0.01,0,0.006,6.751,0.501,0.436,0.566,0.536,0.288,32.985,0.024,1.505,0.123128955,0.190322361,0.187763961,0.243142146,0.42114797,0.47,0.423733716,0.3,-0.12014676,0.12891181,-0.005167474,0.042114797,0.379033175,0.210573986,0.421,-1.83547756,3.58719112,-0.779954234,0.349176842,1,NA,1,"Purkinke",0,0,0,0,0,4,"Pk",1,1
"18-12-13_YC008_probe1","18-12-13_YC008",320,48.53,26.92,0,53.796,0.02,0,0.011,7.286,0.346,0.302,0.32,0.357,0.135,10.91,0.01,0.608,0.07014753,0.113341237,0.10363239,0.123272391,0.38371435,0.26,0.3914986,0.13,-0.019905182,0.11016457,0.006493351,0.038371435,0.345342913,0.191857174,0.384,-7.179527993,6.251330029,-0.741408648,0.33200629,1,NA,1,"Purkinke",0,0,0,0,0,3,"Pk",1,3
