Sample,SampleP,Unit,MFRBlockHz,MeanAmpBlock,ACGViolationRatio,tf_MIFRBlockHz,tf_MedIsi,tf_ModeIsi,tf_Perc5Isi,tf_Entropy,tf_CV2Mean,tf_CV2Median,tf_CV,tf_Ir,tf_Lv,tf_LvR,tf_Si,tf_skw,wf_RiseTime,wf_PosDecayTime,wf_FallTime,wf_NegDecayTime,wf_MaxAmpNorm,wf_Duration,wf_PosHwDuration,wf_NegHwDuration,wf_Onset,wf_End,wf_Crossing,wf_Pk10,wf_Pk90,wf_Pk50,wf_PkTrRatio,wf_DepolarizationSlope,wf_RepolarizationSlope,wf_RecoverySlope,wf_EndSlopeTau,SmallCluster,SmallClusterName,RespPk,RespGo,RespGr,RespMF,RespMLI,ClusterNo,NewCluster,SubCluster,Label
18-08-31_YC003_probe1,18-08-31_YC003,311,78.13,19.19,0.02,91.59899999999999,0.012,0,0.006,6.8260000000000005,0.39299999999999996,0.332,0.431,0.41100000000000003,0.18100000000000002,21.988000000000003,0.013999999999999999,1.4040000000000001,0.08735727900000001,0.137767873,0.160183784,0.197210191,0.32987902,0.36,0.424425954,0.2,-0.07436639,0.11300319,-0.023713586000000002,0.032987902,0.296891114,0.164939508,0.33,-6.5636567260000005,4.335041451,-0.587602562,0.389478031,1.0,Purkinke,0,0,0,0,0,1,3,Pk,1
18-08-31_YC003_probe1,18-08-31_YC003,485,52.91,14.21,0.02,70.40899999999999,0.015,0,0.008,6.421,0.514,0.44799999999999995,0.643,0.5539999999999999,0.301,24.129,0.025,1.954,0.065902187,0.113325229,0.106030485,0.122492315,0.30176759999999997,0.26,0.447405263,0.16,-0.062193267,0.11326568599999999,0.0041362740000000005,0.030176758999999997,0.271590829,0.15088379400000002,0.302,-5.0726252380000005,5.833049116000001,-0.53886955,0.39203702799999995,1.0,Purkinke,0,0,0,0,0,1,1,Pk,1
18-08-31_YC003_probe1,18-08-31_YC003,57,33.01,21.97,0.0,54.183,0.025,0,0.006999999999999999,6.956,0.643,0.575,0.6970000000000001,0.7240000000000001,0.45299999999999996,29.511999999999997,0.042,1.3519999999999999,0.040460307,0.07488532099999999,0.05913864,0.07189221,0.5091494000000001,0.16,0.207439555,0.16,0.010652836,0.015840404,-0.010596541999999999,0.050914937,0.458234435,0.254574686,0.509,-9.901941876,11.87478374,-1.627340935,0.14825939900000001,1.0,Purkinke,0,0,0,0,0,1,1,Pk,1
18-08-31_YC004_probe1,18-08-31_YC004,128,148.15,22.8,0.0,158.832,0.006,0,0.005,6.731,0.243,0.185,0.301,0.248,0.076,15.956,0.006,1.6119999999999999,0.054522892,0.10692519,0.086968034,0.10347293,0.41807136,0.23,0.381957119,0.17,-0.042700756,0.11857756,0.012902112,0.041807136,0.37626422299999995,0.20903568,0.418,-5.699127105,7.516235344,-0.8621351690000001,0.362733445,1.0,Purkinke,0,0,0,0,0,1,2,Pk,1
18-08-31_YC004_probe1,18-08-31_YC004,130,116.53,13.6,0.0,113.09100000000001,0.009000000000000001,0,0.005,6.343,0.584,0.528,0.7659999999999999,0.644,0.387,45.278999999999996,0.034,1.901,0.080768393,0.13523174699999999,0.129682001,0.16819799300000002,0.45282429999999996,0.33,0.432733394,0.27,-0.07772238599999999,0.15565420000000002,-0.007384705,0.045282429000000006,0.407541865,0.22641214699999998,0.45299999999999996,-2.599748866,5.335263706,-0.7720870609999999,0.377886001,1.0,Purkinke,0,0,0,0,0,1,1,Pk,1
18-08-31_YC004_probe1,18-08-31_YC004,200,71.81,24.03,0.0,85.42399999999999,0.012,0,0.006999999999999999,6.696000000000001,0.38799999999999996,0.318,0.484,0.406,0.18,19.121,0.013999999999999999,1.7180000000000002,0.060189466,0.105267301,0.10040746199999999,0.131279729,0.34132582,0.26,0.369820023,0.17,-0.03249635,0.11773681,0.003478507,0.034132582,0.30719323800000004,0.17066291,0.341,-6.092177652999999,6.212112981000001,-0.731484916,0.438230722,1.0,Purkinke,0,0,0,0,0,1,1,Pk,1
18-08-31_YC004_probe1,18-08-31_YC004,60,39.19,17.01,0.0,49.895,0.022000000000000002,0,0.01,7.066,0.517,0.46299999999999997,0.513,0.5539999999999999,0.295,19.084,0.025,1.177,0.281806822,0.316506163,0.104162554,0.117656452,0.11325822,0.5,0.568318023,0.16,-0.021798613999999997,0.005180585,-0.002420611,0.011325822,0.10193239800000001,0.05662911,0.113,-4.068672415,7.5961412,-0.139404328,0.380116877,1.0,Purkinke,0,0,0,0,0,1,3,Pk,1
18-08-31_YC004_probe1,18-08-31_YC004,83,63.57,15.36,0.01,68.597,0.015,0,0.01,6.961,0.31,0.261,0.293,0.319,0.113,11.265999999999998,0.009000000000000001,1.194,0.044603215,0.08555732099999999,0.101145884,0.125178521,0.26185405,0.23,0.436686123,0.13,-0.059754483,0.111377984,-0.005757322,0.026185405,0.23566864699999998,0.130927026,0.262,-6.765149046,6.694493697,-0.492033111,0.443577626,1.0,Purkinke,0,0,0,0,0,1,3,Pk,1
18-09-03_YC005_probe1,18-09-03_YC005,177,160.95,15.34,0.0,184.27,0.005,0,0.004,6.442,0.272,0.19,0.442,0.281,0.105,22.191,0.008,2.1109999999999998,0.07343084799999999,0.140441111,0.11004628400000001,0.131464627,0.35101914,0.3,0.461628131,0.23,-0.104065776,0.14261554,0.015810335,0.035101914,0.31591723,0.175509572,0.35100000000000003,-2.3730930580000003,5.474618972000001,-0.600841702,0.430606215,1.0,Purkinke,0,0,0,0,0,1,2,Pk,1
18-09-03_YC005_probe1,18-09-03_YC005,52,123.89,14.76,0.0,151.76,0.006999999999999999,0,0.004,6.497999999999999,0.39,0.28600000000000003,0.5489999999999999,0.41200000000000003,0.19699999999999998,33.431,0.016,1.954,0.085261167,0.11073763,0.248128751,0.292727933,0.31861305,0.44,0.509621284,0.27,-0.15189415,0.15126543,-0.00075459,0.031861305,0.286751747,0.159306526,0.319,-6.923299135,3.209376222,-0.486946466,0.502567105,1.0,Purkinke,0,0,0,0,0,1,2,Pk,1
18-12-13_YC008_probe1,18-12-13_YC008,11,18.83,17.37,0.02,21.208000000000002,0.049,0,0.028999999999999998,7.1579999999999995,0.345,0.294,0.366,0.35600000000000004,0.138,4.192,0.011000000000000001,1.015,0.120546856,0.217767415,0.123213635,0.142808203,0.32251233,0.4,0.442439387,0.13,-0.08720812,0.016369628,0.022406778,0.032251233,0.290261096,0.161256164,0.32299999999999995,-6.747691988,5.791608868,-0.709559443,0.26923894800000003,1.0,Purkinke,0,0,0,0,0,1,3,Pk,1
18-12-13_YC008_probe1,18-12-13_YC008,12,26.59,14.2,0.0,31.839000000000002,0.033,0,0.018000000000000002,7.01,0.447,0.39299999999999996,0.46399999999999997,0.47100000000000003,0.225,9.402000000000001,0.018000000000000002,1.288,0.077350753,0.139354104,0.11046874599999999,0.131440196,0.34799474,0.3,0.38754705700000003,0.13,-0.06502723,0.09918874,0.013219298,0.034799474,0.31319527,0.17399737199999998,0.348,-6.832486198,5.408880592999999,-0.6520729470000001,0.30681392,1.0,Purkinke,0,0,0,0,0,1,3,Pk,1
18-12-13_YC008_probe1,18-12-13_YC008,15,55.63,18.35,0.0,63.419,0.017,0,0.009000000000000001,7.16,0.34600000000000003,0.299,0.368,0.35700000000000004,0.13699999999999998,12.409,0.011000000000000001,0.848,0.061552348,0.108164675,0.11405836800000001,0.13714739199999998,0.34094957,0.27,0.350576414,0.14,-0.04504999,0.101635806,-0.012633917,0.034094957,0.306854609,0.17047478300000002,0.341,-7.7288626339999995,6.0858556539999995,-0.7424307370000001,0.30726267,1.0,Purkinke,0,0,0,0,0,1,3,Pk,1
18-12-13_YC008_probe1,18-12-13_YC008,212,35.31,18.15,0.0,47.181999999999995,0.024,0,0.01,6.817,0.579,0.529,0.593,0.63,0.363,20.614,0.031,1.507,0.060883052,0.14207059,0.094328519,0.128393234,0.34937054,0.3,0.363233469,0.17,-0.045082323,0.08894493,0.029018484,0.034937054,0.314433485,0.17468527,0.349,-6.871386687999999,5.756744165,-0.7575091909999999,0.351490394,1.0,Purkinke,0,0,0,0,0,1,1,Pk,1
18-12-13_YC008_probe1,18-12-13_YC008,24,26.09,20.87,0.0,26.016,0.039,0,0.025,6.683,0.297,0.24,0.386,0.305,0.106,3.892,0.008,1.639,0.083350582,0.108395616,0.131661731,0.165620629,0.47043702,0.3,0.39820517200000005,0.17,-0.057453635999999995,0.16750267,-0.015797523,0.047043702,0.42339331799999996,0.23521851,0.47,-6.882308051,5.6149006539999995,-0.825522477,0.363679135,1.0,Purkinke,0,0,0,0,0,1,3,Pk,1
18-12-13_YC008_probe1,18-12-13_YC008,268,61.37,14.03,0.0,80.934,0.012,0,0.006999999999999999,6.523,0.509,0.43200000000000005,0.631,0.55,0.302,26.848000000000003,0.026000000000000002,1.784,0.14255594300000002,0.196685914,0.26076409,0.356958207,0.38542843,0.6,0.426332411,0.3,-0.10721219,0.10178330000000001,-0.029977692,0.038542843,0.346885586,0.192714214,0.385,-6.542285121,2.7000807210000004,-0.6923040290000001,0.311582675,1.0,Purkinke,0,0,0,0,0,1,1,Pk,1
18-12-13_YC008_probe1,18-12-13_YC008,303,96.33,21.41,0.0,106.137,0.009000000000000001,0,0.006,7.037999999999999,0.355,0.31,0.33899999999999997,0.366,0.14300000000000002,20.635,0.011000000000000001,1.127,0.11036243,0.141321806,0.182818604,0.22532252100000003,0.48026183,0.4,0.41808275200000006,0.23,-0.08218624,0.15496954,-0.012125005,0.048026183,0.432235649,0.24013091600000003,0.48,-5.22528341,4.166898598,-0.8682305579999999,0.371637076,1.0,Purkinke,0,0,0,0,0,1,3,Pk,1
